Catalogue;N_EJS;FAMILIA;SUBFAMILIA;GENERO;SUBGEN;ESPECIE;AUT_TAXON;LOCALIDAD_ORIG;LOCALIDAD_ACTUAL;MUNICIPIO;PROVINCIA;AUTONOMIA;PAIS;Fecha colecta en etiqueta;fecha standard;COLECTOR;ALTITUD;UTM;SEXO;PROCEDENCIA;DETERM;ANHO_DETERM
MNCN_Ent 427476;1;Megachilidae;Megachilinae;Megachile;Xanthosarus;lagopoda;(Linnaeus, 1761);Buitrago (Madrid);Buitrago del Lozoya;Buitrago del Lozoya;Madrid;Madrid;España;17-VII-1983;17/07/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427477;1;Megachilidae;Megachilinae;Megachile;Xanthosarus;lagopoda;(Linnaeus, 1761);Buitrago (Madrid);Buitrago del Lozoya;Buitrago del Lozoya;Madrid;Madrid;España;10-X-1982;10/10/1982;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427479;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Santomera (Murcia);Santomera;Santomera;Murcia;Murcia;España;7-V-1998;07/05/1998;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427480;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Mijas (Málaga);Mijas;Mijas;Málaga;Andalucía;España;24-III-1989;24/03/1989;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427481;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Mijas (Málaga);Mijas;Mijas;Málaga;Andalucía;España;24-III-1989;24/03/1989;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427482;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Mijas (Málaga);Mijas;Mijas;Málaga;Andalucía;España;24-III-1989;24/03/1989;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427483;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Igualeja (Málaga);Igualeja;Igualeja;Málaga;Andalucía;España;25-V-1973;25/05/1973;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427484;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Igualeja (Málaga);Igualeja;Igualeja;Málaga;Andalucía;España;25-V-1973;25/05/1973;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427485;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Igualeja (Málaga);Igualeja;Igualeja;Málaga;Andalucía;España;25-V-1973;25/05/1973;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427486;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Muchamiel (Alicante);Muchamiel;Muchamiel;Alicante;Comunidad Valenciana;España;11-III-1983;11/03/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427487;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Alcoy (Alicante);Alcoy;Alcoy;Alicante;Comunidad Valenciana;España;3-VI-1982;03/06/1982;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427488;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Campoamor (Alicante);Alicante, Campoamor;Alicante;Alicante;Comunidad Valenciana;España;12-IV-1983;12/04/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427489;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Bacarot (Alicante);Alicante, El Bacarot;Alicante;Alicante;Comunidad Valenciana;España;14-III-1983;14/03/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427490;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Bacarot (Alicante);Alicante, El Bacarot;Alicante;Alicante;Comunidad Valenciana;España;14-III-1983;14/03/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427491;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Bacarot (Alicante);Alicante, El Bacarot;Alicante;Alicante;Comunidad Valenciana;España;14-III-1983;14/03/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427492;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Gorga (Alicante);Gorga;Gorga;Alicante;Comunidad Valenciana;España;11-VI-1984;11/06/1984;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427493;1;Megachilidae;Megachilinae;Rhodanthidium;Rhodanthidium;sticticum;(Fabricius, 1787);Gorga (Alicante);Gorga;Gorga;Alicante;Comunidad Valenciana;España;11-VI-1984;11/06/1984;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2024
MNCN_Ent 427494;1;Megachilidae;Megachilinae;Heriades;Heriades;truncorum;(Linnaeus, 1758);Aldealengua de Sta. María (SG);Aldealengua de Santa María;Aldealengua de Santa María;Segovia;Castilla y León;España;21.07.2014;21/07/2014;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427495;1;Megachilidae;Megachilinae;Heriades;Heriades;rubicola;Pérez, 1890;Titulcia (Madrid);Titulcia;Titulcia;Madrid;Madrid;España;2-X-2010;02/10/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 427496;1;Megachilidae;Megachilinae;Heriades;Heriades;rubicola;Pérez, 1890;Campo Real (Madrid);Campo Real;Campo Real;Madrid;Madrid;España;12-VI-2009;12/06/2009;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 427522;1;Andrenidae;Andreninae;Andrena;Graecandrena;verticalis;Pérez, 1895;Villarejo de Salvanés (M);Villarejo de Salvanés;Villarejo de Salvanés;Madrid;Madrid;España;10.VI.2011;10/06/2011;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427523;1;Andrenidae;Andreninae;Andrena;Graecandrena;verticalis;Pérez, 1895;Villarejo de Salvanés (M);Villarejo de Salvanés;Villarejo de Salvanés;Madrid;Madrid;España;2.VI.2011;02/06/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427524;1;Andrenidae;Andreninae;Andrena;Graecandrena;verticalis;Pérez, 1895;Villarejo de Salvanés (M);Villarejo de Salvanés;Villarejo de Salvanés;Madrid;Madrid;España;14.VI.2011;14/06/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427525;1;Andrenidae;Andreninae;Andrena;Graecandrena;verticalis;Pérez, 1895;Valderacete (Madrid);Valderacete;Valderacete;Madrid;Madrid;España;14.VI.2011;14/06/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427526;1;Andrenidae;Andreninae;Andrena;Graecandrena;verticalis;Pérez, 1895;Valderacete (Madrid);Valderacete;Valderacete;Madrid;Madrid;España;14.VI.2011;14/06/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427527;1;Andrenidae;Andreninae;Andrena;Graecandrena;verticalis;Pérez, 1895;Titulcia (Madrid);Titulcia;Titulcia;Madrid;Madrid;España;20.V.2011;20/05/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 427536;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;pictus;(Smith, 1853);Madrid (España);Madrid;Madrid;Madrid;Madrid;España;27-V-[19]63;20/05/1963;G. Giménez;;;macho;;P. Álvarez;2024
MNCN_Ent 427556;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Madrid;Madrid;Madrid;Madrid;Madrid;España;29-6-[1910];29/06/1910;G. Mercet;;;macho;Colección Gª Mercet;P. Álvarez;2025
MNCN_Ent 427567;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Soto Viñuela;Tres Cantos, Soto de Vieñuelas;Tres Cantos;Madrid;Madrid;España;21-VII-[19]77;21/07/1977;Llorente;;;macho;;P. Álvarez;2025
MNCN_Ent 427569;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Escorial, Abantos;San Lorenzo de El Escorial, Monte Abantos;San Lorenzo de El Escorial;Madrid;Madrid;España;26-VII-1984;26/07/1984;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2025
MNCN_Ent 427570;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Escorial, Fte Teja;San Lorenzo de El Escorial, Fuente Teja;San Lorenzo de El Escorial;Madrid;Madrid;España;26-VII-1984;26/07/1984;sin datos;;;hembra;;P. Álvarez;2025
MNCN_Ent 427576;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;20-VII-1981;20/07/1981;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427577;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Espejón (Soria);Espejón;Espejón;Soria;Castilla y León;España;13-IX-1981;13/09/1981;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 427578;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Arévalo (Ávila);Arévalo;Arévalo;Ávila;Castilla y León;España;18-VI-2005;18/06/2005;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 427579;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Arévalo (Ávila);Arévalo;Arévalo;Ávila;Castilla y León;España;18-VI-2005;18/06/2005;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427580;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Lastras de Cuéllar (SG);Lastras de Cuéllar;Lastras de Cuéllar;Segovia;Castilla y León;España;19-VII-2008;19/07/2008;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427589;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Aragón;España;6-VII-11;06/07/1911;sin datos;;;hembra;;P. Álvarez;2025
MNCN_Ent 427590;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Boltaña (H.);Boltaña;Boltaña;Huesca;Aragón;España;28.VII.18;28/07/1918;[Navás];;;macho;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427591;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Barbastro;Barbastro;Barbastro;Huesca;Aragón;España;VII.[19]18;jul-18;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427592;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Puebla de D. Fadrique;Puebla de Don Fadrique;Puebla de Don Fadrique;Granada;Andalucía;España;VIII-[19]49;ago-49;Andreu;;;macho;;P. Álvarez;2025
MNCN_Ent 427595;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Coca, Segovia;Coca;Coca;Segovia;Castilla y León;España;20-VII-[19]86;20/07/1986;C. Vargas;;;macho;;P. Álvarez;2025
MNCN_Ent 427596;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;San Rafael;San Rafael;El Espinar;Segovia;Castilla y León;España;13-7-[1]913;13/07/1913;Mercet;;;macho;Colección Gª Mercet;P. Álvarez;2025
MNCN_Ent 427597;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Guadarrama, San Rafael;San Rafael;El Espinar;Segovia;Castilla y León;España;23.VI.1912;23/06/1912;sin datos;;;macho;;P. Álvarez;2025
MNCN_Ent 427598;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Vera;Vera;Vera;Almería;Andalucía;España;1-8-[190]4;01/08/1904;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427599;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Albatera, Alicante;Albatera;Albatera;Alicante;Comunidad Valenciana;España;29-VIII-[19]12;29/08/1912;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2025
MNCN_Ent 427600;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Pinoso;Pinoso;Pinoso;Alicante;Comunidad Valenciana;España;VIII-[19]43;ago-43;[Andreu];;;hembra;;P. Álvarez;2025
MNCN_Ent 427602;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Rebate (Orihuela);Orihuela;Orihuela;Alicante;Comunidad Valenciana;España;28.VIII.1912;28/08/1912;sin datos;;;macho;;P. Álvarez;2025
MNCN_Ent 427603;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Orihuela/Huerta;Orihuela;Orihuela;Alicante;Comunidad Valenciana;España;VII-35;jul-35;Andréu;;;macho;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427607;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Montesinos;Los Montesinos;Los Montesinos;Alicante;Comunidad Valenciana;España;25-VII-[19]34;25/07/1934;Andréu;;;macho;;P. Álvarez;2025
MNCN_Ent 427609;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Córdoba;Córdoba;Córdoba;Córdoba;Andalucía;España;12-VII-[19]43;12/07/1943;Andréu;;;hembra;;P. Álvarez;2025
MNCN_Ent 427610;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Nerpio;Nerpio;Nerpio;Albacete;Castilla-La Mancha;España;31-VII-[19]50;31/07/1950;Andréu;;;macho;;P. Álvarez;2025
MNCN_Ent 427612;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Hervás;Hervás;Hervás;Cáceres;Extremadura;España;VI-07;jul-07;Dusmet;;;macho;;P. Álvarez;2025
MNCN_Ent 427613;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Torquemada, Cáceres;Torquemada;Torquemada;Cáceres;Extremadura;España;V-1935;may-35;Gil Collado;;;macho;;P. Álvarez;2025
MNCN_Ent 427614;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Fortuna;Fortuna;Fortuna;Murcia;Murcia;España;V-[1]928;may-28;J. Dusmet;;;macho;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427615;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Archena;Archena;Archena;Murcia;Murcia;España;V-[1]928;may-28;J. Dusmet;;;macho;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427623;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Poblet (Tarragona);Poblet;Poblet;Tarragona;Cataluña;España;VIII-1925;ago-25;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2025
MNCN_Ent 427624;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Barcelona, Vallvidrera;Barcelona;Barcelona;Barcelona;Cataluña;España;VI.[18]90;06/1890;Antiga;;;macho;;P. Álvarez;2025
MNCN_Ent 427625;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Barcelona, Vallvidrera;Barcelona;Barcelona;Barcelona;Cataluña;España;4.IV.[18]98;04/04/1898;sin colector;;;macho;;P. Álvarez;2025
MNCN_Ent 427626;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Barcelona, Casa Antunez;Barcelona;Barcelona;Barcelona;Cataluña;España;13.IX.[18]96;13/09/1896;sin datos;;;hembra;;P. Álvarez;2025
MNCN_Ent 427627;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Barcelona, Casa Antunez;Barcelona;Barcelona;Barcelona;Cataluña;España;18.VIII.[18]97;18/08/1897;sin datos;;;hembra;;P. Álvarez;2025
MNCN_Ent 427629;1;Megachilidae;Megachilinae;Heriades;Heriades;crenulata;Nylander, 1856;Castellón de la Plana;Castellón;Castellón;Castellón;Comunidad Valenciana;España;Julio 1895;07/1895;Dóls;;;hembra;;P. Álvarez;2025
MNCN_Ent 427638;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;27-VII-1989;27/07/1989;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427643;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;15-VII-1990;15/07/1990;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427644;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;8-VIII-1990;08/08/1990;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427645;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;9-IX-1996;09/09/1996;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427647;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Buitrago (Madrid);Buitrago del Lozoya;Buitrago del Lozoya;Madrid;Madrid;España;17-VII-1983;07/07/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427648;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Buitrago (Madrid);Buitrago del Lozoya;Buitrago del Lozoya;Madrid;Madrid;España;10-X-1982;10/10/1982;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427651;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;19-VII-1981;19/07/1981;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427652;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Alcoy (Alicante);Alcoy;Alcoy;Alicante;Comunidad Valenciana;España;12-VII-1982;12/07/1982;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427653;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);El Carpio de Tajo (TO);El Carpio de Tajo;El Carpio de Tajo;Toledo;Castilla-La Mancha;España;26-VII-1974;26/07/1974;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427654;1;Megachilidae;Megachilinae;Anthidium;Anthidium;florentinum;(Fabricius, 1775);Fuengirola (Málaga);Fuengirola;Fuengirola;Málaga;Andalucía;España;17-VIII-2000;17/08/2000;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427655;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Estepona (Málaga);Estepona;Estepona;Málaga;Andalucía;España;27-V-1973;27/05/1973;F. Fresno;;;hembra;;P. Álvarez;2025
MNCN_Ent 427656;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Benalmádena (Málaga);Benalmádena;Benalmádena;Málaga;Andalucía;España;28.VIII.1981;28/08/1981;F. Fresno;;;hembra;;P. Álvarez;2025
MNCN_Ent 427657;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Fuengirola (Málaga);Fuengirola;Fuengirola;Málaga;Andalucía;España;4-VII-1980;04/07/1980;F. Fresno;;;hembra;;P. Álvarez;2025
MNCN_Ent 427658;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Fuengirola (Málaga);Fuengirola;Fuengirola;Málaga;Andalucía;España;2.VIII.1981;02/08/1981;F. Fresno;;;hembra;;P. Álvarez;2025
MNCN_Ent 427659;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Fuengirola (Málaga);Fuengirola;Fuengirola;Málaga;Andalucía;España;5-VIII-1982;05/08/1982;F. Fresno;;;macho;;P. Álvarez;2025
MNCN_Ent 427661;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Gorga (Alicante);Gorga;Gorga;Alicante;Comunidad Valenciana;España;11-VI-1984;11/06/1984;F. Fresno;;;macho;;P. Álvarez;2025
MNCN_Ent 427662;1;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;(Linnaeus, 1758);Buitrago (Madrid);Buitrago del Lozoya;Buitrago del Lozoya;Alicante;Comunidad Valenciana;España;10-IX-1983;10/09/1983;F. Fresno;;;hembra;;P. Álvarez;2025
MNCN_Ent 427663;1;Megachilidae;Megachilinae;Anthidiellum;Anthidiellum;strigatum;(Panzer, 1805);El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;2-IX-1982;02/09/1982;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427666;1;Megachilidae;Megachilinae;Anthidiellum;Anthidiellum;strigatum;(Panzer, 1805);El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;29-VI-1985;29/06/1985;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427667;1;Megachilidae;Megachilinae;Anthidiellum;Anthidiellum;strigatum;(Panzer, 1805);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;9-VII-1995;09/07/1995;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427668;1;Megachilidae;Megachilinae;Anthidiellum;Anthidiellum;strigatum;(Panzer, 1805);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;19-VI-1990;19/06/1990;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427669;1;Megachilidae;Megachilinae;Anthidiellum;Anthidiellum;strigatum;(Panzer, 1805);Aranjuez (Madrid);Aranjuez;Aranjuez;Madrid;Madrid;España;5-VII-2008;05/07/2008;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427671;1;Megachilidae;Megachilinae;Anthidiellum;Anthidiellum;strigatum;(Panzer, 1805);Alcoy (Alicante);Alcoy;Alcoy;Alicante;Comunidad Valenciana;España;22-IX-1982;22/09/1982;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427672;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;17-VII-1982;17/07/1982;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427673;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;11-VII-1981;11/07/1982;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427677;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;22-VI-1995;22/06/1995;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427678;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;11-VII-1995;11/07/1995;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427679;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;9-VII-1995;09/07/1995;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427680;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;12-VII-1995;12/07/1995;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427681;1;Megachilidae;Megachilinae;Icteranthidium;;grohmanni;(Spinola, 1838);Ibi (Alicante);Ibi;Ibi;Alicante;Comunidad Valenciana;España;12-VII-1983;12/07/1983;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427682;1;Megachilidae;Megachilinae;Trachusa;Paraanthidium;interrupta;(Fabricius, 1781);Cerceda (Madrid);Cerceda;El Boalo;Madrid;Madrid;España;18-VII-1981;18/07/1981;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427683;1;Megachilidae;Megachilinae;Trachusa;Paraanthidium;interrupta;(Fabricius, 1781);Buitrago (Madrid);Buitrago del Lozoya;Buitrago del Lozoya;Madrid;Madrid;España;17-VII-1983;17/07/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427684;1;Megachilidae;Megachilinae;Trachusa;Paraanthidium;interrupta;(Fabricius, 1781);Villena (Alicante);Villena;Villena;Alicante;Comunidad Valenciana;España;13-VII-1983;13/07/1983;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427686;1;Megachilidae;Megachilinae;Pseudoanthidium;Royanthidium;reticulatum;(Mocsáry, 1884);El Pardo (Madrid);Madrid, El Pardo;Madrid;Madrid;Madrid;España;4-VII-1981;04/07/1981;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 427687;1;Megachilidae;Megachilinae;Pseudoanthidium;Royanthidium;reticulatum;(Mocsáry, 1884);Espejón (Soria);Espejón;Espejón;Soria;Castilla-La Mancha;España;13-IX-1981;13/09/1981;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2025
MNCN_Ent 429582;1;Megachilidae;Megachilinae;Heriades;Heriades;rubicola;Pérez, 1890;Madrid;Madrid;Madrid;Madrid;Madrid;España;8-9-[1]906;09/09/1906;G. Mercet;;;macho;Colección Gª Mercet;P. Álvarez;2025
