Catalogue;N_EJS;FAMILIA;SUBFAMILIA;GENERO;SUBGEN;ESPECIE;AUT_TAXON;LOCALIDAD_ORIG;LOCALIDAD_ACTUAL;MUNICIPIO;PROVINCIA;AUTONOMIA;PAIS;Fecha colecta en etiqueta;fecha standard;COLECTOR;ALTITUD;UTM;SEXO;PROCEDENCIA;DETERM;ANHO_DETERM
MNCN_Ent 356784;1;Halictidae;Halictinae;Lasioglossum;Biennilaeus;marginatum;(Brullé, 1832);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356785;1;Halictidae;Halictinae;Lasioglossum;Biennilaeus;marginatum;(Brullé, 1832);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356786;1;Halictidae;Halictinae;Lasioglossum;Biennilaeus;marginatum;(Brullé, 1832);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356787;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;algericolellum;(Strand, 1909);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356788;1;Megachilidae;Megachilinae;Hoplitis;Anthocopa;albiscopa;(Friese, 1899);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356789;1;Megachilidae;Megachilinae;Hoplitis;Anthocopa;albiscopa;(Friese, 1899);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356790;1;Megachilidae;Megachilinae;Hoplitis;Anthocopa;albiscopa;(Friese, 1899);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 356892;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;20.08.2016;20/08/2016;F. Fresno;305 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356893;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;20.08.2016;20/08/2016;F. Fresno;305 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356894;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;20.08.2016;20/08/2016;F. Fresno;305 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356895;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Valle La Peral (Lena, Asturias);Valle La Peral;Lena;Asturias;Asturias;España;23.08.2016;23/08/2016;F. Fresno;913 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356896;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Campo de Caso (Asturias);Campo de Caso;Caso;Asturias;Asturias;España;28.07.2017;28/07/2017;F. Fresno;560 m;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356900;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;villosulum;(Kirby, 1802);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;24.08.2016;24/08/2016;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356901;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;pauperatum;(Brullé, 1832);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;28-VIII-2017;28/08/2017;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356902;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;pauperatum;(Brullé, 1832);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;16.08.2017;16/08/2017;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356903;1;Halictidae;Halictinae;Lasioglossum;Dialictus;morio;(Fabricius, 1793);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;10-X-2003;10/10/2003;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356904;1;Halictidae;Halictinae;Lasioglossum;Dialictus;morio;(Fabricius, 1793);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;27-IX-1972;27/09/1972;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356905;1;Halictidae;Halictinae;Lasioglossum;Dialictus;morio;(Fabricius, 1793);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;24-VII-2010;24/07/2010;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356978;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;sexnotatum;(Kirby, 1802);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;9.VIII.2007;09/08/2007;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356979;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;sexnotatum;(Kirby, 1802);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;20-V-2009;20/05/2009;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 356980;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;sexnotatum;(Kirby, 1802);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;17-VIII-2013;17/08/2013;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359196;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);La isla (Asturias);La isla;Colunga;Asturias;Asturias;España;14-IX-2011;14/09/2011;F. Fresno;420 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359197;1;Halictidae;Halictinae;Seladonia;Seladonia;subaurata;(Rossi, 1792);Sena de Luna (León);Sena de Luna;Sena;León;Castilla y León;España;16-VIII-2012;16/08/2012;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359198;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Sena de Luna (León);Sena de Luna;Sena;León;Castilla y León;España;3-VIII-2011;03/08/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359199;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Sena de Luna (León);Sena de Luna;Sena;León;Castilla y León;España;28-VIII-2011;28/08/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359200;1;Halictidae;Halictinae;Halictus;Monilapis;crenicornis;Blüthgen, 1923;Maderuelo (Segovia);Maderuelo;Maderuelo;Segovia;Castilla y León;España;11-VII-2011;11/08/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359201;1;Halictidae;Halictinae;Halictus;Monilapis;crenicornis;Blüthgen, 1923;Maderuelo (Segovia);Maderuelo;Maderuelo;Segovia;Castilla y León;España;18-VII-2011;18/07/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359202;1;Halictidae;Halictinae;Halictus;Protohalictus;rubicundus;(Christ, 1791);Rodiezmo (León);Rodiezmo de la Tercia;Villamanín;León;Castilla y León;España;6-IX-2011;06/09/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359203;1;Halictidae;Halictinae;Halictus;Protohalictus;rubicundus;(Christ, 1791);Villasecino (León);Villasecino;San Emiliano;León;Castilla y León;España;25-VIII-2014;25/08/2014;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359204;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;minutissimum;(Kirby, 1802);Sena de Luna (León);Sena de Luna;Sena;León;Castilla y León;España;3-IX-2010;03/09/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359205;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;brevicorne;(Schenck, 1869);Vega del Rey (Lena, Asturias);Vega del Rey;Vega;Asturias;Asturias;España;5.08.2016;05/08/2016;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359208;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;minutissimum;(Kirby, 1802);Barcial del Barco (ZA);Barcial del Barco;Barcial del Barco;Zamora;Castilla y León;España;22-VII-2010;22/07/2010;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359209;1;Halictidae;Halictinae;Lasioglossum;Pyghalictus;politum;(Schenck, 1853);Barcial del Barco (ZA);Barcial del Barco;Barcial del Barco;Zamora;Castilla y León;España;22-VII-2010;22/07/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 359210;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;malachurum;(Kirby, 1802);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;17-VIII-2013;17/08/2013;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 360902;1;Andrenidae;Andreninae;Andrena;Melandrena;flavipes;Panzer, 1799;Romanones (Guadalajara) Junto al río Tajuña;Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 360903;1;Andrenidae;Andreninae;Andrena;Melandrena;flavipes;Panzer, 1799;Romanones (Guadalajara) Junto al río Tajuña;Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 360904;1;Andrenidae;Andreninae;Andrena;Melandrena;flavipes;Panzer, 1799;Romanones (Guadalajara) Junto al río Tajuña;Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 360905;1;Andrenidae;Andreninae;Andrena;Melandrena;flavipes;Panzer, 1799;Romanones (Guadalajara) Junto al río Tajuña;Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 360915;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 360927;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 360954;1;Megachilidae;Megachilinae;Stelis;Stelis;odontopyga;Noskiewicz, 1926;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 360955;1;Megachilidae;Megachilinae;Stelis;Stelis;odontopyga;Noskiewicz, 1926;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 360956;1;Megachilidae;Megachilinae;Stelis;Stelis;odontopyga;Noskiewicz, 1926;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 360957;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 360965;1;Halictidae;Halictinae;Halictus;Monilapis;crenicornis;Blüthgen, 1923;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 360975;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361011;1;Halictidae;Halictinae;Sphecodes;;gibbus;(Linnaeus, 1758);Vega del Rey (Lena) (Asturias);Vega del Rey;Vega;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;061/ING/2019;P. Álvarez;2022
MNCN_Ent 361023;1;Halictidae;Halictinae;Halictus;Monilapis;simplex;Blüthgen, 1923;Cataluña, Centellas;Centellas;Centellas;Barcelona;Cataluña;España;7.VII.1925;07/08/1925;Max de Xaxars;;;macho;;P. Álvarez;2023
MNCN_Ent 361632;1;Andrenidae;Andreninae;Andrena;Chlorandrena;cinerea;Brullé, 1832;Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361633;1;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;Friese, 1896;Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361634;1;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;Friese, 1896;Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361635;1;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;Friese, 1896;Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361636;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;sexnotatum;(Kirby, 1802);Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;Piluca Álvarez;2022
MNCN_Ent 361637;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;sexnotatum;(Kirby, 1802);Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;Piluca Álvarez;2022
MNCN_Ent 361688;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;21-VIII-2019;21/08/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361689;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361697;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 361698;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 361699;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 361715;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;pictipes;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361716;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;pictipes;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361717;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;pictipes;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361720;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361721;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 361722;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 361731;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;brevicornis;Nylander, 1852;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361732;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;brevicornis;Nylander, 1852;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;3-IX-2019;03/09/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 361739;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;pictipes;Nylander, 1852;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 369653;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Sena de Luna (León);Sena de Luna;Sena de Luna;León;Castilla y León;España;3.VIII.2010;03/08/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 369654;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Sena de Luna (León);Sena de Luna;Sena de Luna;León;Castilla y León;España;3.VIII.2010;03/08/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 369655;1;Colletidae;Hyaleinae;Hylaeus;Prosopis;communis;Nylander, 1852;Sena de Luna (León);Sena de Luna;Sena de Luna;León;Castilla y León;España;3.VIII.2010;03/08/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 372686;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;minutissimum;(Kirby, 1802);Romanones (GU);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;22-VII-2010;22/07/2010;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 372687;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;pauperatum;(Brullé, 1832);Romanones (GU);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 373674;1;Apidae;Xylocopinae;Ceratina;Ceratina;cucurbitina;(Rossi, 1792);Alhama (Granada);Alhama de Granada;Alhama de Granada;Granada;Andalucía;España;VI-1942;jun-42;J. Dusmet;800 m.;;hembra;Colección Dusmet;P. Álvarez;2023
MNCN_Ent 375264;1;Andrenidae;Andreninae;Andrena;Melandrena;morio;Brullé, 1832;Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 375265;1;Andrenidae;Andreninae;Andrena;Simandrena;vetula;Lepeletier, 1841;Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 375274;1;Megachilidae;Megachilinae;Megachile;Xanthosarus;willughbiella;(Kirby, 1802);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;4-VI-2022;04/06/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375275;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;interruptum;(Panzer, 1798);Vega de Anzo (Grado) Asturias;Peñaflor;Grado;Asturias;Asturias;España;24-IV-2022;24/04/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 375276;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;interruptum;(Panzer, 1798);Cornejo (M. de Sotoscueva) Burgos;Cornejo;Merindad de Sotoscueva;Burgos;Castilla y León;España;5-VIII-2022;05/08/2022;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 375280;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;punctatus;(Brullé, 1832);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;4-VI-2022;04/06/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375281;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;pictus;(Smith, 1853);Romanones (Guadalajara);Romanones;Romanones;Guadalajara;Castilla-La Mancha;España;25-V-2022;25/05/2022;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375313;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Soto de Agues (Asturias);Soto de Agues;Sobrescobio;Asturias;Asturias;España;21.08.2020;21/08/2020;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 375339;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19-VIII-2020;19/08/2020;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 375344;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;31.08.2020;31/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375345;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;11-VIII-2020;11/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375346;1;Apidae;Andreninae;Andrena;Simandrena;propinqua;Schenck, 1853;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;24-VII-2020;24/07/2020;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 375347;1;Melittidae;Melittinae;Melitta;Melitta;leporina;(Panzer, 1799);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;20-VII-2020;20/07/2020;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 375371;1;Megachilidae;Megachilinae;Stelis;Stelis;odontopyga;Noskiewicz, 1926;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;8.08.2020;08/08/2020;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 375372;1;Megachilidae;Megachilinae;Osmia;Hoplosmia;spinulosa;(Kirby, 1802);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;8.08.2020;08/08/2020;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 375379;1;Megachilidae;Megachilinae;Osmia;Hoplosmia;spinulosa;(Kirby, 1802);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19-VIII-2020;19/08/2020;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 375380;1;Megachilidae;Megachilinae;Osmia;Hoplosmia;spinulosa;(Kirby, 1802);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;5-VIII-2020;05/08/2020;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 375384;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;8.08.2020;08/08/2020;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 375385;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19-VIII-2020;19/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375386;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;5-VIII-2020;05/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 375387;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;pauperatum;(Brullé, 1832);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;24-VIII-2020;24/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 378105;1;Halictidae;Halictinae;Halictus;Monilapis;crenicornis;Blüthgen, 1923;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;8.08.2020;08/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 378106;1;Halictidae;Halictinae;Halictus;Monilapis;crenicornis;Blüthgen, 1923;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19-VIII-2020;19/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 378115;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;villosulum;(Kirby, 1802);Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;8.08.2020;08/08/2020;F. Fresno;;;macho;;P. Álvarez;2022
