Genus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries
Megachile;sicula;NA;Spain;Balears, Illes;Llucmajor;39.485786;2.736304;<15m;2017;5;4;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Amegilla;quadrifasciata;NA;Spain;Balears, Illes;Vilafranca de Bonany;39.546071;3.155339;<25m;2018;8;5;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;morio;NA;Spain;Balears, Illes;Palma;39.568137;2.613546;<10m;2018;3;29;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthidium;manicatum;NA;Spain;Balears, Illes;Palma;39.5688594;2.6276155;<15m;2017;6;11;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Dioxys;cinctus;NA;Spain;Balears, Illes;Marratxí;39,621129;2,747995;<10m;2017;5;4;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;nigrilabris;NA;Spain;Balears, Illes;Felanitx;39.4190532;3.2743245;<10m;2019;3;17;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthophora;plumipes;NA;Spain;Balears, Illes;Palma;39.572449;2.617689;<10m;2018;3;17;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;flavipes;NA;Spain;Balears, Illes;Felanitx;39.4660518;3.1520562;<15m;2019;2;16;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;nigroolivacea;NA;Spain;Balears, Illes;Palma;39.572941;2.61407;<15m;2019;2;26;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;nigroolivacea;NA;Spain;Balears, Illes;Palma;39.6404758;2.6461206;<15m;2020;3;5;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;nigroolivacea;NA;Spain;Balears, Illes;Felanitx;39.4665056;3.1517779;<15m;2020;3;8;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;nigrilabris;NA;Spain;Balears, Illes;Inca;39.7258774;2.9048244;<10m;2020;2;19;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Rhodanthidium;septemdentatum;NA;Spain;Balears, Illes;Marratxí;39.6260803;2.7255883;<10m;2020;3;9;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Amegilla;quadrifasciata;NA;Spain;Balears, Illes;Marratxí;39.620825;2.74851;<10m;2016;5;6;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;latreillei;NA;Spain;Balears, Illes;Palma;39.621124;2.747992;<10m;2018;4;3;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;flavipes;NA;Spain;Balears, Illes;Marratxí;39.6213233;2.7480903;<10m;2017;4;13;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Melecta;duodecimmaculata;NA;Spain;Balears, Illes;Felanitx;39.4190692;3.2743256;<15m;2019;3;17;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Thyreus;ramosus;NA;Spain;Balears, Illes;Marratxí;39.6209618;2.7481427;<10m;2017;6;11;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthophora;pubescens;NA;Spain;Balears, Illes;Marratxí;39,621124;2,747992;<10m;2019;10;11;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthidium;cingulatum;NA;Spain;Balears, Illes;Marratxí;39,621124;2,747992;<10m;2019;10;14;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Rhodanthidium;septemdentatum;NA;Spain;Balears, Illes;Palma;39.636529;2.643743;<15m;2017;4;18;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;flavipes;NA;Spain;Balears, Illes;Palma;39.5726837;2.6164571;<15m;2019;2;28;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;latreillei;NA;Spain;Balears, Illes;Marratxí;39,621124;2,747992;<10m;2017;4;3;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Melecta;duodecimmaculata;NA;Spain;Balears, Illes;Palma;39.6376216;2.6396372;<15m;2017;3;19;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Megachile;sicula;NA;Spain;Balears, Illes;Palma;39.639946;2.636744;<15m;2017;3;14;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Rhodanthidium;sticticum;NA;Spain;Balears, Illes;Palma;39.640008;2.636986;<15m;2017;4;18;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;caerulescens;NA;Spain;Balears, Illes;Alaró;39.6781892;2.8090278;<15m;2017;4;12;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Megachile;pilidens;NA;Spain;Balears, Illes;Alaró;39.7071701;2.7989817;<15m;2017;6;10;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;aurulenta;NA;Spain;Balears, Illes;Alaró;39.7080903;2.7896121;<15m;2017;4;23;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthidium;cingulatum;NA;Spain;Balears, Illes;Alaró;39.7114619;2.7946328;<15m;2017;5;1;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrea;nigroolivacea;NA;Spain;Balears, Illes;Alaró;39.7159099;2.7968556;<15m;2017;5;1;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthophora;plumipes;NA;Spain;Balears, Illes;Inca;39.720937;2.915938;<20m;2017;2;26;NA;NA;Sebastià Jaume Ramis;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Xylocopa;violacea;NA;Spain;Balears, Illes;Inca;39.721178;2.916001;<20m;2017;3;18;NA;NA;Sebastià Jaume Ramis;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;nigroolivacea;NA;Spain;Balears, Illes;Marratxí;39.6229487;2.7417285;<10m;2020;2;3;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;Calendula arvensis;NA;Joan Díaz-Calafat;NA;NA
Andrena;flavipes;NA;Spain;Balears, Illes;Palma;39.5754547;2.6176826;<15m;2019;3;9;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Thyreus;histrionicus;NA;Spain;Balears, Illes;Escorca;39.83053;2.899976;<25m;2016;8;19;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;Vitex agnus-castus;NA;Joan Díaz-Calafat;NA;NA
Megachile;sicula;NA;Spain;Balears, Illes;Maó;39.990367;4.251871;<15m;2018;4;27;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthidium;manicatum;NA;Spain;Balears, Illes;Marratxí;39.6209618;2.7481427;<10m;2019;5;20;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;caerulescens;NA;Spain;Balears, Illes;Marratxí;39.6209618;2.7481427;<10m;2017;6;11;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Megachile;apicalis;NA;Spain;Balears, Illes;Marratxí;39.6209618;2.7481427;<10m;2017;6;13;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;aurulenta;NA;Spain;Balears, Illes;Marratxí;39.6209618;2.7481427;<10m;2017;3;5;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;latreillei;NA;Spain;Balears, Illes;Marratxí;39.6209618;2.7481427;<10m;2020;3;23;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Bombus;terrestris;lusitanicus;Spain;Balears, Illes;Marratxí;39.621033;2.748092;<10m;2020;4;4;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;nigrilabris;NA;Spain;Balears, Illes;Inca;39.7258774;2.9048246;<15m;2020;2;19;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Dioxys;cinctus;NA;Spain;Balears, Illes;Marratxí;39.621124;2.747992;<10m;2020;4;30;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;oraniensis;NA;Spain;Balears, Illes;Marratxí;39.6256465;2.7254671;<15m;2020;3;9;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Halictus;fulvipes;NA;Spain;Balears, Illes;Marratxí;39.62107;2.748081;<10m;2017;6;11;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;Helianthus annuus;NA;Joan Díaz-Calafat;NA;NA
Lasioglossum;malachurum;NA;Spain;Balears, Illes;Marratxí;39.62107;2.748081;<10m;2017;6;11;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;2;0;0;0;NA;Helianthus annuus;NA;Joan Díaz-Calafat;NA;NA
Anthophora;plumipes;NA;Spain;Balears, Illes;Palma;39.6360364;2.6414857;<20m;2017;3;28;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;latreillei;NA;Spain;Balears, Illes;Palma;39.5632762;2.6190029;<20m;2019;3;8;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthidium;cingulatum;NA;Spain;Balears, Illes;Marratxí;39.621068;2.748079;<10m;2017;6;11;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Rhodanthidium;sticticum;NA;Spain;Balears, Illes;Alaró;39.7114619;2.7946328;<10m;2017;5;1;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Rhodanthidium;sticticum;NA;Spain;Balears, Illes;Palma;39.5639828;2.6199377;<10m;2019;4;14;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Lasioglossum;malachurum;NA;Spain;Balears, Illes;Palma;39.640176;2.636922;<50m;2017;3;14;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;nigrilabris;NA;Spain;Balears, Illes;Inca;39.728889;2.95649;<20m;2017;3;19;NA;NA;Sebastià Jaume Ramis;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthidium;manicatum;NA;Spain;Balears, Illes;Palma;39.5726046;2.6165994;<15m;2017;6;10;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Andrena;nigroolivacea;NA;Spain;Balears, Illes;Palma;39.635702;2.642784;<25m;2017;3;14;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Lasioglossum;malachurum;NA;Spain;Balears, Illes;Felanitx;39.465879;3.151984;<15m;2019;2;15;NA;NA;Elisa Ribas Marquès;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Anthophora;subterranea;procera;Spain;Balears, Illes;Palma;39.572251;2.614983;<15m;2018;3;29;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;latreillei;NA;Spain;Balears, Illes;Alcúdia;39.8364268;3.1152744;<15m;2020;5;9;NA;NA;Sebastià Jaume Ramis;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Osmia;submicans;NA;Spain;Balears, Illes;Palma;39.635819;2.642731;<10m;2017;5;18;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;oraniensis;NA;Spain;Balears, Illes;Palma;39.63976;2,636880;<15m;2017;3;14;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;3;0;0;0;NA;Cistus albidus;NA;Joan Díaz-Calafat;NA;NA
Eucera;oraniensis;NA;Spain;Balears, Illes;Palma;39.573703;2.616628;<25m;2019;4;24;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Eucera;oraniensis;NA;Spain;Balears, Illes;Marratxí;39.621243;2,748141;<10m;2020;4;3;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;1;0;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
Amegilla;quadrifasciata;NA;Spain;Balears, Illes;Palma;39.636316;2,647484;<10m;2016;7;NA;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;0;0;1;NA;Lantana camara;NA;Joan Díaz-Calafat;NA;NA
Amegilla;quadrifasciata;NA;Spain;Balears, Illes;Marratxí;39.621092;2,748087;<10m;2017;5;30;NA;NA;Joan Díaz Calafat;Joan Díaz Calafat;0;1;0;0;NA;NA;NA;Joan Díaz-Calafat;NA;NA
