",""id"",""genus"",""species"",""num_individuals"",""sex"",""m_IT"",""day"",""month"",""year"",""collector"",""taxonomist"",""Lat2"",""Long2"""
"4388,2691,""Lasioglossum"",""laticeps"",2,""female"",NA,19,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4389,2775,""Lasioglossum"",""marginatum"",1,""female"",NA,11,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4390,NA,""Andrena"",""angustior"",1,""female"",3,14,5,1986,""J. Herrera"",""Warncke"",38.233389,-2.652265"
"4391,942,""Andrena"",""livens"",2,""male"",NA,11,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4392,4663,""Pyrobombus"",""pratorum"",1,""female"",4,11,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4393,2417,""Halictus"",""scabiosae"",1,""male"",2,14,5,1986,""J. Herrera"",""Asensio  "",38.233389,-2.652265"
"4394,4662,""Pyrobombus"",""pratorum"",1,""male"",NA,11,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4395,1039,""Andrena"",""nitidiuscula"",1,""male"",NA,14,5,1986,""J. Herrera"",""Warncke"",38.233389,-2.652265"
"4396,1276,""Andrena"",""tibialis"",2,""male"",NA,14,5,1986,""J. Herrera"",""Warncke"",38.233389,-2.652265"
"4397,2684,""Lasioglossum"",""interruptum"",1,""female"",NA,14,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4398,1012,""Andrena"",""nigroaenea"",1,""female"",NA,14,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4399,2787,""Lasioglossum"",""mediterraneum"",2,""female"",1.8,19,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4400,NA,""Lithurgus"",""tibialis"",1,""male"",2.3,14,5,1986,""C. Herrera"",""L. O. Aguado"",38.233389,-2.652265"
"4401,1151,""Andrena"",""paucisquama"",2,""male"",1.2,14,5,1986,""J. Herrera"",""Warncke"",38.233389,-2.652265"
"4402,4605,""Megabombus"",""pascuorum"",1,""female"",7.9,11,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4403,1013,""Andrena"",""nigroaenea"",1,""female"",NA,11,6,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4404,284,""Panurgus"",""banksianus"",10,""female"",1.5,11,6,1986,""J.  Herrera"",""Asensio"",38.233389,-2.652265"
"4405,3654,""Megachile"",""pyrenaica"",1,""male"",4,14,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4406,2434,""Halictus"",""tetrazonius"",2,""female"",NA,11,6,1986,""J. Herrera"",""Asensio  "",38.233389,-2.652265"
"4407,3654,""Megachile"",""pyrenaica"",1,""male"",4,14,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4408,2416,""Halictus"",""scabiosae"",3,""female"",NA,11,6,1986,""J. Herrera"",""Asensio  "",38.233389,-2.652265"
"4409,4755,""Bombus"",""terrestris"",1,""female"",3.5,14,5,1986,""J. Herrera"",""Tkalcu"",38.233389,-2.652265"
"4410,4122,""Osmia"",""rufa"",5,""male"",NA,14,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4411,2563,""Lasioglossum"",""buccale"",1,""female"",2,14,5,1986,""J. Herrera"",""Asensio"",38.233389,-2.652265"
"4412,341,""Panurgus"",""cephalotes"",3,""male"",2.5,20,5,1986,""J. Herrera"",""Asensio"",37.223353,-2.546283"
"4413,1195,""Andrena"",""senecionis"",1,""female"",NA,17,4,1986,""J. Herrera"",""Asensio"",40.19297,-6.65622"
"4414,1224,""Andrena"",""synadelpha"",1,""female"",2,1,5,1970,""L. Moreda"",""Warncke"",40.299437,-5.088961"
"4415,1734,""Nomada"",""pusilla"",1,""male"",1.1,1,5,1970,""L. Moreda"",""Schwarz"",40.299437,-5.088961"
"4416,4331,""Prosopis"",""angustatus"",1,""female"",NA,6,6,1976,""E. Asensio"",""Warncke"",41.899864,-6.324685"
"4417,337,""Panurgus"",""cephalotes"",5,""female"",NA,6,6,1976,""E. Asensio"",""Asensio"",41.899864,-6.324685"
"4418,298,""Panurgus"",""calcaratus"",1,""female"",1.5,6,6,1976,""E. Asensio"",""Warncke"",41.899864,-6.324685"
"4419,NA,""Andrena"",""florea"",1,""female"",4,6,6,1976,""E. Asensio"",""Warncke"",41.899864,-6.324685"
"4420,4331,""Prosopis"",""angustatus"",1,""female"",0.6,6,6,1976,""E. Asensio"",""Warncke"",41.899864,-6.324685"
"4421,814,""Andrena"",""florea"",3,""male"",2.8,6,6,1976,""E. Asensio"",""Warncke"",41.899864,-6.324685"
"4422,813,""Andrena"",""florea"",3,""female"",NA,6,6,1976,""E. Asensio"",""Warncke"",41.899864,-6.324685"
"4423,447,""Andrena"",""agilissima"",1,""female"",2.9,6,6,1976,""E. Asensio"",""Asensio"",41.899864,-6.324685"
"4424,1113,""Andrena"",""ovatula"",1,""female"",NA,17,7,1974,""E. Asensio"",""Warncke"",42.800612,-6.865294"
"4425,747,""Andrena"",""flavipes"",1,""female"",NA,17,7,1974,""E. Asensio"",""Warncke"",42.800612,-6.865294"
"4426,2508,""Halictus"",""tumulorum"",1,""female"",1.3,17,7,1974,""E. Asensio"",""Ebmer"",42.861291,-6.53639"
"4427,4666,""Megabombus"",""ruderarius"",1,""female"",7,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4428,4693,""Pyrobombus"",""soroeensis"",3,""female"",NA,18,7,1974,""E. Asensio"",""tkalcu"",42.861291,-6.53639"
"4429,4523,""Megabombus"",""humilis"",1,""female"",8,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4430,4581,""Megabombus"",""mesomelas"",1,""female"",4.8,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4431,4641,""Megabombus"",""pascuorum"",1,""female"",7,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4432,NA,""Halictus"",""tumulorum"",1,""male"",0.7,17,7,1984,""E. Asensio"",""Ebmer"",42.861291,-6.53639"
"4433,4566,""Bombus"",""lucorum"",2,""female"",NA,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4434,4771,""Psithyrus"",""rupestris"",1,""male"",5,18,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4435,4694,""Pyrobombus"",""soroeensis"",1,""male"",6,18,7,1974,""E. Asensio"",""tkalcu"",42.861291,-6.53639"
"4436,4567,""Bombus"",""lucorum"",5,""male"",NA,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4437,4566,""Bombus"",""lucorum"",1,""female"",5,17,7,1974,""E. Asensio"",""Tkalcu"",42.861291,-6.53639"
"4438,5019,""Ceratina"",""cucurbitina"",1,NA,NA,1,6,1974,""Torchio y Asensio"",NA,37.728015,-2.109572"
"4439,NA,""Nomada"",""castellana"",1,NA,1,NA,7,1989,""Gomez"",""Schwarz"",37.094072,-3.157595"
"4440,435,""Andrena"",""afrensis"",1,""male"",2.5,NA,7,1989,""Jose M? G?mez (Univ. Granada)"",""Asensio"",37.094072,-3.157595"
"4441,2552,""Lasioglossum"",""atrovirens"",1,""female"",0.7,NA,7,1989,""J. M. Gomez"",""Asensio"",37.094072,-3.157595"
"4442,2382,""Halictus"",""rubicundus"",1,""female"",NA,NA,8,1989,""Jos? M. G?mez"",""Ebmer"",37.094072,-3.157595"
"4443,1048,""Andrena"",""niveata"",2,""female"",NA,NA,7,1989,""J. M? G?mez (Univ. Granada) "",""Warncke"",37.094072,-3.157595"
"4444,1083,""Andrena"",""similis"",1,""female"",3,NA,7,1989,""Jose M? G?mez (Univ. Granada)"",""Asensio"",37.094072,-3.157595"
"4445,2528,""Lasioglossum"",""aeratum"",1,""female"",0.6,22,7,1990,NA,""Asensio"",37.094072,-3.157595"
"4446,434,""Andrena"",""afrensis"",1,""female"",NA,NA,7,1989,""Jose M? G?mez (Univ. Granada)"",""Asensio"",37.094072,-3.157595"
"4447,4273,""Colletes"",""floralis"",1,""female"",NA,NA,8,1989,""J. M. Gomez"",""Warncke"",37.094072,-3.157595"
"4448,386,""Dufourea"",""paradoxa"",1,""male"",2,NA,8,1989,""J .M? G?mez (Univ. Granada)"",""Asensio"",37.094072,-3.157595"
"4450,4108,""Osmia"",""rufa"",1,""male"",2.5,4,4,1973,""E. Asensio"",""Tkalcu"",41.591506,-4.829746"
"4451,535,""Andrena"",""bicolor"",1,""male"",NA,4,4,1973,""E. Asensio"",""Warncke"",41.591506,-4.829746"
"4452,1278,""Andrena"",""trimmerana"",2,""female"",3,4,4,1973,""E. Asensio, de Santos"",""Warncke"",41.591506,-4.829746"
"4453,4689,""Megabombus"",""ruderatus"",1,""female"",NA,26,5,1973,""E. Asensio"",""Paddy?Ornosa"",41.591506,-4.829746"
"4454,5203,""Sphecodes"",""longulus"",1,""female"",0.7,4,4,1973,""E. Asensio"",""Schwarz"",41.591506,-4.829746"
"4455,719,""Andrena"",""flavipes"",2,""male"",NA,4,4,1973,""E. Asensio, de Santos"",""Warncke"",41.591506,-4.829746"
"4456,710,""Andrena"",""flavipes"",1,""female"",2.9,14,7,1971,""E. Asensio"",""Warncke"",41.591506,-4.829746"
"4457,2148,""Amegilla"",""quadrifasciata"",1,""male"",NA,21,7,1963,""L. Moreda"",""Asensio"",41.591506,-4.829746"
"4458,645,""Andrena"",""dorsata"",2,""male"",1.4,27,3,1966,""L. Moreda"",""Warncke"",41.591506,-4.829746"
"4459,1205,""Andrena"",""spreta"",1,""female"",1,27,3,1966,""L. Moreda"",""Warncke"",41.591506,-4.829746"
"4460,1092,""Andrena"",""ovatula"",1,""female"",2,27,3,1966,""L. Moreda"",""Warncke"",41.591506,-4.829746"
"4461,550,""Andrena"",""bimaculata"",2,""male"",1.9,4,4,1973,""E. Asensio, de Santos"",""Warncke"",41.591506,-4.829746"
"4462,943,""Andrena"",""longibarbis"",1,""male"",1,27,3,1966,""L. Moreda"",""Warncke"",41.591506,-4.829746"
"4463,644,""Andrena"",""dorsata"",1,""male"",1.2,27,3,1966,""L. Moreda"",""Warncke"",41.591506,-4.829746"
"4464,553,""Andrena"",""bimaculata"",1,""male"",2,4,4,1973,""E. Asensio"",""Warncke"",41.591506,-4.829746"
"4465,968,""Andrena"",""morio"",1,""female"",4,26,5,1973,""E. Asensio"",""Warncke"",41.591506,-4.829746"
"4470,4836,""Dasypoda"",""crassicornis"",1,""male"",NA,21,5,1977,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",40.443698,-5.678323"
"4471,2744,""Lasioglossum"",""malachurum"",2,""female"",NA,NA,8,1978,""M. Arroyo"",""Ebmer"",40.292896,-4.585354"
"4472,2745,""Lasioglossum"",""malachurum"",1,""male"",1.5,NA,8,1978,""M. Arroyo"",""Ebmer"",40.292896,-4.585354"
"4473,5223,""Sphecodes"",""monilicornis"",4,""female"",NA,NA,8,1978,""M. Arroyo"",""Warncke"",40.292896,-4.585354"
"4474,43,""Chelostoma"",""distinctum"",1,""female"",NA,28,7,1984,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Tkalcu"",42.091743,-6.721177"
"4475,58,""Coelioxys"",""afra"",1,""female"",NA,28,7,1984,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",42.091743,-6.721177"
"4476,2914,""Lasioglossum"",""punctatissimum"",1,""male"",NA,28,7,1984,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Ebmer"",42.091743,-6.721177"
"4477,2247,""Tetralonia"",""iberica"",1,""male"",1.8,3,9,1981,""Alonso Pe?a (Univ. Salamanca)"",""Tkalcu"",43.465619,-3.894688"
"4478,4280,""Colletes"",""fodiens"",2,""female"",NA,14,8,1986,""A. Espeso (Univ. Salamanca)"",""Asensio"",41.035131,-3.941006"
"4479,4288,""Colletes"",""fodiens"",1,""female"",3,14,8,1986,""A. Espeso (Univ. Salamanca)"",""Schwarz"",41.035131,-3.941006"
"4480,2326,""Halictus"",""maculatus"",1,""female"",1.8,30,4,1976,""E. Asensio"",""Asensio"",40.435342,-6.0331"
"4481,1562,""Eucera"",""tuberculata"",1,""female"",4,30,4,1976,""E. Asensio"",""Tkalcu"",40.434805,-6.031898"
"4482,4370,""Prosopis"",""clypearis"",3,""male"",NA,12,6,1989,""E. Asensio"",""Warncke"",40.434805,-6.031898"
"4483,1813,""Anthophora"",""acervorum"",2,""male"",4.5,30,4,1976,""E. Asensio"",""Asensio"",40.434805,-6.031898"
"4484,4369,""Prosopis"",""clypearis"",2,""female"",NA,12,6,1989,""E. Asensio"",""Warncke"",40.434805,-6.031898"
"4485,2106,""Anthophora"",""sp b"",1,""female"",NA,30,4,1976,""E. Asensio"",""Asensio"",40.434805,-6.031898"
"4486,2081,""Anthophora"",""romandii"",1,""male"",NA,30,4,1976,""E. Asensio"",""Lieftinck"",40.434805,-6.031898"
"4487,NA,""Nomada"",""merceti"",1,""male"",1.7,12,6,1989,""E. Asensio"",""Schwarz"",40.434805,-6.031898"
"4488,4429,""Prosopis"",""pictipes"",1,""male"",NA,12,6,1989,""E. Asensio"",""Warncke"",40.434805,-6.031898"
"4489,1812,""Anthophora"",""acervorum"",3,""female"",5,30,4,1976,""E. Asensio"",""Asensio"",40.434805,-6.031898"
"4490,295,""Panurgus"",""calcaratus"",1,""male"",1.4,30,4,1976,""E. Asensio"",""Asensio"",40.434805,-6.031898"
"4495,NA,""Eucera"",""codinai"",1,""female"",4,4,6,1979,""E. Asensio"",""Tkalcu"",40.824365,-6.960192"
"4496,3151,""Lasioglossum"",""xanthopum"",1,""female"",3,4,6,1979,""E. Asensio"",""Asensio"",41.824365,-5.960192"
"4505,NA,""Eucera"",""collaris"",1,""male"",4.5,6,4,1973,""E. Asensio"",NA,39.961068,-4.830723"
"4506,1425,""Eucera"",""collaris"",1,""male"",4.5,6,4,1973,""E. Asensio"",NA,39.961068,-4.830723"
"4507,1104,""Andrena"",""ovatula"",2,""female"",NA,6,4,1973,""E. Asensio"",""Warncke"",39.961068,-4.830723"
"4508,3881,""Osmia"",""caerulescens"",1,""female"",2,6,4,1973,""E. Asensio"",""Tkalcu"",39.961068,-4.830723"
"4509,2311,""Halictus"",""fulvipes"",1,""female"",2,6,4,1973,""E. Asensio"",""Ebmer"",39.986719,-5.609105"
"4510,4441,""Prosopis"",""signatus"",1,""male"",NA,1,7,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"4511,4440,""Prosopis"",""signatus"",1,""female"",1.1,1,7,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"4512,4419,""Prosopis"",""pictipes"",1,""female"",NA,1,7,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"4513,98,""Coelioxys"",""rufescens"",1,""female"",NA,15,7,1971,""E. Asensio"",""Pasteels"",41.643099,-4.747883"
"4514,1992,""Anthophora"",""fulvitarsis"",1,""male"",5.1,16,5,1972,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"4515,2151,""Amegilla"",""quadrifasciata"",1,""female"",5,15,7,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"4516,2118,""Amegilla"",""albigena"",1,""female"",4,13,8,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"4517,2161,""Amegilla"",""quadrifasciata"",1,""female"",5,13,8,1971,""E. Asensio"",NA,41.643099,-4.747883"
"4518,2076,""Anthophora"",""robusta"",1,""female"",NA,16,7,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"4519,1055,""Andrena"",""numida"",1,""female"",3,20,8,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"4520,2173,""Amegilla"",""sp"",1,""female"",NA,13,8,1971,""E. Asensio"",NA,41.643099,-4.747883"
"4521,193,""Melecta"",""punctata"",1,""female"",4,8,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"4522,465,""Andrena"",""albopunctata"",1,""female"",4.4,20,8,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"4523,463,""Andrena"",""albopunctata"",1,""male"",2.7,12,8,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"4524,464,""Andrena"",""albopunctata"",2,""female"",4,13,8,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"4525,1888,""Anthophora"",""atroalba"",1,""female"",NA,29,5,1972,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"4526,830,""Andrena"",""fulica"",2,""female"",NA,11,6,1973,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"4527,142,""Lithurgus"",""chrysurus"",1,""female"",3.5,12,8,1971,""E. Asensio"",NA,41.643099,-4.747883"
"4528,1148,""Andrena"",""pandosa"",1,""female"",1.2,1,7,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"4529,360,""Panurginus"",""albopilosus"",5,""female"",NA,11,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"4535,4733,""Bombus"",""terrestris"",1,""female"",3.5,13,5,1976,""E. Asensio"",""Tkalcu"",40.656533,-6.106046"
"4536,1814,""Anthophora"",""acervorum"",1,""female"",5,13,5,1976,""E. Asensio"",""Asensio"",40.656533,-6.106046"
"4537,1815,""Anthophora"",""acervorum"",3,""male"",NA,13,5,1976,""E. Asensio"",""Asensio"",40.656533,-6.106046"
"4538,1437,""Eucera"",""hispaliensis"",1,""male"",NA,13,5,1976,""E. Asensio"",""Tkalcu"",40.656533,-6.106046"
"4539,431,""Andrena"",""afrensis"",1,""female"",3,26,7,1972,""E. Asensio"",""Asensio"",43.570431,-6.944916"
"4540,2387,""Halictus"",""scabiosae"",1,""female"",NA,15,7,1972,""E. Asensio, Santos"",""Ebmer"",43.570089,-6.944229"
"4541,4635,""Megabombus"",""pascuorum"",1,""female"",NA,10,7,1972,""E. Asensio, de Santos"",""Tkalcu"",43.570089,-6.944229"
"4542,2386,""Halictus"",""scabiosae"",1,""female"",2,7,7,1972,""E. Asensio, Santos"",""Ebmer"",43.570089,-6.944229"
"4543,4638,""Megabombus"",""pascuorum"",2,""female"",NA,19,7,1972,""E. Asensio, de Santos"",""Tkalcu"",43.570089,-6.944229"
"4544,2929,""Lasioglossum"",""smeathmanellum"",1,""male"",1,26,7,1972,""E. Asensio,  de Santos"",""Ebmer"",43.570089,-6.944229"
"4545,2388,""Halictus"",""scabiosae"",2,""female"",2,17,7,1972,""E. Asensio, Santos"",""Ebmer"",43.570089,-6.944229"
"4546,1445,""Eucera"",""interrupta"",1,""female"",3,17,7,1972,""E. Asensio"",""Tkalcu"",43.570089,-6.944229"
"4547,3094,""Lasioglossum"",""leucozonium"",1,""female"",2.3,17,7,1972,""E. Asensio, m?o de Santos"",""Ebmer"",43.570089,-6.944229"
"4548,901,""Andrena"",""labialis"",1,""female"",2.7,26,7,1972,""E. Asensio de Santos"",""Warncke"",43.570089,-6.944229"
"4549,4634,""Megabombus"",""pascuorum"",2,""female"",NA,7,7,1972,""E. Asensio, de Santos"",""Tkalcu"",43.570089,-6.944229"
"4550,4637,""Megabombus"",""pascuorum"",1,""female"",NA,17,7,1972,""E. Asensio, de Santos"",""Tkalcu"",43.570089,-6.944229"
"4551,1349,""Andrena"",""wilkella"",1,""female"",NA,26,7,1972,""E. Asensio, de Santos"",""Warncke"",43.570089,-6.944229"
"4552,4501,""Megabombus"",""hortorum"",1,""female"",NA,10,7,1972,""E. Asensio"",""conf.Tkalcu hortorum"",43.570089,-6.944229"
"4553,4763,""Psithyrus"",""campestris"",1,""female"",7,7,7,1972,""E. Asensio"",""Tkalcu"",43.570089,-6.944229"
"4554,4636,""Megabombus"",""pascuorum"",1,""female"",NA,15,7,1972,""E. Asensio, de Santos"",""Tkalcu"",43.570089,-6.944229"
"4555,2529,""Lasioglossum"",""albipes"",1,""female"",NA,17,7,1972,""E. Asensio"",""Ebmer"",43.570089,-6.944229"
"4556,4725,""Bombus"",""terrestris"",1,""female"",NA,26,7,1972,""E. Asensio"",""Tkalcu"",43.570089,-6.944229"
"4557,4787,""Melitta"",""leporina"",1,""male"",3,26,7,1972,""E. Asensio, (de Santos)"",""Warncke"",43.570089,-6.944229"
"4558,4723,""Bombus"",""terrestris"",1,""female"",NA,7,7,1972,""E. Asensio"",""Tkalcu"",43.570089,-6.944229"
"4559,26,""Heriades"",""truncorum"",1,""male"",1,26,7,1972,""E. Asensio, Santos"",""Asensio"",43.570089,-6.944229"
"4560,4500,""Megabombus"",""hortorum"",1,""male"",NA,7,7,1972,""E. Asensio"",""conf.Tkalcu hortorum"",43.570089,-6.944229"
"4562,2590,""Lasioglossum"",""castilianum"",1,""male"",NA,19,7,1986,""A. Rueda  (Univ. Salamanca)"",""Asensio"",41.904127,-4.481543"
"4563,2900,""Lasioglossum"",""politum"",12,""female"",NA,19,7,1986,""A. Rueda  (Univ. Salamanca)"",""Asensio"",41.904127,-4.481543"
"4564,2903,""Lasioglossum"",""politum"",3,""female"",NA,19,7,1986,""F.Lopez"",""Asensio"",41.904127,-4.481543"
"4565,2901,""Lasioglossum"",""politum"",1,""male"",0.8,15,7,1985,""F.Lopez"",""Asensio"",41.904127,-4.481543"
"4566,NA,""Sphecodes"",""rufiventris"",1,""male"",1,15,7,1985,""A. Rueda  (Univ. Sal.)"",""Schwarz"",41.904127,-4.481543"
"4567,2902,""Lasioglossum"",""politum"",3,""male"",NA,19,7,1986,""F.Lopez"",""Asensio"",41.904127,-4.481543"
"4568,3599,""Megachile"",""picicornis"",1,""female"",2.9,19,7,1986,""A. Rueda  (Univ. Salamanca)"",""Asensio"",41.904127,-4.481543"
"4569,2899,""Lasioglossum"",""politum"",2,""male"",1,19,7,1986,""A. Rueda  (Univ. Salamanca)"",""Asensio"",41.904127,-4.481543"
"4570,2009,""Anthophora"",""fulvodimidiata"",1,""male"",NA,19,7,1986,""F. L?pez (Univ. Salamanca)"",""F. Torres"",41.904127,-4.481543"
"4571,3260,""Mesanthidium"",""malacopygum"",1,""female"",NA,19,7,1986,""F. Lopez"",""Asensio"",41.904127,-4.481543"
"4573,1509,""Eucera"",""numida"",1,""male"",NA,23,4,1982,""Aurora S?nchez (Univ. Salamanca)"",""Tkalcu"",40.954125,-5.694143"
"4576,5277,""Sphecodes"",""rufiventris"",1,""male"",NA,5,8,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.560365,2.016619"
"4577,5226,""Sphecodes"",""monilicornis"",1,""male"",1.3,25,7,1985,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Schwarz"",38.532727,-5.76269e-07"
"4578,4540,""Megabombus"",""laesus"",1,""female"",4,25,9,1978,""E. Asensio"",""Tkalcu"",42.075632,-4.93534"
"4579,1302,""Andrena"",""variabilis"",1,""male"",1.8,12,6,1978,""E. Asensio"",""Warncke"",42.075632,-4.93534"
"4580,2918,""Lasioglossum"",""puncticolle"",1,""male"",1,25,9,1978,""E. Asensio"",""Ebmer"",42.075632,-4.93534"
"4581,4541,""Megabombus"",""laesus"",2,""male"",NA,25,9,1978,""E. Asensio"",""Tkalcu"",42.075632,-4.93534"
"4582,4594,""Megabombus"",""muscorum"",1,""male"",6,25,9,1978,""E. Asensio"",""Tkalcu"",42.075632,-4.93534"
"4583,2197,""Heliophila"",""bimaculata"",1,""female"",2.9,22,6,1976,""E. Asensio"",""Asensio"",41.057281,-5.902381"
"4584,3315,""Reanthidium"",""reticulatum"",1,""male"",NA,22,6,1976,""E. Asensio"",""Asensio"",42.057281,-4.902381"
"4585,859,""Andrena"",""hattorfiana"",1,""female"",NA,3,6,1987,""E. Asensio"",""Warncke"",43.339136,-6.474996"
"4586,NA,""Nomada"",""femoralis"",2,""female"",1.5,3,6,1987,""E. Asensio"",""Schwarz"",43.339136,-6.474996"
"4587,NA,""Nomada"",""distinguenda"",1,""female"",0.5,3,6,1987,""E. Asensio"",""Schwarz"",43.339136,-6.474996"
"4588,3108,""Lasioglossum"",""leucozonium"",1,""female"",2.3,3,6,1987,""E. Asensio"",""Asensio"",43.339136,-6.474996"
"4589,892,""Andrena"",""humilis"",3,""female"",NA,3,6,1987,""E. Asensio"",""Warncke"",43.339136,-6.474996"
"4590,2994,""Lasioglossum"",""villosulum"",7,""female"",NA,7,6,1987,""E. Asensio"",""Asensio"",43.339136,-6.474996"
"4591,2545,""Lasioglossum"",""albipes"",4,""female"",NA,3,6,1987,""E. Asensio"",""Asensio"",43.339136,-6.474996"
"4592,3092,""Lasioglossum"",""lativentre"",1,""female"",2,3,6,1987,""E. Asensio"",""Asensio"",43.339136,-6.474996"
"4593,4172,""Osmia"",""tricornis"",1,""male"",3.2,13,6,1971,""E. Asensio"",""Asensio"",41.782582,-8.27607e-07"
"4597,1177,""Andrena"",""schencki"",1,""female"",NA,23,6,1963,""L. Moreda"",""Warncke"",41.501587,-5.000507"
"4598,5231,""Sphecodes"",""pellucidus"",1,""female"",1.5,23,6,1963,""L. Moreda"",""Schwarz"",41.501587,-5.000507"
"4599,3532,""Megachile"",""lagopoda"",1,""female"",5,29,7,1975,""E. Asensio"",""Tkalcu"",41.501587,-5.000507"
"4600,5256,""Sphecodes"",""ruficrus"",1,""female"",2.1,27,4,1967,""L. Moreda"",""Schwarz"",41.501587,-5.000507"
"4602,4032,""Osmia"",""fulviventris"",1,""female"",NA,NA,NA,1983,""E. Asensio"",""Asensio"",41.524042,-5.393639"
"4603,2801,""Lasioglossum"",""minutissimum"",1,""female"",0.8,2,5,1985,""E. Asensio"",""Ebmer"",41.524042,-5.393639"
"4604,1905,""Anthophora"",""atroalba"",1,""male"",4.3,2,5,1985,""E. Asensio"",""Asensio"",41.524042,-5.393639"
"4605,2234,""Tetralonia"",""dentata"",1,""female"",NA,12,8,1975,""A. Escudero (Univ. Salamanca)"",""Asensio"",41.524042,-5.393639"
"4606,4196,""Osmia"",""tricornis"",1,""female"",NA,27,5,1980,""E. Asensio"",""Tkalcu"",41.524042,-5.393639"
"4607,5105,""Ceratina"",""dentiventris"",6,""female"",NA,8,7,1986,""E. Asensio"",""Asensio"",41.524042,-5.393639"
"4608,1941,""Anthophora"",""crinipes"",1,""female"",4,17,5,1977,""E. Asensio"",""Lieftinck"",41.524042,-5.393639"
"4609,5024,""Ceratina"",""cucurbitina"",1,NA,NA,11,5,1974,""Torchio y Asensio"",NA,41.524042,-5.393639"
"4610,170,""Lithurgus"",""cornutus"",2,""female"",NA,27,7,1983,""E. Asensio"",""Asensio"",41.524042,-5.393639"
"4611,149,""Lithurgus"",""chrysurus"",1,""male"",3,NA,NA,1971,""E. Asensio"",""Van Der Zanden"",41.524042,-5.393639"
"4612,338,""Panurgus"",""cephalotes"",1,""male"",2.5,6,6,1979,""E. Asensio"",""Warncke"",41.524042,-5.393639"
"4613,144,""Lithurgus"",""chrysurus"",1,""male"",3,29,7,1975,""E. Asensio"",""Van Der Zanden"",41.524042,-5.393639"
"4614,2199,""Heliophila"",""bimaculata"",1,""female"",3,3,7,1975,""E. Asensio"",""Lieftinck"",41.524042,-5.393639"
"4615,4946,""Ceratina"",""callosa"",1,""female"",NA,NA,NA,1983,""E. Asensio"",""Asensio"",41.524042,-5.393639"
"4616,3789,""Osmia"",""bidentata"",1,""female"",3.1,29,6,1977,""E. Asensio"",""Hoplitis anceyi G. v. d. Zanden"",41.524042,-5.393639"
"4617,3976,""Osmia"",""dimidiata"",2,""male"",NA,10,6,1985,""E. Asensio"",""Asensio"",41.524042,-5.393639"
"4618,4420,""Prosopis"",""pictipes"",1,""male"",0.8,29,6,1982,""E. Asensio"",""Warncke"",41.524042,-5.393639"
"4619,664,""Andrena"",""dorsata"",1,""male"",NA,12,7,1984,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Warncke"",41.524042,-5.393639"
