",""id"",""genus"",""species"",""num_individuals"",""sex"",""m_IT"",""day"",""month"",""year"",""collector"",""taxonomist"",""Lat2"",""Long2"""
"1806,3836,""Hoplitis"",""benoisti"",1,""female"",2,2,7,1982,""E. Asensio"",""G. v. d. Zanden"",37.234705,-5.975069"
"1807,321,""Panurgus"",""canescens"",1,""male"",0.8,2,7,1982,""E. Asensio"",""Asensio"",37.234705,-5.975069"
"1808,3946,""Hoplitis"",""crenulata"",2,""male"",NA,2,7,1982,""E. Asensio"",""G. v. d. Zanden"",37.234705,-5.975069"
"1809,3901,""Osmia"",""caerulescens"",1,""female"",NA,2,7,1982,""E. Asensio"",""G. v. d. Zanden"",37.234705,-5.975069"
"1810,3945,""Hoplitis"",""crenulata"",2,""female"",2,2,7,1982,""E. Asensio"",""G. v. d. Zanden"",37.234705,-5.975069"
"1811,2451,""Halictus"",""gemmeus"",1,""female"",0.9,2,7,1982,""E. Asensio  "",""Asensio  "",37.234705,-5.975069"
"1812,2612,""Lasioglossum"",""dusmeti"",1,""female"",1.6,2,7,1982,""E. Asensio"",""Ebmer"",39.987294,-5.18112"
"1813,5080,""Ceratina"",""cyanea"",1,""male"",NA,2,7,1982,""E. Asensio"",""Tkalcu"",39.987294,-5.18112"
"1814,5093,""Ceratina"",""dallatorreana"",1,""female"",1.2,2,7,1982,""E. Asensio"",""Tkalcu"",39.987294,-5.18112"
"1815,5042,""Ceratina"",""cucurbitina"",1,""female"",NA,2,7,1982,""E. Asensio"",""Tkalcu"",39.987294,-5.18112"
"1816,2467,""Halictus"",""smaragdulus"",2,""female"",0.7,2,7,1982,""E. Asensio"",""Asensio"",39.987294,-5.18112"
"1817,2761,""Lasioglossum"",""malachurum"",2,""female"",NA,12,5,1984,""E. Asensio"",""Ebmer"",41.809604,-4.693243"
"1818,1444,""Eucera"",""hispana"",1,""male"",NA,12,5,1984,""E. Asensio"",""Tkalcu"",41.809604,-4.693243"
"1819,1481,""Eucera"",""nigrilabris"",1,""female"",NA,12,5,1984,""E. Asensio"",""Tkalcu"",41.809604,-4.693243"
"1820,1452,""Eucera"",""nigrescens"",2,""male"",3,12,5,1984,""E. Asensio"",""Tkalcu"",41.809604,-4.693243"
"1821,2041,""Anthophora"",""leucophaea"",1,""female"",NA,12,5,1984,""E. Asensio"",""Tkalcu"",41.809604,-4.693243"
"1822,2921,""Lasioglossum"",""puncticolle"",1,""female"",1.3,12,5,1984,""E. Asensio"",""Ebmer"",41.809604,-4.693243"
"1823,5273,""Sphecodes"",""rufiventris"",1,""female"",NA,12,5,1984,""E. Asensio"",""Warncke"",41.809604,-4.693243"
"1824,808,""Andrena"",""flavipes"",1,""male"",NA,12,5,1984,""E. Asensio"",""Warncke"",41.809604,-4.693243"
"1825,2983,""Lasioglossum"",""villosulum"",1,""female"",NA,12,5,1984,""E. Asensio"",""Ebmer"",41.809604,-4.693243"
"1834,4432,""Hylaeus"",""pictus"",1,""female"",1.2,24,6,1983,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",38.858321,-4.08162"
"1841,1987,""Anthophora"",""fulvitarsis"",1,""female"",6,31,5,1971,""E. Asensio"",""Asensio"",41.643131,-4.748269"
"1842,1988,""Anthophora"",""fulvitarsis"",1,""male"",NA,31,5,1971,""E. Asensio"",""Asensio"",41.643131,-4.748269"
"1843,188,""Melecta"",""punctata"",1,""male"",3,31,5,1971,""E. Asensio"",""Lieftinck"",41.643131,-4.748269"
"1844,NA,""Osmia"",""signata"",1,""female"",2,11,7,1987,""G.Aguado"",""Tkalcu"",37.273829,-6.988598"
"1845,NA,""Nomada"",""coronata"",3,""female"",0.4,11,7,1987,""C. Heras"",""Schwarz"",37.273829,-6.988598"
"1851,2644,""Lasioglossum"",""ibericum"",1,""male"",NA,27,8,1987,""A. Rueda  (Univ. Salamanca)"",""Ebmer"",42.808593,-4.567812"
"1852,4085,""Anthocopa"",""lunata"",1,""female"",2.6,30,7,1987,""A. Rueda  (Univ. Salamanca)"",""Warncke"",42.808593,-4.567812"
"1853,763,""Andrena"",""flavipes"",1,""female"",NA,4,7,1975,""E. Asensio"",""Warncke"",42.058984,-5.055018"
"1854,1300,""Andrena"",""variabilis"",1,""female"",2.1,4,7,1975,""E. Asensio"",""Warncke"",42.058984,-5.055018"
"1855,1556,""Eucera"",""trivittata"",2,""female"",NA,30,6,1985,""E. Asensio"",""Asensio"",41.640918,-4.099019"
"1856,5010,""Ceratina"",""chalybea"",1,""female"",NA,30,6,1985,""E. Asensio"",""Asensio"",41.640918,-4.099019"
"1857,3526,""Megachile"",""ericetorum"",3,""male"",NA,30,6,1985,""E. Asensio"",""Asensio"",41.640918,-4.099019"
"1858,3555,""Megachile"",""lefebvrei"",1,""male"",4,30,6,1985,""E. Asensio"",""Tkalcu"",41.640918,-4.099019"
"1859,1599,""Nomada"",""basalis"",1,""female"",NA,30,6,1985,""E. Asensio"",""Schwarz"",41.640918,-4.099019"
"1860,3527,""Megachile"",""ericetorum"",1,""male"",NA,30,6,1985,""E. Asensio"",""Tkalcu"",41.640918,-4.099019"
"1861,3832,""Osmia"",""aurulenta"",2,""female"",NA,30,6,1985,""E. Asensio"",""Tkalcu"",41.640918,-4.099019"
"1862,1836,""Anthophora"",""acervorum"",1,""female"",NA,1,5,1982,""E. Asensio"",""Asensio"",41.640918,-4.099019"
"1868,433,""Andrena"",""afrensis"",1,""male"",NA,25,7,1981,""L. Gallardo (Univ. Salamanca)"",""Warncke"",40.325993,-5.767476"
"1869,NA,""Andrena"",""afrensis"",1,""female"",3,25,7,1981,""L. Gallardo (Univ. Salamanca)"",""Warncke"",40.325993,-5.767476"
"1872,4578,""Bombus"",""magnus"",1,""female"",8,11,4,1983,""M. P. Vielba (Univ. Salamanca)"",""Paddy?Ornosa"",40.304554,-6.485518"
"1873,2084,""Anthophora"",""romandii"",1,""male"",3.8,7,3,1988,""J. Ort?z"",""Asensio"",37.320248,-3.33154"
"1874,3126,""Lasioglossum"",""prasinum"",1,""male"",1.1,17,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1875,561,""Andrena"",""bimaculata"",1,""female"",1.9,18,5,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1876,5113,""Ceratina"",""mocsaryi"",1,""male"",2,1,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1877,3633,""Megachile"",""pilidens"",5,""female"",NA,NA,NA,1983,""J. Herrera"",""G. v. d. Zanden"",36.984063,-6.382262"
"1878,4829,""Dasypoda"",""cingulata"",1,""female"",3.9,9,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1879,2468,""Halictus"",""smaragdulus"",1,""female"",1,19,7,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1880,877,""Andrena"",""hispania"",1,""male"",NA,28,3,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1881,5202,""Sphecodes"",""hirtellus"",1,""male"",1,2,5,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1882,3030,""Lasioglossum"",""albocinctum"",1,""male"",2.5,26,7,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1883,3551,""Megachile"",""leachella"",2,""female"",NA,6,7,1983,""J. Herrera"",""G. v. d. Zanden"",36.984063,-6.382262"
"1884,876,""Andrena"",""hispania"",2,""female"",NA,NA,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1885,1006,""Andrena"",""nigroaenea"",1,""male"",NA,NA,3,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1886,2651,""Lasioglossum"",""immunitum"",5,""female"",NA,3,3,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1887,2313,""Halictus"",""fulvipes"",1,""male"",1,26,9,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1888,3418,""Stelis"",""signata"",1,""female"",NA,19,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1889,874,""Andrena"",""hispania"",1,""female"",4.5,18,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1890,3419,""Stelis"",""signata"",4,""male"",NA,2,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1891,2707,""Lasioglossum"",""littorale"",1,""female"",1.1,17,10,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1892,4245,""Colletes"",""caspicus"",1,""male"",2.6,26,9,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1893,3027,""Lasioglossum"",""albocinctum"",1,""female"",3,26,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1894,4828,""Dasypoda"",""cingulata"",2,""female"",NA,1,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1895,875,""Andrena"",""hispania"",1,""male"",4,14,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1896,1438,""Eucera"",""hispaliensis"",1,""female"",3.4,28,3,1983,""J. Herrera"",NA,36.984063,-6.382262"
"1897,4831,""Dasypoda"",""cingulata"",4,""female"",NA,9,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1898,3029,""Lasioglossum"",""albocinctum"",1,""female"",NA,17,10,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1899,538,""Andrena"",""bicolor"",1,""male"",NA,6,2,1984,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1900,1970,""Anthophora"",""dispar"",4,""female"",NA,23,1,1984,""J. Herrera"",""Tkalcu"",36.984063,-6.382262"
"1901,5110,""Ceratina"",""mocsaryi"",1,""female"",1.9,18,7,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1902,511,""Andrena"",""assimilis"",1,""male"",NA,28,6,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1903,3031,""Lasioglossum"",""albocinctum"",1,""female"",NA,6,4,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1904,5112,""Ceratina"",""mocsaryi"",1,""female"",2,26,12,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1905,2913,""Lasioglossum"",""punctatissimum"",9,""female"",NA,NA,NA,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1906,2911,""Lasioglossum"",""punctatissimum"",1,""male"",NA,10,5,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1907,3341,""Anthidiellum"",""strigatum"",1,""male"",2,18,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1908,5109,""Ceratina"",""mocsaryi"",1,""female"",2,17,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1909,3340,""Anthidiellum"",""strigatum"",2,""male"",NA,14,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1910,2158,""Amegilla"",""quadrifasciata"",1,""female"",5,11,7,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1911,NA,""Colletes"",""succinctus"",1,""female"",3,25,10,1983,""J. Herrera"",""L. O. Aguado"",36.984063,-6.382262"
"1912,4244,""Colletes"",""caspicus"",1,""female"",3.2,19,7,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1913,1005,""Andrena"",""nigroaenea"",1,""female"",NA,NA,3,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1914,2707,""Lasioglossum"",""littorale"",5,""female"",NA,17,10,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1915,510,""Andrena"",""assimilis"",6,""female"",NA,14,6,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1916,873,""Andrena"",""hispania"",1,""male"",4,18,4,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1917,269,""Epeolus"",""fallax"",1,""female"",2,25,10,1983,""J. Herrera"",""Tkalcu"",36.984063,-6.382262"
"1918,1723,""Nomada"",""mutabilis"",1,""female"",1.2,15,3,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1919,2711,""Lasioglossum"",""littorale"",3,""male"",0.8,6,4,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1920,2652,""Lasioglossum"",""immunitum"",1,""female"",1.9,19,4,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1921,2157,""Amegilla"",""quadrifasciata"",1,""male"",4,19,11,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1922,3566,""Megachile"",""maritima"",3,""female"",NA,6,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1923,5236,""Sphecodes"",""pellucidus"",1,""female"",1.2,11,4,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1924,4278,""Colletes"",""fodiens"",1,""female"",3,19,7,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1925,4832,""Dasypoda"",""cingulata"",5,""male"",NA,9,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1926,3279,""Reanthidium"",""nigricolle"",1,""male"",NA,31,5,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1927,2127,""Amegilla"",""fasciata"",2,""female"",4,NA,7,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1928,4329,""Colletes"",""succinctus"",5,""male"",NA,17,10,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1929,2708,""Lasioglossum"",""littorale"",4,""male"",0.6,18,4,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1930,1687,""Nomada"",""illustris"",1,""female"",NA,7,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1931,4827,""Dasypoda"",""cingulata"",3,""male"",NA,1,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1932,2712,""Lasioglossum"",""littorale"",1,""male"",NA,10,5,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1933,3059,""Lasioglossum"",""callizonium"",1,""female"",2.1,2,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1934,1821,""Anthophora"",""acervorum"",2,""male"",NA,10,3,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1935,4244,""Colletes"",""caspicus"",4,""female"",NA,19,7,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1936,4328,""Colletes"",""succinctus"",3,""female"",3,7,11,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1937,3128,""Lasioglossum"",""prasinum"",1,""male"",NA,NA,NA,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1938,1218,""Andrena"",""squalida"",4,""female"",NA,NA,3,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1939,4238,""Colletes"",""acutus"",1,""male"",NA,12,4,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1940,2126,""Amegilla"",""fasciata"",1,""male"",3.8,12,9,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1941,2653,""Lasioglossum"",""immunitum"",8,""female"",NA,3,5,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1942,3127,""Lasioglossum"",""prasinum"",5,""female"",2,NA,NA,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1943,2128,""Amegilla"",""fasciata"",1,""female"",3.9,5,9,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1944,1439,""Eucera"",""hispaliensis"",1,""male"",3,26,4,1983,""J. Herrera"",NA,36.984063,-6.382262"
"1945,5114,""Ceratina"",""mocsaryi"",1,""male"",1.8,5,9,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1946,2708,""Lasioglossum"",""littorale"",4,""male"",NA,18,4,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1947,2159,""Amegilla"",""quadrifasciata"",1,""female"",5,1,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1948,2652,""Lasioglossum"",""immunitum"",5,""female"",NA,19,4,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1949,1007,""Andrena"",""nigroaenea"",1,""female"",NA,10,5,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1950,3124,""Lasioglossum"",""prasinum"",7,""female"",1.8,NA,NA,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1951,4102,""Anthocopa"",""papaveris"",2,""male"",NA,31,5,1982,""J. Herrera"",""G. v. d. Zanden"",36.984063,-6.382262"
"1952,2650,""Lasioglossum"",""immunitum"",1,""male"",1,6,6,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1953,4237,""Colletes"",""acutus"",1,""female"",3.2,11,4,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1954,4329,""Colletes"",""succinctus"",1,""male"",2.2,17,10,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1955,3125,""Lasioglossum"",""prasinum"",1,""male"",NA,2,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1956,3113,""Lasioglossum"",""pallens"",1,""male"",NA,12,4,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1957,3028,""Lasioglossum"",""albocinctum"",1,""female"",NA,18,7,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1958,2654,""Lasioglossum"",""immunitum"",2,""male"",NA,3,5,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1959,3634,""Megachile"",""pilidens"",2,""male"",NA,NA,NA,1983,""J. Herrera"",""Van Der Zanden, 1 hembra conf.Tkalcu"",36.984063,-6.382262"
"1960,5202,""Sphecodes"",""hirtellus"",3,""male"",NA,2,5,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1961,4236,""Colletes"",""acutus"",2,""female"",NA,3,5,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1962,1008,""Andrena"",""nigroaenea"",1,""male"",NA,10,5,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1963,4245,""Colletes"",""caspicus"",4,""male"",NA,26,9,1983,""J. Herrera"",""Warncke"",36.984063,-6.382262"
"1964,3032,""Lasioglossum"",""albocinctum"",1,""female"",3,10,5,1983,""J. Herrera"",""Ebmer"",36.984063,-6.382262"
"1965,3567,""Megachile"",""maritima"",2,""male"",4.4,12,9,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1966,5111,""Ceratina"",""mocsaryi"",1,""female"",1.9,1,8,1983,""J. Herrera"",""Asensio"",36.984063,-6.382262"
"1967,2452,""Halictus"",""gemmeus"",1,""female"",0.8,5,4,1983,""J. Herrera"",""Asensio  "",36.984063,-6.382262"
"1972,4935,""Ceratina"",""callosa"",1,NA,NA,23,10,1974,""E. Asensio"",NA,41.493738,-5.481435"
"1973,4968,""Ceratina"",""chalcites"",1,""female"",NA,11,11,1974,""E. Asensio"",""Asensio"",41.493738,-5.481435"
"1983,4833,""Dasypoda"",""cingulata"",1,""female"",3.8,9,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1984,2997,""Lasioglossum"",""virens"",1,""female"",1.4,20,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1985,2997,""Lasioglossum"",""virens"",2,""female"",NA,20,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1986,2713,""Lasioglossum"",""littorale"",1,""female"",NA,20,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1987,2998,""Lasioglossum"",""virens"",1,""male"",0.8,20,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1988,4834,""Dasypoda"",""cingulata"",4,""male"",NA,9,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1989,2998,""Lasioglossum"",""virens"",5,""male"",0.8,20,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1990,3464,""Megachile"",""atratula"",1,""female"",3,9,5,1986,""J. Herrera"",""Asensio"",36.852768,-2.355391"
"1992,3086,""Lasioglossum"",""bimaculatum"",1,""female"",2,10,4,1977,""Bohart"",""Ebmer"",40.588959,-4.147813"
"1993,1699,""Nomada"",""lineola"",1,""male"",NA,10,4,1977,""Bohart"",""Schwarz"",40.588959,-4.147813"
"1994,266,""Epeolus"",""cruciger"",1,""female"",1.6,30,8,1978,""S. Fdez. Gayubo (Univ. Salamanca) "",""Tkalcu"",40.393782,-5.539172"
"2055,1916,""Anthophora"",""canescens"",1,""female"",NA,5,4,1983,""M. Yustes "",""Tkalcu"",37.634073,-5.057511"
"2058,1449,""Eucera"",""longicornis"",2,""male"",4,28,6,1980,""E. Asensio"",""Tkalcu"",43.436844,-3.513614"
"2059,2971,""Lasioglossum"",""villosulum"",1,""female"",NA,1,8,1977,""E. Asensio"",""Ebmer"",43.436844,-3.513614"
"2060,4657,""Pyrobombus"",""pratorum"",2,""female"",NA,2,4,1977,""E. Asensio"",""Tkalcu"",43.436844,-3.513614"
"2061,1823,""Anthophora"",""acervorum"",1,""male"",4.5,2,4,1977,""E. Asensio"",""Asensio"",43.436844,-3.513614"
"2062,4113,""Osmia"",""rufa"",2,""female"",NA,2,4,1977,""E. Asensio"",""G. v. d. Zanden"",43.436844,-3.513614"
"2063,NA,""Pyrobombus"",""pratorum"",1,""female"",5.2,2,4,1977,""E. Asensio"",""Tkalcu"",43.436844,-3.513614"
"2064,1824,""Anthophora"",""acervorum"",1,""female"",5,2,4,1977,""E. Asensio"",""Asensio"",43.436844,-3.513614"
"2065,1449,""Eucera"",""longicornis"",1,""male"",4,28,6,1980,""E. Asensio"",""Tkalcu"",43.436844,-3.513614"
"2066,NA,""Osmia"",""versicolor"",2,""male"",1.8,4,8,1988,""E. Asensio"",""Tkalcu"",43.127916,-4.786864"
"2072,NA,""Anthophora"",""balneorum"",1,""female"",5,8,7,1987,""G. Aguado"",""Tkalcu"",41.316162,-6.394112"
"2073,4415,""Hylaeus"",""nigritus"",1,""female"",1,15,7,1984,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",41.316162,-6.394112"
"2074,2246,""Tetralonia"",""iberica"",1,""female"",2,11,7,1981,""L. M. Gonzalez (Univ. Salamanca)"",""Tkalcu"",40.933573,-5.079991"
"2075,3825,""Osmia"",""aurulenta"",1,""male"",NA,15,5,1978,""E. Asensio"",""G. v. d. Zanden"",41.766676,-4.184793"
"2076,1186,""Andrena"",""schencki"",1,""female"",3,NA,6,1974,""E. Asensio"",""Warncke"",42.266748,-4.406407"
"2077,2285,""Halictus"",""cochleareitarsis"",1,""female"",2.2,11,5,1984,""A. Rocha (Univ. Salamanca)"",""Ebmer"",40.988424,-6.868192"
"2078,1630,""Nomada"",""discrepans"",1,""female"",NA,16,4,1976,""J. A. de la Fuente (Univ.Salamanca)"",""Schwarz"",40.988424,-6.868192"
"2079,1790,""Nomada"",""varipes"",1,""female"",NA,15,8,1983,""Nieves Fern?ndez (Univ. Salamanca)"",""Schwarz"",42.681843,-4.816695"
"2080,1340,""Andrena"",""vetula"",1,""male"",NA,15,8,1983,""Nieves Fern?ndez (Univ. Salamanca)"",""Asensio"",42.681843,-4.816695"
"2081,4305,""Colletes"",""ligatus"",1,""female"",2,3,8,1986,""A. Espeso (Univ. Salamanca)"",""Asensio"",41.383273,-4.186053"
"2108,102,""Coelioxys"",""rufescens"",1,""female"",3.5,NA,NA,1974,""E. Asensio"",""Asensio"",41.707733,-4.76477"
"2109,4533,""Pyrobombus"",""inexpectatus"",1,""female"",7,4,5,1976,""?"",""Paddy?Ornosa"",43.144274,-4.811833"
"2110,278,""Epeolus"",""julliani"",1,""female"",1.6,8,8,1985,""S. Fdez. Gayubo (Univ. Salamanca) "",""Schwarz"",38.246875,-6.305454"
"2111,4147,""Osmia"",""submicans"",1,""female"",NA,1,7,1972,""E. Asensio"",""Peters"",43.144274,-4.811833"
"2112,674,""Andrena"",""fabrella"",1,""female"",NA,20,6,1986,""E. Asensio"",""Asensio"",41.440683,-3.965115"
"2113,479,""Andrena"",""albopunctata"",1,""female"",4.8,26,5,1982,""E. Asensio"",""Warncke"",41.440683,-3.965115"
"2114,676,""Andrena"",""fabrella"",1,""female"",1,3,6,1983,""E. Asensio"",""Warncke"",41.440683,-3.965115"
"2115,4334,""Prosopis"",""angustatus"",1,""male"",0.5,26,6,1985,""F. Sanza (Univ. Salamanca)"",""Asensio"",41.592041,-3.640223"
"2116,4333,""Prosopis"",""angustatus"",1,""female"",0.6,26,6,1985,""F. Sanza (Univ. Salamanca)"",""Schwarz"",41.592041,-3.640223"
"2117,4303,""Colletes"",""ligatus"",1,""female"",2,18,8,1985,""C. Heras (Univ. Salamanca)"",""Asensio"",41.221601,-4.174542"
"2118,1784,""Nomada"",""succincta"",1,""male"",NA,6,6,1983,""E. Asensio"",""Asensio"",42.339042,-3.651902"
"2119,670,""Andrena"",""fabrella"",1,""male"",0.8,6,6,1983,""E. Asensio"",""Warncke"",42.339042,-3.651902"
"2120,2604,""Lasioglossum"",""corvinum"",1,""male"",NA,9,8,1985,""A. Rueda  (Univ. Salamanca)"",""Ebmer"",42.082934,-4.783144"
"2121,2922,""Lasioglossum"",""puncticolle"",1,""male"",1.5,9,8,1985,""A. Rueda  (Univ. Salamanca)"",""Asensio"",42.082934,-4.783144"
"2122,2605,""Lasioglossum"",""corvinum"",1,""male"",1.5,12,7,1985,""F. L?pez (Univ. Salamanca)"",""Ebmer"",42.082934,-4.783144"
"2123,2304,""Halictus"",""crenicornis"",1,""female"",1.8,12,7,1985,""A. Rueda (Univ. Salamanca)"",""Ebmer"",42.082934,-4.783144"
"2124,NA,""Prosopis"",""brevicornis"",2,""female"",0.6,2,5,1985,""M. Portillo (Univ. Salamanca)"",""Asensio"",42.082934,-4.783144"
"2125,2429,""Halictus"",""simplex"",1,""female"",1.4,12,7,1985,""A. Rueda (Univ. Salamanca)"",""Ebmer"",42.082934,-4.783144"
"2126,1665,""Nomada"",""fulvicornis"",1,""female"",2.8,24,6,1985,""F. Sanza (Universidad Salamanca)"",""Schwarz"",41.633505,-3.68655"
"2127,268,""Epeolus"",""cruciger"",1,""male"",1.4,25,8,1985,""F. Sanza (Univ. Salamanca)"",""Schwarz"",41.633505,-3.68655"
"2128,2334,""Halictus"",""maculatus"",1,""male"",1,25,7,1985,""F. Sanza (Univ. Salamanca)"",""Ebmer"",41.633505,-3.68655"
"2129,1334,""Andrena"",""verticalis"",1,""female"",1.2,19,7,1985,""F. Sanza (Univ. Salamanca)"",""Warncke"",41.633505,-3.68655"
"2130,75,""Coelioxys"",""brevis"",1,""female"",NA,25,7,1985,""F.Sanza "",""Asensio"",41.633505,-3.68655"
"2131,140,""Aglaoapis"",""tridentata"",1,""female"",2.1,22,6,1985,""F. Sanza (Univ. Salamanca)"",""Asensio"",41.633505,-3.68655"
