Genus,Subgenus,Species,Subspecies,Name,Country,Province,Locality,Municipality,Latitude,Longitude,Year,Month,Day,Date,Collector,Determiner,Sex
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,24,24/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,24,24/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,NA,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,fulvipes,NA,Halictus fulvipes,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,6,14,14/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,D. Baldock,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Lasioglossum,NA,transitorium,NA,Lasioglossum transitorium,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,f
Melecta,NA,italica,NA,Melecta italica,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Osmia,NA,tricornis,NA,Osmia tricornis,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,7,7/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Osmia,NA,versicolor,NA,Osmia versicolor,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,5,24,24/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Xylocopa,NA,violacea,NA,Xylocopa violacea,Spain,"Balears, Illes",Es Cabanells,Petra,39.68937,3.23535,2018,4,18,18/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Andrena,NA,agilissima,NA,Andrena agilissima,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,3,30,30/3/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,agilissima,NA,Andrena agilissima,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,4,23,23/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,fabrella,NA,Andrena fabrella,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,3,30,30/3/18,C. Gómez-Martínez,M. A. González-Estévez,m
Andrena,NA,fabrella,NA,Andrena fabrella,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,4,23,23/4/18,A. Lázaro,M. A. González-Estévez,f
Andrena,NA,fabrella,NA,Andrena fabrella,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,5,11,11/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,5,25,25/5/18,A. Lázaro,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,5,25,25/5/18,A. Lázaro,M. A. González-Estévez,m
Andrena,NA,morio,NA,Andrena morio,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,3,30,30/3/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,nigroolivacea,NA,Andrena nigroolivacea,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,4,23,23/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,nigroolivacea,NA,Andrena nigroolivacea,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,10,23,23/10/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,6,18,18/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,6,18,18/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Sa Coma,Es Capdellà,39.58026,2.46473,2018,6,18,18/6/18,C. Gómez-Martínez,M. A. González-Estévez,m
