nNoCatalogo;bTipo;nNoCatTipos;tCategoTipo;nEjemplares;Superfamilia;Familia;Subfamilia;tGenero;tSubgenero;tEspecie;Infra;tAutor;tNotas;tNotasTaxonomicas;LocalidadOrig;tLocalidad;tMunicipio;Provincia;Comunidad;Pais;tFechaCaptura;nDia;nMes;nAnio;nDia2;nMes2;nAnio2;tColector;tNotasCaptura;tAltitud;tUTM;tSexo;tProcedencia;tAutorDeterminacion;nAnioDeterminacion;tEtiquetaEn;NotasFechas
316992;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Dentigera;pilosulus;;(Pérez, 1903);;Etiquetas: Hylaeus (Dentigera) pilosulus (Pérez) macho J. Ortiz det. 2002//Hylaeus (Dentigera) pilosulus (Pérez, 1903) macho det. P. Álvarez 2021.;Gta. [Godelleta];Godelleta;;Valencia;Comunidad Valenciana;España;21.V.28;21;5;1928;;;;sin datos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316991;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Dentigera;pilosulus;;(Pérez, 1903);;Etiquetas: Macho//Prosopis pilosula Pérez A. Cabrera [identificado por J. Perez, en etiqueta de colecta]//Hylaeus (Dentigera) pilosulus (Pérez, 1903) macho det. P. Álvarez 2021.;Barcelona Gavá;Gavá;;Barcelona;Cataluña;España;VI.94;;6;1894;;;;Antiga;;;;macho;[Colección Cabrera];P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316993;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Dentigera;pilosulus;;(Pérez, 1903);;Etiquetas: Hylaeus (Dentigera) pilosulus (Pérez) macho J. Ortiz det. 2002//Hylaeus (Dentigera) pilosulus (Pérez, 1903) macho det. P. Álvarez 2021.;Godelleta Valencia (Hispania);Godelleta;;Valencia;Comunidad Valenciana;España;12.5.1936;12;5;1936;;;;Fermín Z. Cervera;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316994;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Dentigera;pilosulus;;(Pérez, 1903);;Etiquetas: Hylaeus (Dentigera) pilosulus (Pérez) hembra J. Ortiz det. 2002//Hylaeus (Dentigera) pilosulus (Pérez, 1903) hembra det. P. Álvarez 2021.;Godelleta;Godelleta;;Valencia;Comunidad Valenciana;España;28.4.1941;28;4;1941;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316995;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Dentigera;pilosulus;;(Pérez, 1903);;Etiquetas: Hylaeus (Dentigera) pilosulus (Pérez) macho J. Ortiz det. 2002//Hylaeus (Dentigera) pilosulus (Pérez, 1903) macho det. P. Álvarez 2021.;Arneva;Arneva;Orihuela;Alicante;Comunidad Valenciana;España;4-IV-34;4;4;1934;;;;Andréu;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316999;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Alfken det.//Prosopis lineolatus Scheck.//Prosopis lineolata Schck. Hembra hembra//Hylaeus (Paraprosop.) lineolatus (Schenck, 1861) hembra det. P. Álvarez 2021.;Madrid;Madrid;;Madrid;Madrid;España;sin datos;;;1900;;;1917;G. Mercet;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1900-1917
317000;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Hylaeus (Parapros.) lineolatus (Schnck.) hembra J. Ortiz det. 2002.;Valencia;Valencia;;Valencia;Comunidad Valenciana;España;sin datos;;;1905;;;1913;Moroder;;;;hembra;;J. Ortiz [Francisco Javier Ortiz Sánchez];2002;ejemplar;1905-1913
317002;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Hylaeus (Parapros.) lineolatus (Schnck.) hembra J. Ortiz det. 2002.;Madrid;Madrid;;Madrid;Madrid;España;sin datos;;;1900;;;1917;Mercet;;;;hembra;;J. Ortiz [Francisco Javier Ortiz Sánchez];2002;ejemplar;1900-1917
317003;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Hylaeus (Parapros.) lineolatus (Schnck.) hembra J. Ortiz det. 2002.;Hontoria del Pinar Burgos;Hontoria del Pinar;;Burgos;Castilla y León;España;20-VIII-1984;20;8;1984;;;;C. Rey;;;;hembra;ex. Col. C. Rey;J. Ortiz [Francisco Javier Ortiz Sánchez];2002;ejemplar;
317004;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Hylaeus Fab. J. Ortiz det. 1993//Hylaeus (Parapros.) lineolatus (Schenck 1859) macho H.H. Dathe det. 1994.;El Ventorrillo Madrid;El Ventorrillo;;Madrid;Madrid;España;(7-14)-VII-89;7;7;1989;14;7;1989;Nieves & Rey;;;;hembra;;H.H. Dathe;1994;ejemplar;
317562;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Hylaeus (Paraprosopis) lineolatus (Schenck, 1861) hembra det. P Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;7-7-17;7;7;1927;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317555;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;lineolatus;;(Schenck, 1861);;Etiquetas: Hylaeus (Paraprosopis) lineolatus (Schenck, 1861) hembra det. P Álvarez 2021.;Coca Segovia;Coca;;Segovia;Castilla y León;España;2-VII-83;2;7;1983;;;;L. Hinojosa;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317006;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Spatulariella;punctatus;;(Brullé, 1832);;Etiquetas: Prosopis punctata Br. macho [manuscrita de Dusmet]//Hylaeus (Spatulariella) punctatus (Brullé, 1832) macho det. P. Álvarez 2021.;Bayona;Bayona;;Pontevedra;Galicia;España;VIII-1906;;8;1906;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317007;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Spatulariella;punctatus;;(Brullé, 1832);;Etiquetas: Prosopis punctata Brullé macho//Hylaeus (Spatulariella) punctatus (Brullé, 1832) macho det. P. Álvarez 2021.;Bayona;Bayona;;Pontevedra;Galicia;España;VIII-1906;;8;1906;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317008;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;sinuatus;;(Schenck, 1853);;Etiquetas: Hylaeus Fab. Macho J. Ortiz det. 1993//Hylaeus (Parapros.) sinuatus (Schenck 1853) macho H.H. Dathe det. 1994//Hylaeus (Paraprosop.) sinuatus (Schenck, 1853) macho det. P. Álvarez 2021.;El Ventorrillo Madrid;El Ventorrillo;;Madrid;Madrid;España;28-VII/4-Ag-89;28;7;1989;4;8;1989;Nieves & Rey;Trampa Malaise;1480 m.;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317009;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;sinuatus;;(Schenck, 1853);;"Etiquetas: Macho//Prosopis sinuata, Schenck A. Cabrera [identificado por Vachal; en etiqueta de captura]//Hylaeus (Paraprosop.) sinuatus (Schenck, 1853) macho det. P. Álvarez 2021.";Cataluña Ribas;Ribas de Freser;;Gerona;Cataluña;España;VII.10.1897;10;7;1897;;;;sin datos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317618;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317619;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317620;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317621;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317622;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317623;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317624;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317625;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317626;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317627;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317628;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317629;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317630;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317631;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317632;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317633;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317634;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317635;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317636;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317637;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317638;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317639;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317640;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317641;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317642;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317643;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;25-7-33;25;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317644;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317645;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317646;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317647;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317648;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317649;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317650;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-7-33;6;7;1933;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317651;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;10-7-31;10;7;1931;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317652;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;10-7-31;10;7;1931;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317653;FALSKT;;;1;Apoidea;Colletidae;Colletinae;Colletes;;noskiewiczi;;Cockerell, 1942;;Etiquetas: Colletes noskiewiczi Cockerell, 1942 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;10-7-31;10;7;1931;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
146588;FALSKT;;;1;Apoidea;Apidae;Colletinae;Colletes;;nigricans;;Gistel, 1857;;Etiqueta: Colletes nigricans Gistel (macho) det. Noskiewicz // Colletes nigricans Gistel, 1857 (macho) det. P. Álvarez 2021;Rivas;Rivas-Vaciamadrid;;Madrid;Madrid;España;21-6-16;21;6;1916;;;;Dusmet;;;;Macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
147379;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;bispinosa;;(Brullé, 1832);;Anteriormente como Nomia ruficornis Spinola, 1838. Etiqueta: Nomiapis bispinosa (Brullé, 1832) (macho) det. P. Álvarez 2021;Madrid;Madrid;;Madrid;Madrid;España;sin datos;;;1900;;;1917;G. Mercet;;;;macho;Colección Gª Mercet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1900-1917
147380;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;bispinosa;;(Brullé, 1832);;Anteriormente como Nomia ruficornis Spinola, 1838. Etiqueta: Nomiapis bispinosa (Brullé, 1832) (hembra) det. P. Álvarez 2021;Villaverde;Villaverde;;Madrid;Madrid;España;19-7-11;19;7;1911;;;;Dusmet;;;;Hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295075;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;cyanea;;(Kirby, 1802);;;Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22;8;2018;;;;G. Pueyo y T. Frenso;Platos;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302355;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Montarco;Rivas-Vaciamadrid;;Madrid;Madrid;España;21.8.06;21;8;1906;;;;sin datos;;;;hembra;Colección Cabrera;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302356;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Montarco;Rivas-Vaciamadrid;;Madrid;Madrid;España;31.VIII.06;31;8;1906;;;;sin datos;;;;hembra;Colección Cabrera;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302357;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Montarco;Rivas-Vaciamadrid;;Madrid;Madrid;España;14.IX.06;14;9;1906;;;;sin datos;;;;hembra;Colección Cabrera;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302358;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Montarco;Rivas-Vaciamadrid;;Madrid;Madrid;España;31.VIII.06;31;8;1906;;;;sin datos;;;;hembra;Colección Cabrera;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302359;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Montarco;Rivas-Vaciamadrid;;Madrid;Madrid;España;21.8.06;21;8;1906;;;;sin datos;;;;hembra;Colección Cabrera;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302360;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Villaverde;Rivas-Vaciamadrid;;Madrid;Madrid;España;3.VIII.06;3;8;1906;;;;sin datos;;;;hembra;Colección Cabrera;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302361;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Tembleque, Toledo;Tembleque;;Toledo;Castilla-La Mancha;España;12-V-1984;12;5;1984;;;;C. Rey;;;;hembra;ex. Col. C. Rey;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
302362;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;El Pardo (Madrid) Mingorrubio;El Pardo, Mingorrubio;;Madrid;Madrid;España;11.V.79;11;5;1979;;;;L. Hinojosa;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
313096;FALSKT;;;1;Apoidea;Andrenidae;Andreninae;Andrena;;agilissima;;(Scopoli, 1770);Número 296 de Z:\Ingresos\Donaciones\RuizDeLaCuesta_JoseLuis\MNCN Cortijo La Longuera Tomo III.pdf;Etiqueta: a85-2021 Andrena agilissima (hembra) Ruiz de la Cuesta det.;GR: Órgiva, Cortijo La Longuera, pago Tíjola;Órgiva;;Granada;Andalucía;España;30-III-2021;30;3;2021;;;;J.L. Ruiz de la Cuesta;;;;hembra;;Ruiz de la Cuesta;2021;ejemplar;
