nNoCatalogo;bTipo;nNoCatTipos;tCategoTipo;nEjemplares;Superfamilia;Familia;Subfamilia;tGenero;tSubgenero;tEspecie;Infra;tAutor;tNotas;tNotasTaxonomicas;LocalidadOrig;tLocalidad;tMunicipio;Provincia;Comunidad;Pais;tFechaCaptura;nDia;nMes;nAnio;nDia2;nMes2;nAnio2;tColector;tNotasCaptura;tAltitud;tUTM;tSexo;tProcedencia;tAutorDeterminacion;nAnioDeterminacion;tEtiquetaEn;NotasFechas
315220;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;16-8-11;16;8;1911;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315221;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;16-8-11;16;8;1911;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315222;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;16-8-11;16;8;1911;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
314624;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo (etiquetado Typus por Noskiewicz) de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;11-8-12;11;8;1911;;;;Dusmet;;;;hembra;Coll. Dusmet;Noskiewicz;;ejemplar;
314623;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo (etiquetado Typus por Noskiewicz) de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;11-8-12;11;8;1911;;;;Dusmet;;;;macho;Coll. Dusmet;Noskiewicz;;ejemplar;
315223;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-8-12;6;8;1912;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315224;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-8-12;6;8;1912;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315225;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-8-12;6;8;1912;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315226;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;6-8-12;6;8;1912;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315227;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;18-8-12;18;8;1912;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315228;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;18-8-12;18;8;1912;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315229;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;26-8-14;26;8;1914;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315230;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;26-8-14;26;8;1914;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315231;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;26-8-14;26;8;1914;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315232;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;26-8-14;26;8;1914;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315233;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;26-8-14;26;8;1914;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315234;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;2-9-17;2;9;1917;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315235;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;2-9-17;2;9;1917;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315236;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;23-8-15;23;8;1915;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315237;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Sierra de Guadarrama;Sierra de Guadarrama;;;;España;23-8-15;23;8;1915;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315238;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;9-7-11;9;7;1911;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315239;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;31-7-9;31;7;1909;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315240;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;31-7-9;31;7;1909;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315241;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;4-8-20;4;8;1920;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315242;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;4-8-20;4;8;1920;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315243;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;14-9-14;14;9;1914;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315244;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens K. hembra//Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;18-8-1;18;8;1901;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315245;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens Fourcr. //Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;sin datos;;;1901;;;1924;Mercet;;;;hembra;Col. R. G. Mercet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1901-1924
315246;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens K. macho [manuscrita de Dusmet]//Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;9-8-3;9;8;1903;;;;Dusmet;;;;macho;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315247;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;17-7-17;17;8;1917;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315248;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315249;SANT;9895;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;hembra;Col. R. G. Mercet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315250;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;hembra;Col. R. G. Mercet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315251;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;hembra;Col. R. G. Mercet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315252;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315253;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315254;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Los Molinos;Los Molinos;;Madrid;Madrid;España;sin datos;;;1902;;;1912;G. Mercet;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1902-1912
315255;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens K. macho [manuscrita de Dusmet]//Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Albarracín;Albarracín;;Teruel;Aragón;España;Julio 1904;;7;1904;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315256;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens K. hembra [manuscrita de Dusmet]//Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Albarracín;Albarracín;;Teruel;Aragón;España;Julio 1904;;7;1904;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315257;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes picistigma Ths? hembra//Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Albarracín;Albarracín;;Teruel;Aragón;España;Julio 1904;;7;1904;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315258;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Bayona;Bayona;;Pontevedra;Galicia;España;VIII-1906;;8;1906;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315259;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Bayona;Bayona;;Pontevedra;Galicia;España;VIII-1906;;8;1906;;;;Dusmet;;;;hembra;Coll. Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315260;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. hembra det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 hembra det. P. Álvarez 2021.;Bayona;Bayona;;Pontevedra;Galicia;España;VIII-1906;;8;1906;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315261;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Bayona;Bayona;;Pontevedra;Galicia;España;VIII-1906;;8;1906;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315262;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Avila;Ávila;;Ávila;Castilla y León;España;Agosto 1906;;8;1906;;;;Sanz;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315263;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Avila;Ávila;;Ávila;Castilla y León;España;Agosto 1906;;8;1906;;;;Sanz;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
315264;SANT;9885;Sintipo;1;Apoidea;Colletidae;Colletinae;Colletes;;fodiens;;(Geoffroy, 1785);Sintipo de Colletes fodiens hispanicus Noskiewicz, 1936. MNCN Cat. Tipos Nº 9885;Etiquetas: Colletes fodiens hispanicus Nosk. macho det. Noskiewicz//Colletes fodiens Geoffroy in Fourcroy, 1785 macho det. P. Álvarez 2021.;Avila;Ávila;;Ávila;Castilla y León;España;Agosto 1906;;8;1906;;;;Sanz;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
