"","Genus","Subgenus","Species","Subspecies","Accepted_name","Original_name","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_id","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Uid"
"1613","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Lleida","Lérida","41.573","0.661","uncert. < than 1km",1972,NA,NA,NA,"26/07/1972","Dickson","Pittioni B",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_9545"
"1614","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Burgos","Quintanar de la Sierra","41.957","-3.060","uncert. < than 1km",1972,NA,NA,NA,"01/08/1972","Moreda, L",NA,NA,NA,NA,1,"Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_9608"
"1615","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Madrid","Madrid","40.424","-3.648","uncert. < than 1km",1973,NA,NA,NA,"03/04/1973",NA,NA,NA,1,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_9668"
"1616","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Faro","36.996","-7.932","uncert. < than 1km",1973,12,31,"31/12/1973","31/12/1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood","Warncke (1973b)",NA,"54_Wood_etal_9980"
"1617","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Foz do douro","41.151","-8.675","uncert. < than 1km",1973,12,31,"31/12/1973","31/12/1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood","Warncke (1973b)",NA,"54_Wood_etal_9981"
"1618","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lisbon","38.717","-9.133","uncert. < than 1km",1973,12,31,"31/12/1973","31/12/1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood","Warncke (1973b)",NA,"54_Wood_etal_9982"
"1619","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Âncora","41.810","-8.860","uncert. < than 1km",1973,12,31,"31/12/1973","31/12/1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood","Warncke (1973b)",NA,"54_Wood_etal_9983"
"1620","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain",NA,"Marbella, Ensenada de","36.446","-4.841","uncert. < than 1km",1974,6,18,"18/06/1948","07/05/1974","Verhoeff","Michez D",NA,4,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_10027"
"1621","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Cádiz","Algeciras","36.164","-5.501","uncert. < than 1km",1974,5,17,"17/05/1974","30/05/1974","Guichard","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_10164"
"1622","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Cádiz","Algeciras","36.164","-5.501","uncert. < than 1km",1974,5,17,"17/05/1974","30/05/1974","Guichard","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_10165"
"1623","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Ronda","36.711","-5.183","uncert. < than 1km",1974,6,1,"01/06/1974","05/06/1974","Guichard","Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_10221"
"1624","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Ronda","36.711","-5.183","uncert. < than 1km",1974,6,1,"01/06/1974","05/06/1974","Guichard","Warncke K",NA,7,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_10222"
"1625","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Zamora","7 km SW of Toro","41.472","-5.460","uncert. < than 1km",1974,6,7,"07/06/1974","07/06/1974","P. F.  Torchio, E. Asensio","D. Michez",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"AMNH_BEE 00018789","54_Wood_etal_10257"
"1626","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain",NA,"Calella","41.596","2.700","uncert. < than 1km",1974,NA,NA,NA,"20/06/1974","Boucek","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_10543"
"1627","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain",NA,"La Escala","42.137","3.182","uncert. < than 1km",1974,7,10,"10/07/1974","18/07/1974",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_10637"
"1628","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Asturias","Canero","43.550","-6.462","uncert. < than 1km",1974,NA,NA,NA,"23/07/1974",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGXK","54_Wood_etal_10672"
"1629","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Asturias","Canero","43.550","-6.462","uncert. < than 1km",1974,NA,NA,NA,"23/07/1974",NA,"Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_10673"
"1630","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Madrid","40.424","-3.648","uncert. < than 1km",1975,NA,NA,NA,"05/07/1975",NA,"Schwarz M",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_10951"
"1631","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Valladolid","Valladolid, el Pinar","41.584","-4.739","uncert. < than 1km",1976,NA,NA,NA,"27/05/1976","Asensio, E",NA,NA,NA,NA,1,"Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_11678"
"1632","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Ávila","Poyales del Hoyo","40.135","-5.171","uncert. < than 1km",1976,5,15,"15/05/1976","02/06/1976","Weiring","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_11685"
"1633","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Ávila","Poyales del Hoyo","40.135","-5.171","uncert. < than 1km",1976,5,15,"15/05/1976","02/06/1976","Wiering","Michez D",2,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_11686"
"1634","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Ávila","Poyales del Hoyo","40.135","-5.171","uncert. < than 1km",1976,5,15,"15/05/1976","02/06/1976","Wiering","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_11687"
"1635","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Salamanca","Salamanca","40.935","-5.673","uncert. < than 1km",1976,NA,NA,NA,"09/06/1976","Teunissen","Teunissen",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_11717"
"1636","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Salamanca","Salamanca","40.935","-5.673","uncert. < than 1km",1976,NA,NA,NA,"09/06/1976","Teunissen","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_11718"
"1637","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain",NA,"Tarifa","35.981","-5.606","uncert. < than 1km",1977,NA,NA,NA,"06/06/1977",NA,NA,NA,1,NA,NA,"Ornosa C 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_12359"
"1638","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Alicante/Alacant","Salinas del Pinet","38.150","-0.660","uncert. < than 1km",1978,NA,NA,NA,"05/06/1978","Matile","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"MNHNP","54_Wood_etal_12891"
"1639","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Praia Da Rocha, Portimão","37.118","-8.537","uncert. < than 1km",1978,6,24,"24/06/1978","24/06/1978","Guichard","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_12933"
"1640","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Praia Da Rocha, Portimão","37.118","-8.537","uncert. < than 1km",1978,6,24,"24/06/1978","24/06/1978","Guichard","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_12934"
"1641","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Málaga","Ojén","36.536","-4.843","uncert. < than 1km",1979,NA,NA,NA,"21/04/1979","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13360"
"1642","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain",NA,"La Algaida","36.792","-6.366","uncert. < than 1km",1979,NA,NA,NA,"25/04/1979",NA,"Warncke K",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_13378"
"1643","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Málaga","Benahavís","36.532","-5.066","uncert. < than 1km",1979,NA,NA,NA,"26/04/1979","Teunissen","Teunissen",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13379"
"1644","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Málaga","Benahavís","36.532","-5.066","uncert. < than 1km",1979,NA,NA,NA,"26/04/1979","Teunissen","Teunissen",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13380"
"1645","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Málaga","Benahavis","36.532","-5.066","uncert. < than 1km",1979,4,26,"26/04/1979","27/04/1979","Teunissen","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13382"
"1646","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain",NA,"San Pedro de Alcántara","36.444","-4.953","uncert. < than 1km",1979,NA,NA,NA,"19/05/1979","Teunissen","Teunissen",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13399"
"1647","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Segovia","Ríofrío de Riaza","41.236","-3.418","uncert. < than 1km",1979,NA,NA,NA,"22/05/1979","Teunissen","Teunissen",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13410"
"1648","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Segovia","Ríofrío de Riaza","41.236","-3.418","uncert. < than 1km",1979,NA,NA,NA,"22/05/1979","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13411"
"1649","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Segovia","Ríofrío de Riaza","41.236","-3.418","uncert. < than 1km",1979,NA,NA,NA,"22/05/1979","Teunissen","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13412"
"1650","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Segovia","Ríofrío de Riaza","41.236","-3.418","uncert. < than 1km",1979,NA,NA,NA,"22/05/1979","Teunissen","Teunissen",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13413"
"1651","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Galapagar","40.601","-4.005","uncert. < than 1km",1979,NA,NA,NA,"23/05/1979","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13415"
"1652","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Galapagar","40.601","-4.005","uncert. < than 1km",1979,NA,NA,NA,"23/05/1979","Teunissen","Teunissen",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13416"
"1653","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Galapagar","40.601","-4.005","uncert. < than 1km",1979,NA,NA,NA,"23/05/1979","Teunissen","Teunissen",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13417"
"1654","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Las Rozas de Madrid","40.512","-3.885","uncert. < than 1km",1979,NA,NA,NA,"23/05/1979","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13418"
"1655","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Las Rozas de Madrid","40.512","-3.885","uncert. < than 1km",1979,NA,NA,NA,"23/05/1979","Teunissen","Teunissen",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13419"
"1656","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Las Rozas de Madrid","40.512","-3.885","uncert. < than 1km",1979,NA,NA,NA,"23/05/1979","Teunissen","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13420"
"1657","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Madrid","Fresnedillas","40.510","-4.121","uncert. < than 1km",1979,NA,NA,NA,"24/05/1979","Verhoeff","Michez D",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13423"
"1658","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Valladolid","Valladolid, el Pinar","41.584","-4.739","uncert. < than 1km",1979,NA,NA,NA,"04/06/1979","Asensio, E",NA,NA,NA,NA,1,"Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_13468"
"1659","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Málaga","Benahavís","36.532","-5.066","uncert. < than 1km",1979,6,26,"26/06/1979","27/06/1979","Teunissen","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13496"
"1660","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"La Algaida","36.792","-6.366","uncert. < than 1km",1980,NA,NA,NA,"15/04/1980",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_13722"
"1661","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Cuenca","Torrecilla","40.333","-2.235","uncert. < than 1km",1980,NA,NA,NA,"15/06/1980","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13771"
"1662","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cuenca","Torrecilla","40.333","-2.235","uncert. < than 1km",1980,NA,NA,NA,"15/06/1980","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13772"
"1663","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cuenca","Torrecilla","40.333","-2.235","uncert. < than 1km",1980,NA,NA,NA,"15/06/1980","Teunissen","Teunissen",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13773"
"1664","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cuenca","Villalba de la Sierra","40.242","-2.118","uncert. < than 1km",1980,NA,NA,NA,"15/06/1980","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13774"
"1665","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cuenca","Villalba de la Sierra","40.242","-2.118","uncert. < than 1km",1980,NA,NA,NA,"15/06/1980","Teunissen","Teunissen",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13775"
"1666","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Cuenca","Torrecilla","40.333","-2.235","uncert. < than 1km",1980,NA,NA,NA,"15/06/1980","Teunissen","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13776"
"1667","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Zamora","Litos","41.919","-6.053","uncert. < than 1km",1981,6,5,"05/06/1981","07/06/1981","Teunissen","Michez D",NA,7,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14168"
"1668","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Segovia","Cantalejo","41.233","-3.895","uncert. < than 1km",1981,NA,NA,NA,"15/06/1981",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_14180"
"1669","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Cáceres","Valle del Jerte","40.212","-5.761","uncert. < than 1km",1981,NA,NA,NA,"21/06/1981","Vecht","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14202"
"1670","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Cáceres","Valle del Jerte","40.212","-5.761","uncert. < than 1km",1981,NA,NA,NA,"22/06/1981","Vecht","Warncke K",2,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14204"
"1671","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Valladolid","Nava de Roa","41.592","-4.020","uncert. < than 1km",1981,NA,NA,NA,"23/06/1981","Teunissen","Michez D",3,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14215"
"1672","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Huesca","Senet","42.565","0.746","uncert. < than 1km",1981,NA,NA,NA,"24/07/1981","Teunissen","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14254"
"1673","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Burgos","Vallejimeno","42.137","-3.182","uncert. < than 1km",1981,NA,NA,NA,"07/08/1981","Hartinez, D",NA,NA,NA,NA,1,"Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_14292"
"1674","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Huelva","Calañas","37.614","-6.904","uncert. < than 1km",1982,NA,NA,NA,"13/04/1982",NA,"Warncke K",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_14324"
"1675","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Huelva","Tamujoso","37.704","-6.901","uncert. < than 1km",1982,NA,NA,NA,"13/04/1982",NA,"Warncke K",4,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_14325"
"1676","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Huelva","Tamujoso","37.704","-6.901","uncert. < than 1km",1982,NA,NA,NA,"13/04/1982",NA,"Warncke K",NA,10,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_14326"
"1677","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Torremolinos","36.631","-4.510","uncert. < than 1km",1982,NA,NA,NA,"20/05/1982","Weiring","Weiring",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_14411"
"1678","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Málaga","Torremolinos","36.631","-4.510","uncert. < than 1km",1982,NA,NA,NA,"23/05/1982",NA,"Weiring",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_14414"
"1679","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Segovia",NA,"40.961","-4.129","uncert. < than 1km",1982,NA,NA,NA,"26/05/1982",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_14457"
"1680","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Granada","Cubillas, Pantano de","37.270","-3.620","uncert. < than 1km",1982,5,27,"27/05/1982","09/06/1982","Leys","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_14524"
"1681","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Lleida","Sorpe","42.662","1.109","uncert. < than 1km",1982,NA,NA,NA,"19/06/1982",NA,"Vanderza G",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14575"
"1682","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Caparica, Near Lisboa","38.613","-9.210","uncert. < than 1km",1982,7,11,"11/07/1982","11/07/1982","Guichard","Michez D",2,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_14707"
"1683","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Caparica, Near Lisboa","38.613","-9.210","uncert. < than 1km",1982,7,11,"11/07/1982","11/07/1982","Guichard","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_14708"
"1684","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Soria",NA,"41.776","-2.458","uncert. < than 1km",1982,NA,NA,NA,"25/07/1982",NA,"Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_14948"
"1685","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Doñana, Marisma de","36.974","-6.472","uncert. < than 1km",1983,NA,NA,NA,"12/04/1983",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_15147"
"1686","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Fuengirola","36.539","-4.620","uncert. < than 1km",1983,NA,NA,NA,"21/04/1983",NA,"Michez D",NA,7,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15254"
"1687","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Málaga","Fuengirola","36.539","-4.620","uncert. < than 1km",1983,4,21,"21/04/1983","22/04/1983",NA,"Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15262"
"1688","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Granada","Baza","37.452","-2.717","uncert. < than 1km",1983,NA,NA,NA,"26/05/1983","Verhoeff","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15333"
"1689","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Cádiz","Arcos de la Frontera","36.789","-5.746","uncert. < than 1km",1983,NA,NA,NA,"01/06/1983","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15345"
"1690","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Ávila","Hoyos del Collado","40.405","-5.180","uncert. < than 1km",1983,NA,NA,NA,"06/06/1983","Teunissen","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15355"
"1691","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Ávila","Hoyos del Collado","40.405","-5.180","uncert. < than 1km",1983,NA,NA,NA,"06/06/1983","Teunissen","Teunissen",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15356"
"1692","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Navalcarnero","40.331","-4.001","uncert. < than 1km",1983,NA,NA,NA,"07/06/1983","Tenissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15359"
"1693","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Navalcarnero","40.331","-4.001","uncert. < than 1km",1983,NA,NA,NA,"07/06/1983",NA,"Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_15360"
