"","db","query","genus","order","family"
"490","itis","Osmia cerinthidis","Osmia","Hymenoptera","Megachilidae"
"491","itis","Osmia cinnabarina","Osmia","Hymenoptera","Megachilidae"
"492","itis","Osmia claviventris",NA,NA,NA
"493","itis","Osmia cyanthoxantha",NA,NA,NA
"494","itis","Osmia dimidata",NA,NA,NA
"495","itis","Osmia fulviventris",NA,NA,NA
"496","itis","Osmia latreille","Osmia","Hymenoptera","Megachilidae"
"497","itis","Osmia latrillei",NA,NA,NA
"498","itis","Osmia madeirensis","Osmia","Hymenoptera","Megachilidae"
"499","itis","Osmia neoregaena",NA,NA,NA
"500","itis","Osmia papaveris",NA,NA,NA
"501","itis","Osmia perambigua",NA,NA,NA
"502","itis","Osmia ravouxi",NA,NA,NA
"503","itis","Osmia robusta",NA,NA,NA
"504","itis","Osmia rufa",NA,NA,NA
"505","itis","Osmia subimcans",NA,NA,NA
"506","itis","Osmia uncinata","Osmia","Hymenoptera","Megachilidae"
"507","itis","Osmia xanthomelaena",NA,NA,NA
"508","itis","Osmiini emarginata",NA,NA,NA
"509","itis","Oxybelus mucronatus","Oxybelus","Hymenoptera","Crabronidae"
"510","itis","Oxybelus quattuordecimnotatus",NA,NA,NA
"511","itis","Oxythyrea funesta",NA,NA,NA
"512","itis","Palpita unionalis",NA,NA,NA
"513","itis","Panurginus brullei","Panurginus","Hymenoptera","Andrenidae"
"514","itis","Panurginus canescens",NA,NA,NA
"515","itis","Panurgus annulatus",NA,NA,NA
"516","itis","Panurgus brullei",NA,NA,NA
"517","itis","Panurgus canarius","Panurgus","Hymenoptera","Andrenidae"
"518","itis","Panurgus dentatus","Panurgus","Hymenoptera","Andrenidae"
"519","itis","Panurgus friesei",NA,NA,NA
"520","itis","Panurgus halictoides",NA,NA,NA
"521","itis","Panurgus hispanicus",NA,NA,NA
"522","itis","Panurgus intermedius","Panurgus","Hymenoptera","Andrenidae"
"523","itis","Panurgus maroccanus","Panurgus","Hymenoptera","Andrenidae"
"524","itis","Panurgus merceti",NA,NA,NA
"525","itis","Panurgus phyllopodus",NA,NA,NA
"526","itis","Panurgus warncke",NA,NA,NA
"527","itis","Paragus tibialis",NA,NA,NA
"528","itis","Paranthidiellum lituratum",NA,NA,NA
"529","itis","Pechipogo plumigeralis",NA,NA,NA
"530","itis","Pempeliella plumbella",NA,NA,NA
"531","itis","Peponapis pruinosa","Peponapis","Hymenoptera","Apidae"
"532","itis","Philanthus triangulum","Philanthus","Hymenoptera","Crabronidae"
"533","itis","Philanthus venustus","Philanthus","Hymenoptera","Crabronidae"
"534","itis","Pieris brassicae","Pieris","Lepidoptera","Pieridae"
"535","itis","Pieris rapae","Pieris","Lepidoptera","Pieridae"
"536","itis","Platynochaetus setosus",NA,NA,NA
"537","itis","Plebejus argus",NA,NA,NA
"538","itis","Podalonia tydei","Podalonia","Hymenoptera","Sphecidae"
"539","itis","Polistes dominula",NA,NA,NA
"540","itis","Polistes gallicus",NA,NA,NA
"541","itis","Polyommatus icarus",NA,NA,NA
"542","itis","Pontia daplidice",NA,NA,NA
"543","itis","Pryonix kirbii",NA,NA,NA
"544","itis","Pseudapis monstrosa","Pseudapis","Hymenoptera","Halictidae"
"545","itis","Pseudapis unidentata",NA,NA,NA
"546","itis","Pseudoanthidium liturathum",NA,NA,NA
"547","itis","Pseudoanthidium lituratum",NA,NA,NA
"548","itis","Pseudoanthidium melanorum",NA,NA,NA
"549","itis","Pseudoanthidium stigmaticorne","Pseudoanthidium","Hymenoptera","Megachilidae"
"550","itis","Psorosa brephiella",NA,NA,NA
"551","itis","Psorosa genistella",NA,NA,NA
"552","itis","Psylotrix viridicoerulea",NA,NA,NA
"553","itis","Pyronia cecilia",NA,NA,NA
"554","itis","Pyronia tithonus",NA,NA,NA
"555","itis","Reanthidium nigricolle",NA,NA,NA
"556","itis","Rhagonycha fulva","Rhagonycha","Coleoptera","Cantharidae"
"557","itis","Rhodanthidium septemdentatun",NA,NA,NA
"558","itis","Rhodanthidium septempunctatum",NA,NA,NA
"559","itis","Rhodanthidium septendentatum",NA,NA,NA
"560","itis","Rhodometra sacraria",NA,NA,NA
"561","itis","Scabiosa maritima",NA,NA,NA
"562","itis","Scolia hirta",NA,NA,NA
"563","itis","Selidopogon diadema",NA,NA,NA
"564","itis","Sphaerophoeria scripta",NA,NA,NA
"565","itis","Sphaerophoria rueppelli",NA,NA,NA
"566","itis","Sphaerophoria scripta","Sphaerophoria","Diptera","Syrphidae"
"567","itis","Sphecodes divisus",NA,NA,NA
"568","itis","Sphecodes marginaturs",NA,NA,NA
"569","itis","Sphecodes punticeps",NA,NA,NA
"570","itis","Sphecodes rufierus",NA,NA,NA
"571","itis","Sphecodes subovalis",NA,NA,NA
"572","itis","Sphex maxilosus",NA,NA,NA
"573","itis","Spodoptera exigua","Spodoptera","Lepidoptera","Noctuidae"
"574","itis","Stelis murina","Stelis","Hymenoptera","Megachilidae"
"575","itis","Stelis phaeophtera",NA,NA,NA
"576","itis","Stelis phoenoptera",NA,NA,NA
"577","itis","Stelis puntulatissima",NA,NA,NA
"578","itis","Stenopterus rufus",NA,NA,NA
"579","itis","Syntarucus pirithous",NA,NA,NA
"580","itis","Syritta pipiens","Syritta","Diptera","Syrphidae"
"581","itis","Tapinoma erraticum","Tapinoma","Hymenoptera","Formicidae"
"582","itis","Tetraloniella alticincta","Tetraloniella","Hymenoptera","Apidae"
"583","itis","Tetraloniella cinctella","Tetraloniella","Hymenoptera","Apidae"
"584","itis","Tetraloniella dentata","Tetraloniella","Hymenoptera","Apidae"
"585","itis","Tetraloniella fulvescens","Tetraloniella","Hymenoptera","Apidae"
"586","itis","Tetraloniella graja","Tetraloniella","Hymenoptera","Apidae"
"587","itis","Tetraloniella iberica","Tetraloniella","Hymenoptera","Apidae"
"588","itis","Tetraloniella nana","Tetraloniella","Hymenoptera","Apidae"
"589","itis","Tetraloniella ruficornis","Tetraloniella","Hymenoptera","Apidae"
"590","itis","Tetraloniella salicariae","Tetraloniella","Hymenoptera","Apidae"
"591","itis","Tetraloniella strigata","Tetraloniella","Hymenoptera","Apidae"
"592","itis","Thyreus hellenicus","Thyreus","Hymenoptera","Apidae"
"593","itis","Thyreus ramosellus","Thyreus","Hymenoptera","Apidae"
"594","itis","Tiphia morio",NA,NA,NA
"595","itis","Trachusa atlantica",NA,NA,NA
"596","itis","Trachusa atlanticum",NA,NA,NA
"597","itis","Trachusa integra","Trachusa","Hymenoptera","Megachilidae"
"598","itis","Trachusa laeviventre",NA,NA,NA
"599","itis","Trianthidium caturigense",NA,NA,NA
"600","itis","Trichodes leucopsideus",NA,NA,NA
"601","itis","Tropinota squalida",NA,NA,NA
"602","itis","Udaea martialis",NA,NA,NA
"603","itis","Vanessa cardui","Vanessa","Lepidoptera","Nymphalidae"
"604","itis","Vestitohalictus pollinosus",NA,NA,NA
"605","itis","Vestitohalictus vestitus",NA,NA,NA
"606","itis","Volucella elegans",NA,NA,NA
"607","itis","Xylocopa fenestrata","Xylocopa","Hymenoptera","Apidae"
"608","itis","Xylocopa fimbriata","Xylocopa","Hymenoptera","Apidae"
"609","itis","Xylocopa latipes","Xylocopa","Hymenoptera","Apidae"
"610","itis","Xylocopa pubescens","Xylocopa","Hymenoptera","Apidae"
"611","itis","Xylocopa uclesiensis","Xylocopa","Hymenoptera","Apidae"
"612","itis","Xylocopa violaceae",NA,NA,NA
"613","itis","Xylocopa virginica","Xylocopa","Hymenoptera","Apidae"
