"","flag","Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","Original_name","rm","Genus_species","accepted_name"
"5315","Osmia rufa","Osmia",NA,"rufa",NA,"Portugal","Coimbra","Jardim Botânico da Universidade de Coimbra","40.205835","-8.421204","<1km","2017","4","19",NA,NA,"C. O’Connor","F. López-Núñez",NA,NA,NA,"1","10.1007/s00442-018-4281-5","Rhaphiolepis indica","JBUC","F. López-Núñez, C. O’Connor, R. Heleno",NA,NA,"50_Heleno_etal_477","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5316","Osmia rufa","Osmia",NA,"rufa",NA,"Spain","Cáceres","El Torno","40.136996229853","-5.93032592253274","GPS","2014","10","9","15/04/2014","09/10/2014","E.Tobajas y N. Rosas-Ramos","E. Tobajas","0","22","0","0",NA,NA,"JERTE2014_6AS","E. Tobajas, N. Rosas-Ramos, JD. Asís, L. Baños-Picón","TRAP-NEST",NA,"5_Banos-Picon_215","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5317","Osmia rufa","Osmia",NA,"rufa",NA,"Portugal",NA,"Portugal Av","40.292581","-7.904716",NA,"2012","4","9",NA,NA,NA,NA,"0","1","0","0",NA,NA,NA,NA,NA,NA,"i1_Gbif_21852","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5318","Osmia rufa","Osmia",NA,"rufa",NA,"Spain","Almería",NA,"36.987056","-2.847938",NA,"2021","4","18",NA,NA,"Online_Faluke","Online_Joan Díaz Calafat","0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_18626","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5319","Osmia rufa","Osmia",NA,"rufa",NA,"Spain","Jaén","Granada, 50 km","37.6278","-3.6073",NA,"1974","5","29",NA,NA,"Online_P. Torchio, E. Asensio",NA,"0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_21016","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5320","Osmia rufa","Osmia",NA,"rufa",NA,"Spain","Huelva","Lucena","37.292","-6.7533","<1km","2012","3","28",NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,"1","10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1924","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5321","Osmia rufa","Osmia",NA,"rufa",NA,"Spain","La Rioja","Cenicero","42.4918171670195","-2.61573142873369","<1 km","2008","9","15","15/04/2008","15/09/2008","L.Baños-Picón","F. Torres","1","1","0","0","https://doi.org/10.1016/j.baae.2012.12.008",NA,"RIOJA2008_Vallehuso","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA,"5_Banos-Picon_81","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5322","Osmia rufa","Osmia",NA,"rufa",NA,"Spain","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m","2005","4","30",NA,NA,"S. Castro","S. Castro",NA,NA,NA,"1","https://doi.org/10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA,"18_Castro_etal_459","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5323","Osmia rufa","Osmia",NA,"rufa",NA,"Portugal","Coimbra","Jardim Botânico da Universidade de Coimbra","40.205835","-8.421204","<1km","2017","4","11",NA,NA,"C. O’Connor","F. López-Núñez",NA,NA,NA,"1","10.1007/s00442-018-4281-5","Rhaphiolepis indica","JBUC","F. López-Núñez, C. O’Connor, R. Heleno",NA,NA,"50_Heleno_etal_382","Osmia rufa",NA,"Osmia rufa","Osmia bicornis"
"5324","Osmia subimcans","Osmia",NA,"subimcans",NA,"Spain","Jaén","Olive orchard","37.892047","-3.266048","GPS; ~400m","2017",NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez","15","16",NA,NA,NA,NA,"CG_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_30","Osmia subimcans",NA,"Osmia subimcans","Osmia submicans"
"5325","Osmia uncinata","Osmia",NA,"uncinata",NA,"Spain","Balears, Illes","Sa Siuran","39.950588","4.044897",NA,"2008",NA,NA,NA,NA,NA,NA,"0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_19988","Osmia uncinata",NA,"Osmia uncinata","Osmia uncincata"
"5326","Osmia uncinata","Osmia",NA,"uncinata",NA,"Spain","Balears, Illes","Sa Siuran","39.950588","4.044897",NA,"2008",NA,NA,NA,NA,NA,NA,"0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_19984","Osmia uncinata",NA,"Osmia uncinata","Osmia uncincata"
"5327","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011481","Félix Torres","Nidos 87(39)","","80_Torres7242","Osmia vidua","Remove","Osmia vidua","Remove"
"5328","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011464","Félix Torres","ATB/17(1)-16#87","","80_Torres7225","Osmia vidua","Remove","Osmia vidua","Remove"
"5329","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011489","Félix Torres","Nidos 87(6)","","80_Torres7250","Osmia vidua","Remove","Osmia vidua","Remove"
"5330","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011526","Félix Torres","Nidos 87(49)","","80_Torres7287","Osmia vidua","Remove","Osmia vidua","Remove"
"5331","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011480","Félix Torres","Nidos 87(39)","","80_Torres7241","Osmia vidua","Remove","Osmia vidua","Remove"
"5332","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011453","Félix Torres","ATB/25(1)-19#87","","80_Torres7214","Osmia vidua","Remove","Osmia vidua","Remove"
"5333","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011465","Félix Torres","Nidos 87(24)","","80_Torres7226","Osmia vidua","Remove","Osmia vidua","Remove"
"5334","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011482","Félix Torres","Nidos 87(39)","","80_Torres7243","Osmia vidua","Remove","Osmia vidua","Remove"
"5335","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011460","Félix Torres","ATB/13(1)-7#87","","80_Torres7221","Osmia vidua","Remove","Osmia vidua","Remove"
"5336","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011485","Félix Torres","Nidos 87(34)","","80_Torres7246","Osmia vidua","Remove","Osmia vidua","Remove"
"5337","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011477","Félix Torres","Nidos 87(44)","","80_Torres7238","Osmia vidua","Remove","Osmia vidua","Remove"
"5338","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011484","Félix Torres","Nidos 87(33)","","80_Torres7245","Osmia vidua","Remove","Osmia vidua","Remove"
"5339","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011488","Félix Torres","Nidos 87(6)","","80_Torres7249","Osmia vidua","Remove","Osmia vidua","Remove"
"5340","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011467","Félix Torres","Nidos 87(53)","","80_Torres7228","Osmia vidua","Remove","Osmia vidua","Remove"
"5341","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011527","Félix Torres","Nidos 87(49)","","80_Torres7288","Osmia vidua","Remove","Osmia vidua","Remove"
"5342","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011528","Félix Torres","Nidos 87(51)","","80_Torres7289","Osmia vidua","Remove","Osmia vidua","Remove"
"5343","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011462","Félix Torres","ATB/14(1)-17#87","","80_Torres7223","Osmia vidua","Remove","Osmia vidua","Remove"
"5344","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011475","Félix Torres","Nidos 87(46)","","80_Torres7236","Osmia vidua","Remove","Osmia vidua","Remove"
"5345","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011468","Félix Torres","Nidos 87(32)","","80_Torres7229","Osmia vidua","Remove","Osmia vidua","Remove"
"5346","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011469","Félix Torres","Nidos 87(51)","","80_Torres7230","Osmia vidua","Remove","Osmia vidua","Remove"
"5347","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011500","Félix Torres","Nidos 87(18)","","80_Torres7261","Osmia vidua","Remove","Osmia vidua","Remove"
"5348","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011516","Félix Torres","Nidos 87(12)","","80_Torres7277","Osmia vidua","Remove","Osmia vidua","Remove"
"5349","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011463","Félix Torres","ATB/17(1)-16#87","","80_Torres7224","Osmia vidua","Remove","Osmia vidua","Remove"
"5350","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011461","Félix Torres","ATB/25(1)-17#87","","80_Torres7222","Osmia vidua","Remove","Osmia vidua","Remove"
"5351","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011517","Félix Torres","Nidos 87(19)","","80_Torres7278","Osmia vidua","Remove","Osmia vidua","Remove"
"5352","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011483","Félix Torres","Nidos 87(35)","","80_Torres7244","Osmia vidua","Remove","Osmia vidua","Remove"
"5353","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011478","Félix Torres","Nidos 87(41)","","80_Torres7239","Osmia vidua","Remove","Osmia vidua","Remove"
"5354","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011514","Félix Torres","Nidos 87(7)","","80_Torres7275","Osmia vidua","Remove","Osmia vidua","Remove"
"5355","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011520","Félix Torres","Nidos 87(45)","","80_Torres7281","Osmia vidua","Remove","Osmia vidua","Remove"
"5356","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011474","Félix Torres","Nidos 87(47)","","80_Torres7235","Osmia vidua","Remove","Osmia vidua","Remove"
"5357","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011445","Félix Torres","ATB/13(1)-19#87","","80_Torres7206","Osmia vidua","Remove","Osmia vidua","Remove"
"5358","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011458","Félix Torres","ATB/13(1)-1#87","","80_Torres7219","Osmia vidua","Remove","Osmia vidua","Remove"
"5359","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011525","Félix Torres","Nidos 87(49)","","80_Torres7286","Osmia vidua","Remove","Osmia vidua","Remove"
"5360","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011446","Félix Torres","ATB/12(1)-10#87","","80_Torres7207","Osmia vidua","Remove","Osmia vidua","Remove"
"5361","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011486","Félix Torres","Nidos 87(25)","","80_Torres7247","Osmia vidua","Remove","Osmia vidua","Remove"
"5362","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011524","Félix Torres","Nidos 87(48)","","80_Torres7285","Osmia vidua","Remove","Osmia vidua","Remove"
"5363","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011450","Félix Torres","ATB/18(2)-6#87","","80_Torres7211","Osmia vidua","Remove","Osmia vidua","Remove"
"5364","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011449","Félix Torres","ATB/13(4)-2#87","","80_Torres7210","Osmia vidua","Remove","Osmia vidua","Remove"
"5365","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011490","Félix Torres","Nidos 87(9)","","80_Torres7251","Osmia vidua","Remove","Osmia vidua","Remove"
"5366","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011529","Félix Torres","Nidos 87(53)","","80_Torres7290","Osmia vidua","Remove","Osmia vidua","Remove"
"5367","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011455","Félix Torres","ATB/13(1)-8#87","","80_Torres7216","Osmia vidua","Remove","Osmia vidua","Remove"
"5368","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011493","Félix Torres","Nidos 87(10)","","80_Torres7254","Osmia vidua","Remove","Osmia vidua","Remove"
"5369","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011441","Félix Torres","ATB/14(1)-14#87","","80_Torres7202","Osmia vidua","Remove","Osmia vidua","Remove"
"5370","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011473","Félix Torres","Nidos 87(48)","","80_Torres7234","Osmia vidua","Remove","Osmia vidua","Remove"
"5371","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011459","Félix Torres","ATB/13(1)-1#87","","80_Torres7220","Osmia vidua","Remove","Osmia vidua","Remove"
"5372","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011476","Félix Torres","Nidos 87(44)","","80_Torres7237","Osmia vidua","Remove","Osmia vidua","Remove"
"5373","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011501","Félix Torres","Nidos 87(18)","","80_Torres7262","Osmia vidua","Remove","Osmia vidua","Remove"
"5374","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011498","Félix Torres","Nidos 87(18)","","80_Torres7259","Osmia vidua","Remove","Osmia vidua","Remove"
"5375","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011466","Félix Torres","Nidos 87(54)","","80_Torres7227","Osmia vidua","Remove","Osmia vidua","Remove"
"5376","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011502","Félix Torres","Nidos 87(19)","","80_Torres7263","Osmia vidua","Remove","Osmia vidua","Remove"
"5377","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011448","Félix Torres","ATB/13(4)-2#87","","80_Torres7209","Osmia vidua","Remove","Osmia vidua","Remove"
"5378","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011503","Félix Torres","Nidos 87(22)","","80_Torres7264","Osmia vidua","Remove","Osmia vidua","Remove"
"5379","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011457","Félix Torres","ATB/13(1)-9#87","","80_Torres7218","Osmia vidua","Remove","Osmia vidua","Remove"
"5380","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011523","Félix Torres","Nidos 87(48)","","80_Torres7284","Osmia vidua","Remove","Osmia vidua","Remove"
"5381","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011492","Félix Torres","Nidos 87(9)","","80_Torres7253","Osmia vidua","Remove","Osmia vidua","Remove"
"5382","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011521","Félix Torres","Nidos 87(39)","","80_Torres7282","Osmia vidua","Remove","Osmia vidua","Remove"
"5383","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011472","Félix Torres","Nidos 87(48)","","80_Torres7233","Osmia vidua","Remove","Osmia vidua","Remove"
"5384","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011508","Félix Torres","ATB/17(1)-16#87","","80_Torres7269","Osmia vidua","Remove","Osmia vidua","Remove"
"5385","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011444","Félix Torres","ATB/13(1)-9#87","","80_Torres7205","Osmia vidua","Remove","Osmia vidua","Remove"
"5386","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011511","Félix Torres","ATB/13(1)-3#87","","80_Torres7272","Osmia vidua","Remove","Osmia vidua","Remove"
"5387","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011512","Félix Torres","ATB/13(1)-13#87","","80_Torres7273","Osmia vidua","Remove","Osmia vidua","Remove"
"5388","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011447","Félix Torres","ATB/25(1)-15#87","","80_Torres7208","Osmia vidua","Remove","Osmia vidua","Remove"
"5389","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011515","Félix Torres","Nidos 87(7)","","80_Torres7276","Osmia vidua","Remove","Osmia vidua","Remove"
"5390","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011504","Félix Torres","Nidos 87(24)","","80_Torres7265","Osmia vidua","Remove","Osmia vidua","Remove"
"5391","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011479","Félix Torres","Nidos 87(41)","","80_Torres7240","Osmia vidua","Remove","Osmia vidua","Remove"
"5392","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011451","Félix Torres","ATB/14(1)-9#87","","80_Torres7212","Osmia vidua","Remove","Osmia vidua","Remove"
"5393","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres",NA,"1",NA,NA,NA,NA,"APO-011494","Félix Torres","Nidos 87(14)","","80_Torres7255","Osmia vidua","Remove","Osmia vidua","Remove"
"5394","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011522","Félix Torres","Nidos 87(43)","","80_Torres7283","Osmia vidua","Remove","Osmia vidua","Remove"
"5395","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Almenara de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011506","Félix Torres","ATB/13(1)-2#87","","80_Torres7267","Osmia vidua","Remove","Osmia vidua","Remove"
"5396","Osmia vidua","Osmia",NA,"vidua",NA,"Spain","Salamanca","Pino de Tormes",NA,NA,NA,"1988",NA,NA,NA,NA,"F. Torres","F. Torres","1",NA,NA,NA,NA,NA,"APO-011518","Félix Torres","Nidos 87(22)","","80_Torres7279","Osmia vidua","Remove","Osmia vidua","Remove"
