"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"11585",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11585"
"11586",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11586"
"11587",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,6,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11587"
"11588",39.810509,-5.938425,"Andrenidae","Andrena flavipes",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Montfraque",NA,"i1_Gbif_11588"
"11589",40.772369,-3.870322,"Andrenidae","Andrena tenuistriata",1999,5,5,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11589"
"11590",40.017538,-5.866928,"Andrenidae","Andrena spreta",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","La Bazagona, Tietar",NA,"i1_Gbif_11590"
"11591",40.575987,-4.007412,"Andrenidae","Andrena fabrella",1999,5,3,"Wiering H.","Wood T.","MALE","Madrid","Galapagar",NA,"i1_Gbif_11591"
"11592",40.017538,-5.866928,"Andrenidae","Andrena bellidis",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","La Bazagona, Tietar",NA,"i1_Gbif_11592"
"11593",39.875346,-4.150317,"Andrenidae","Andrena flavipes",1999,5,22,"Wiering H.","Wood T.","MALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11593"
"11594",41.763279,-2.485394,"Andrenidae","Andrena haemorrhoa",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11594"
"11595",40.15454,-5.071667,"Andrenidae","Andrena nigroaenea",1999,5,8,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11595"
"11596",40.017538,-5.866928,"Andrenidae","Andrena leucolippa",1999,5,15,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","La Bazagona, Tietar",NA,"i1_Gbif_11596"
"11597",40.15454,-5.071667,"Andrenidae","Andrena leucolippa",1999,5,8,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11597"
"11598",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11598"
"11599",40.402125,-4.974161,"Andrenidae","Andrena elata",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Hoyo Casero",NA,"i1_Gbif_11599"
"11600",40.772369,-3.870322,"Andrenidae","Andrena tenuistriata",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11600"
"11601",40.575987,-4.007412,"Andrenidae","Andrena fabrella",1999,5,3,"Wiering H.","Wood T.","MALE","Madrid","Galapagar",NA,"i1_Gbif_11601"
"11602",40.400629,-5.012738,"Andrenidae","Andrena astrella",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Hoyocasero, 2 km W",NA,"i1_Gbif_11602"
"11603",41.763279,-2.485394,"Andrenidae","Andrena dorsata",1999,5,1,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11603"
"11604",39.923927,-5.905696,"Andrenidae","Andrena bellidis",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","La Bazagona",NA,"i1_Gbif_11604"
"11605",41.763279,-2.485394,"Andrenidae","Andrena pilipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11605"
"11606",41.763279,-2.485394,"Andrenidae","Andrena ovatula",1999,5,1,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11606"
"11607",40.786036,0.703808,"Andrenidae","Andrena antigana",1999,5,25,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","Delta Ebro, bassa de les Olles",NA,"i1_Gbif_11607"
"11608",40.104659,-5.727264,"Andrenidae","Andrena leucolippa",1999,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11608"
"11609",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11609"
"11610",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11610"
"11611",40.575987,-4.007412,"Andrenidae","Andrena fabrella",1999,5,3,"Wiering H.","Wood T.","MALE","Madrid","Galapagar",NA,"i1_Gbif_11611"
"11612",40.400629,-5.012738,"Andrenidae","Andrena spreta",1999,5,10,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Hoyocasero, 2 km W",NA,"i1_Gbif_11612"
"11613",40.257361,-5.018455,"Andrenidae","Andrena flavipes",1999,5,7,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11613"
"11614",39.865032,-4.034221,"Andrenidae","Andrena limata",1999,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11614"
"11615",40.257361,-5.018455,"Andrenidae","Andrena leucolippa",1999,5,9,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11615"
"11616",40.772369,-3.870322,"Andrenidae","Andrena humilis",1999,5,5,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11616"
"11617",40.772369,-3.870322,"Andrenidae","Andrena elata",1999,5,4,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11617"
"11618",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11618"
"11619",40.148901,-5.367256,"Andrenidae","Andrena flavipes",1999,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Madrigal de la Vera",NA,"i1_Gbif_11619"
"11620",40.772369,-3.870322,"Andrenidae","Andrena labiata",1999,5,4,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11620"
"11621",40.808981,0.703769,"Andrenidae","Andrena spreta",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11621"
"11622",40.808981,0.703769,"Andrenidae","Andrena antigana",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11622"
"11623",40.772369,-3.870322,"Andrenidae","Andrena dorsata",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11623"
"11624",39.875346,-4.150317,"Andrenidae","Andrena variabilis",1999,5,21,"Wiering H.","Wood T.","MALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11624"
"11625",40.772369,-3.870322,"Andrenidae","Andrena ovatula",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11625"
"11626",40.772369,-3.870322,"Andrenidae","Andrena humilis",1999,5,5,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11626"
"11627",40.772369,-3.870322,"Andrenidae","Andrena elata",1999,5,4,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11627"
"11628",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11628"
"11629",40.148901,-5.367256,"Andrenidae","Andrena flavipes",1999,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Madrigal de la Vera",NA,"i1_Gbif_11629"
"11630",40.115464,-5.849302,"Andrenidae","Andrena labiata",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11630"
"11631",40.808981,0.703769,"Andrenidae","Andrena spreta",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11631"
"11632",40.808981,0.703769,"Andrenidae","Andrena antigana",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11632"
"11633",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11633"
"11634",40.257361,-5.018455,"Andrenidae","Andrena fuscosa",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11634"
"11635",40.257361,-5.018455,"Andrenidae","Andrena ampla",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11635"
"11636",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11636"
"11637",39.923927,-5.905696,"Andrenidae","Andrena dorsata",1999,5,15,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","La Bazagona",NA,"i1_Gbif_11637"
"11638",39.875346,-4.150317,"Andrenidae","Andrena variabilis",1999,5,21,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11638"
"11639",40.257361,-5.018455,"Andrenidae","Andrena rhyssonota",1999,5,9,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11639"
"11640",40.808981,0.703769,"Andrenidae","Andrena flavipes",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11640"
"11641",40.148901,-5.367256,"Andrenidae","Andrena flavipes",1999,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Madrigal de la Vera",NA,"i1_Gbif_11641"
"11642",40.772369,-3.870322,"Andrenidae","Andrena minutula",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11642"
"11643",40.808981,0.703769,"Andrenidae","Andrena spreta",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11643"
"11644",40.15454,-5.071667,"Andrenidae","Andrena orbitalis",1999,5,8,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11644"
"11645",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11645"
"11646",40.115464,-5.849302,"Andrenidae","Andrena angustior",1999,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11646"
"11647",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11647"
"11648",41.763279,-2.485394,"Andrenidae","Andrena dorsata",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11648"
"11649",39.875346,-4.150317,"Andrenidae","Andrena lepida",1999,5,21,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11649"
"11650",39.875346,-4.150317,"Andrenidae","Andrena variabilis",1999,5,21,"Wiering H.","Wood T.","MALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11650"
"11651",40.772369,-3.870322,"Andrenidae","Andrena humilis",1999,5,4,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11651"
"11652",40.725232,-3.865069,"Andrenidae","Andrena granulosa",1999,5,3,"Wiering H.","Wood T.","FEMALE","Madrid","Manzanares el Real",NA,"i1_Gbif_11652"
"11653",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11653"
"11654",40.148901,-5.367256,"Andrenidae","Andrena flavipes",1999,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Madrigal de la Vera",NA,"i1_Gbif_11654"
"11655",40.772369,-3.870322,"Andrenidae","Andrena minutula",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11655"
"11656",40.017538,-5.866928,"Andrenidae","Andrena spreta",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","La Bazagona, Tietar",NA,"i1_Gbif_11656"
"11657",40.808981,0.703769,"Andrenidae","Andrena spreta",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11657"
"11658",40.808981,0.703769,"Andrenidae","Andrena antigana",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11658"
"11659",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11659"
"11660",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11660"
"11661",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1999,5,11,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11661"
"11662",40.115464,-5.849302,"Andrenidae","Andrena angustior",1999,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11662"
"11663",39.875346,-4.150317,"Andrenidae","Andrena variabilis",1999,5,22,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11663"
"11664",40.772369,-3.870322,"Andrenidae","Andrena hispania",1999,5,6,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11664"
"11665",39.865032,-4.034221,"Andrenidae","Andrena hesperia",1999,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11665"
"11666",40.772369,-3.870322,"Andrenidae","Andrena rhyssonota",1999,5,5,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11666"
"11667",40.257361,-5.018455,"Andrenidae","Andrena flavipes",1999,5,10,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11667"
"11668",40.115464,-5.849302,"Andrenidae","Andrena flavipes",1999,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11668"
"11669",39.875346,-4.150317,"Andrenidae","Andrena flavipes",1999,5,21,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11669"
"11670",40.772369,-3.870322,"Andrenidae","Andrena minutula",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11670"
"11671",40.808981,0.703769,"Andrenidae","Andrena spreta",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11671"
"11672",40.104659,-5.727264,"Andrenidae","Andrena leptopyga",1999,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11672"
"11673",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11673"
"11674",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1999,5,11,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11674"
"11675",40.273968,-5.23354,"Andrenidae","Andrena angustior",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Sierra de Gredos, La Plataforma",NA,"i1_Gbif_11675"
"11676",39.865032,-4.034221,"Andrenidae","Andrena agilissima",1999,5,20,"Wiering H.","Wood T.","MALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11676"
"11677",39.865032,-4.034221,"Andrenidae","Andrena albopunctata",1999,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11677"
"11678",40.15454,-5.071667,"Andrenidae","Andrena hesperia",1999,5,8,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11678"
"11679",40.772369,-3.870322,"Andrenidae","Andrena rhyssonota",1999,5,5,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11679"
"11680",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11680"
"11681",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,4,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11681"
"11682",40.725232,-3.865069,"Andrenidae","Andrena flavipes",1999,5,3,"Wiering H.","Wood T.","FEMALE","Madrid","Manzanares el Real",NA,"i1_Gbif_11682"
"11683",40.772369,-3.870322,"Andrenidae","Andrena spreta",1999,5,5,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11683"
"11684",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11684"
"11685",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1999,5,11,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11685"
"11686",40.273968,-5.23354,"Andrenidae","Andrena angustior",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Sierra de Gredos, La Plataforma",NA,"i1_Gbif_11686"
"11687",40.104659,-5.727264,"Andrenidae","Andrena agilissima",1999,5,12,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11687"
"11688",39.875346,-4.150317,"Andrenidae","Andrena albopunctata",1999,5,21,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11688"
"11689",39.865032,-4.034221,"Andrenidae","Andrena hesperia",1999,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11689"
"11690",40.104659,-5.727264,"Andrenidae","Andrena flavipes",1999,5,11,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11690"
"11691",40.017538,-5.866928,"Andrenidae","Andrena flavipes",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","La Bazagona, Tietar",NA,"i1_Gbif_11691"
"11692",40.104659,-5.727264,"Andrenidae","Andrena niveata",1999,5,11,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11692"
"11693",40.017538,-5.866928,"Andrenidae","Andrena tunetana",1999,5,15,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","La Bazagona, Tietar",NA,"i1_Gbif_11693"
"11694",41.763279,-2.485394,"Andrenidae","Andrena ovatula",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11694"
"11695",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11695"
"11696",40.772369,-3.870322,"Andrenidae","Andrena astrella",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11696"
"11697",41.763279,-2.485394,"Andrenidae","Andrena dorsata",1999,5,1,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11697"
"11698",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,6,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11698"
"11699",40.257361,-5.018455,"Andrenidae","Andrena afrensis",1999,5,7,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Mombeltran",NA,"i1_Gbif_11699"
"11700",40.104659,-5.727264,"Andrenidae","Andrena florea",1999,5,12,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11700"
"11701",36.784421,-5.556528,"Andrenidae","Andrena nitidiuscula",1999,5,5,"Gijswijt M.J.","Wood T.","FEMALE","Andalucia, C?diz","Prado del Rey",NA,"i1_Gbif_11701"
"11702",40.575987,-4.007412,"Andrenidae","Andrena rhyssonota",1999,5,3,"Wiering H.","Wood T.","FEMALE","Madrid","Galapagar",NA,"i1_Gbif_11702"
"11703",40.808981,0.703769,"Andrenidae","Andrena flavipes",1999,5,24,"Wiering H.","Wood T.","MALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11703"
"11704",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,5,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11704"
"11705",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,5,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11705"
"11706",40.104659,-5.727264,"Andrenidae","Andrena flavipes",1999,5,11,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11706"
"11707",39.865032,-4.034221,"Andrenidae","Andrena tenuistriata",1999,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11707"
"11708",40.104659,-5.727264,"Andrenidae","Andrena spreta",1999,5,16,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11708"
"11709",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1999,5,11,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11709"
"11710",40.273968,-5.23354,"Andrenidae","Andrena angustior",1999,5,10,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Avila","Sierra de Gredos, La Plataforma",NA,"i1_Gbif_11710"
"11711",40.772369,-3.870322,"Andrenidae","Andrena agilissima",1999,5,4,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11711"
"11712",40.115464,-5.849302,"Andrenidae","Andrena angustior",1999,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11712"
"11713",39.875346,-4.150317,"Andrenidae","Andrena albopunctata",1999,5,22,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11713"
"11714",40.15454,-5.071667,"Andrenidae","Andrena hesperia",1999,5,8,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11714"
"11715",40.772369,-3.870322,"Andrenidae","Andrena rhyssonota",1999,5,5,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11715"
"11716",40.15454,-5.071667,"Andrenidae","Andrena flavipes",1999,5,8,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11716"
"11717",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,6,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11717"
"11718",40.725232,-3.865069,"Andrenidae","Andrena flavipes",1999,5,3,"Wiering H.","Wood T.","FEMALE","Madrid","Manzanares el Real",NA,"i1_Gbif_11718"
"11719",40.772369,-3.870322,"Andrenidae","Andrena spreta",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11719"
"11720",40.772369,-3.870322,"Andrenidae","Andrena granulosa",1999,5,5,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11720"
"11721",40.115464,-5.849302,"Andrenidae","Andrena fabrella",1999,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11721"
"11722",40.772369,-3.870322,"Andrenidae","Andrena tenuistriata",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11722"
"11723",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,6,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11723"
"11724",40.808981,0.703769,"Andrenidae","Andrena asperrima",1999,5,24,"Wiering H.","Wood T.","FEMALE","Catalu?a, Tarragona","L'Ampolla",NA,"i1_Gbif_11724"
"11725",40.15454,-5.071667,"Andrenidae","Andrena similis",1999,5,8,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11725"
"11726",39.875346,-4.150317,"Andrenidae","Andrena florea",1999,5,21,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Dehesa del Aceituno, 12 km W Toledo",NA,"i1_Gbif_11726"
"11727",36.757422,-5.502767,"Andrenidae","Andrena miegiella",1999,5,10,"Gijswijt M.J.","Wood T.","FEMALE","Andalucia, C?diz","El Bosque",NA,"i1_Gbif_11727"
"11728",39.865032,-4.034221,"Andrenidae","Andrena senecionis",1999,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","Toledo",NA,"i1_Gbif_11728"
"11729",40.15454,-5.071667,"Andrenidae","Andrena dorsata",1999,5,8,"Wiering H.","Wood T.","FEMALE","Castilla y Le?n, Avila","Cuevas del Aguila",NA,"i1_Gbif_11729"
"11730",40.772369,-3.870322,"Andrenidae","Andrena flavipes",1999,5,4,"Wiering H.","Wood T.","FEMALE","Madrid","La Pedriza",NA,"i1_Gbif_11730"
"11731",41.763279,-2.485394,"Andrenidae","Andrena flavipes",1999,5,1,"Wiering H.","Wood T.","MALE","Castilla y Le?n, Soria","Soria",NA,"i1_Gbif_11731"
"11732",40.772369,-3.870322,"Andrenidae","Andrena lagopus",1999,5,6,"Wiering H.","Wood T.","MALE","Madrid","La Pedriza",NA,"i1_Gbif_11732"
