"Género","Subgén","Especie","Localidad","Municipio","Provincia","País","Fecha.capt","Altitud","UTM","Colector","Identificador","Año.ident","Machos","Hembras","Proced/caja","Observaciones"
"Stelis",NA,"phaeophtera","Salvatierra",NA,"Salamanca",NA,"1995",NA,NA,"F.Torres","Torres/Ornosa",NA,1,NA,"Salamanca/9",NA
"Anthidium",NA,"florentinum","Almeida",NA,"Zaragoza",NA,"8-VII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,1,"Salamanca/9",NA
NA,NA,NA,"Puebla de Sanabria",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,"Salamanca/9",NA
NA,NA,NA,"La Hiniesta",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,"Salamanca/9",NA
NA,NA,NA,"Casinos del V.",NA,"Zaragoza",NA,"5-IX-191987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,"Salamanca/9",NA
NA,NA,NA,"Otero de Bodas",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,"Salamanca/9",NA
NA,NA,NA,"Almeida",NA,"Zaragoza",NA,"8-VII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"El Piñero",NA,"Zaragoza",NA,"4-VII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Trefacio",NA,"Zaragoza",NA,"26-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Cubo del Vino",NA,"Zaragoza",NA,"11-VII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Faznillos de A.",NA,"Zaragoza",NA,"2-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Otero de Bodas",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Villabuena del Monte",NA,"Zaragoza",NA,"5-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Anta",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidium",NA,"florentinum","Almeida",NA,"Zaragoza",NA,"8-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Peleas de Arriba",NA,"Zaragoza",NA,"11-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
NA,NA,NA,"Otero de Bodas",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Anta",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Uña Deq",NA,"Zaragoza",NA,"5-IX-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Torregamones",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Andavías",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Andavías",NA,"Zaragoza",NA,"11-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Villlabuena del Monte",NA,"Zaragoza",NA,"5-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Cabañas",NA,"Zaragoza",NA,"11-VII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Balcón del Barco",NA,"Zaragoza",NA,"22-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Alcañizes",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Puebla de Sanabria",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Almeida",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Trefacio",NA,"Zaragoza",NA,"26-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Mománey",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Corrales",NA,"Zaragoza",NA,"11-VII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidium",NA,"manicatum","Puebla de V.",NA,"Zaragoza",NA,"5-IX-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,1,NA,NA
NA,NA,NA,"Otero de Bodas",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Calabor",NA,"Zaragoza",NA,"26-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Faznillos de A.",NA,"Zaragoza",NA,"18-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Rosinas de de V.",NA,"Zaragoza",NA,"5-IX-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Fermaselle",NA,"Zaragoza",NA,"8-VII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidium",NA,"manicatum","Calabor",NA,"Zaragoza",NA,"26-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Pedralba",NA,"Zaragoza",NA,"26-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Vega de Fera",NA,"Zaragoza",NA,"26-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Manzanal del B.",NA,"Zaragoza",NA,"5-IX-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Otero de Bodas",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Andavías",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Manzanal del B.",NA,"Zaragoza",NA,"2-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Otero de Bodas",NA,"Zaragoza",NA,"27-VIII-1987",NA,NA,"C. Heras","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Piquera de San Esteban",NA,"Soria",NA,"30-VII-1990",NA,NA,"J. García","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Carretera cortada",NA,"Cáceres",NA,"25-VII-191989",NA,NA,"J. García","Torres/Ornosa",NA,NA,NA,NA,NA
"Stelis",NA,"signata","Villanueva de la Quinta",NA,"Cáceres",NA,"21-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
NA,NA,NA,"Poço do Inferno",NA,"Portugal",NA,"26-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidiellum",NA,"strigatum","Riomalo de Abajo",NA,"Cáceres",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,1,NA,NA,NA
NA,NA,NA,"Unhais da Serra",NA,"Portugal",NA,"25-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Tortosendo",NA,"Portugal",NA,"9-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Gonçalo",NA,"Portugal",NA,"10-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Unhais da Serra",NA,"Portugal",NA,"25-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Pto. El Portillo",NA,"Salamanca",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Riomalo de Abajo",NA,"Cáceres",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Unhais da Serra",NA,"Portugal",NA,"25-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Hernán Pérez",NA,"Cáceres",NA,"20-VI1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Las Batuecas",NA,"Salamanca",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Las Mestas",NA,"Cáceres",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidiellum",NA,"strigatum","Robledo",NA,"Cáceres",NA,"21-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
"Icterantidium",NA,"grohmanni","Riomalo de Abajo",NA,"Cáceres",NA,"13-VIII-1987 ""B""",NA,NA,"F.Torres","Torres/Ornosa",NA,1,NA,NA,NA
NA,NA,NA,"Riomalo de Abajo",NA,"Cáceres",NA,"13-VIII-1987 ""B""",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Sotoserrano",NA,"Salamanca",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Pseudoanthidium",NA,"liturathum","Villanueva de la Quinta",NA,"Cáceres",NA,"21-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
"Anthidium",NA,"variegatum","Gouveia",NA,"Portugal",NA,"8-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
"Anthidium",NA,"punctatum","Torrecilla de los A.",NA,"Cáceres",NA,"21-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,1,NA,NA,NA
"Anthidium",NA,"punctatum","Torre de D. Miguel",NA,"Cáceres",NA,"22-VI-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
"Anthidium",NA,"blongatum","Monsagro",NA,"Salamanca",NA,"14-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,1,NA,NA,NA
NA,NA,NA,"Tortosendo",NA,"Portugal",NA,"9-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Cerecera de la Quinta",NA,"Salamanca",NA,"12-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Tortosendo",NA,"Portugal",NA,"9-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidium",NA,"oblongatum","La Alberca",NA,"Salamanca",NA,"12-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
"Anthidium",NA,"florentinum","Tortosendo",NA,"Portugal",NA,"9-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,1,NA,NA,NA
NA,NA,NA,"Tortosendo",NA,"Portugal",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Riomalo de Abajo",NA,"Cáceres",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Sotoserrano",NA,"Salamanca",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Tortosendo",NA,"Portugal",NA,"9-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Gonçalo",NA,"Portugal",NA,"10-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Las Mestas",NA,"Cáceres",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Anthidium",NA,"florentinum","Sotoserrano",NA,"Salamanca",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,1,NA,NA
NA,NA,NA,"Gonçalo",NA,"Portugal",NA,"10-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
NA,NA,NA,"Sotoserrano",NA,"Salamanca",NA,"13-VIII-1987",NA,NA,"F.Torres","Torres/Ornosa",NA,NA,NA,NA,NA
"Archianthidium",NA,"atlanticum","Villanueva de la Quinta",NA,"Cáceres",NA,"21-VI-1987",NA,NA,"F.Torres",NA,NA,1,NA,NA,NA
NA,NA,NA,"Castilruiz",NA,NA,NA,"27-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"San Esteban G.",NA,NA,NA,"9-VIII-1988",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Metam de A.",NA,NA,NA,"26-VII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Gormaz",NA,NA,NA,"22-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Muriel. V",NA,NA,NA,"20-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Ald. De Calat",NA,NA,NA,"2-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Fuentelárb",NA,NA,NA,"1-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Navapalos",NA,NA,NA,"23-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Zamaón",NA,NA,NA,"17-VII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Navapalos",NA,NA,NA,"23-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Gormaz",NA,NA,NA,"22-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Ventosa de la Sierra",NA,"Soria",NA,"21-VIII-1989",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Deza",NA,"Soria",NA,"31-VII-1990",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Medina Azahara",NA,"Córdoba",NA,"96-II-2009",NA,NA,"Poned y Salon",NA,NA,NA,NA,NA,NA
NA,NA,NA,"Rubí (Can Tinaires)",NA,"Barcelona",NA,"4-VIII-1980",NA,NA,"M.GAJV",NA,NA,NA,NA,NA,NA
"Stelis",NA,"simillima","Piquera de San Esteban",NA,NA,NA,"30-VIII-90",NA,NA,"J. García",NA,NA,NA,NA,NA,NA
"Stelis",NA,"phoenoptera",NA,NA,"Soria",NA,NA,NA,NA,"J. García",NA,NA,1,NA,NA,NA
