"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","COLLECTION","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Sphecodes",NA,"Sphecodes longulus???",NA,"Portugal","Aveiro","Troviscal","40.502184","-8.557398","<1km",2019,4,23,43578,43579,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"262 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes longulus???",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,5,5,43590,43591,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"702 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes longulus???",NA,"Portugal","Coimbra","Arazede"," 40.278669"," -8.699467","<1km",2019,5,29,43614,43615,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"808 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes rubicundus",NA,"Portugal","Leiria","Vale","39.888903"," -8.562402","<1km",2019,3,10,43534,43534,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Ficaria verna","384","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes ruficrus",NA,"Portugal","Aveiro","Troviscal","40.502184","-8.557398","<1km",2019,5,1,43586,43587,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"242 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,NA,NA,"Portugal","Porto","Unhão e Lordelo","41.325019","-8.227021","<1km",2019,3,8,43532,43533,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"772 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"spinulosus or ferruginatus",NA,"Portugal","Leiria","Vérigo","39.942377"," -8.581483","<1km",2017,6,29,42915,42915,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"70","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,NA,NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,5,23,43608,43609,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"619 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Thyreus",NA,"Thyreus affinis",NA,"Portugal","Leiria","Vérigo","39.941733"," -8.581823","<1km",2018,8,17,43329,43329,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Carlina hispanica","318","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Trachusa","Paraanthidium",NA,NA,"Portugal","Leiria","Vérigo"," 39.942539"," -8.581576","<1km",2018,7,15,43296,43296,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"287","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Xylocopa",NA,"Xylocopa cantabrita",NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,5,30,43615,43616,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"535 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Xylocopa",NA,"Xylocopa cantabrita",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,16,43328,43328,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Carlina hispanica","313","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Xylocopa",NA,"Xylocopa cantabrita",NA,"Portugal","Leiria","Vérigo","39.942174"," -8.58167","<1km",2019,4,20,43575,43575,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Euphorbia sp. ","428","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Xylocopa",NA,"Xylocopa iris ssp. uclesiensis",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,17,43329,43329,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Carlina hispanica","317","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Xylocopa",NA,"Xylocopa violacea",NA,"Portugal","Leiria","São Vicente","39.84425"," -8.642018","<1km",2019,3,24,43548,43548,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"400","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Bombus",NA,"Bombus pascuorum",NA,"Portugal","Coimbra","Coimbra","40.187292","-8.415241","<10m",2020,2,19,43880,43880,"S. Castro","S. Castro",1,NA,NA,0,NA,"Glandora prostrata (former Lithodora prostrata)","Field observation","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,15,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,15,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,15,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,15,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,5,NA,"Lonicera, ocasionally in Valeriana, Polygala","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,30,NA,"Cytisophyllum, Thymelea, Sorbus, ocasionally Lonicera, Valeriana, Globularia","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus lapidarius",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,9,NA,"Cytisophyllum, rarelly Lonicera, Thymelea and Polygala","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,25,NA,"Lonicera, ocasionally in Coronilla, rarelly Cytisophyllum, Polygala","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,41,NA,"Lonicera, ocasionally Sorbus, Polygala","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,28,NA,"Sorbus, Polygala, Cytisophyllum, ocassionally Coronilla and Lonicera","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,39,NA,"Cytisophyllum, ocasionally Lonicera","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2006,5,NA,38851,38852,"S. Castro","S. Castro",NA,NA,NA,1,NA,"Cytisophyllum","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-1","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-2","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-3","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-4","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-5","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-6","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-7","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-8","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-9","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-10","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-11","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-12","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-13","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-14","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-15","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,26,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-16","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,26,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-17","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,27,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-18","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,27,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-19","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2006,4,27,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-20","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-21","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-22","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-23","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-24","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-25","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,9,"DOI 10.1007/s11258-013-0247-26","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-27","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,4,31,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-28","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,4,31,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-29","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2006,4,31,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-30","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,12,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-31","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,12,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-32","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,13,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-33","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,13,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-34","Polygala varyredae","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,NA,39214,39215,"S. Castro","S. Castro",NA,NA,NA,1,NA,"Thymelea","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,NA,39214,39215,"S. Castro","S. Castro",NA,NA,NA,24,NA,"Thymelea, Sorbus, ocasionally Lonicera, rarelly Cytisophyllum and Globularia","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,NA,39214,39215,"S. Castro","S. Castro",NA,NA,NA,4,NA,"Sorbus","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus lapidarius",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2007,5,NA,39214,39215,"S. Castro","S. Castro",NA,NA,NA,1,NA,"Cytisophillum","Field observation (Censos)","S. Castro, J. Loureiro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-34","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-35","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-36","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-37","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-38","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-39","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,5,5,NA,NA,"S. Castro","S. Castro",NA,NA,NA,6,"DOI 10.1007/s11258-013-0247-40","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-41","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-42","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-43","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-44","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-45","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Eucera",NA,"Eucera longicornis",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-46","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-47","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,19,"DOI 10.1007/s11258-013-0247-48","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-49","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
