Published by,Author,doi,local_id,family,genus,species,subspecies,sex,individuals,collector,taxonomist,m_plant_genus,m_plant_species,Other plants,day,month,year,Altitude (m),UTM,lat,long,"Precision (GPS, 1km,2km,...)",location,Province,country,Notes,editor
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Sphaerophoria,Sphaerophoria scripta,,,,,"Marcos, M. A.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Sphaerophoria,Sphaerophoria scripta,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Sphaerophoria,Sphaerophoria scripta,,,,,"Marcos, M. A.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Sphaerophoria,Sphaerophoria rueppelli,,,,,"Marcos, M. A.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Syritta,Syritta pipiens,,,,,"Marcos, M. A.",Asparagus,Asparagus aphyllus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Paragus,Paragus tibialis,,,,,"Marcos, M. A.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Volucella,Volucella elegans,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena bicolor,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. nigrosterna. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena bimaculata,,,,,"Asensio, E.",Osyris,Osyris quadripartita,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena assimilis,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. gallica. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena hispania,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena hispania,,,,,"Asensio, E.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena hispania,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena hispania,,,,,"Asensio, E.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena nigroaenea,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena nigroaenea,,,,,"Asensio, E.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena squalida,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena squalida,,,,,"Asensio, E.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Andrena,Andrena,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Panurgus,Panurgus,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Amegilla,Amegilla fasciata,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Amegilla,Amegilla fasciata,,,,,"Asensio, E.",Myrtus,Myrtus communis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Amegilla,Amegilla fasciata,,,,,"Asensio, E.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Amegilla,Amegilla fasciata,,,,,"Asensio, E.",Asparagus,Asparagus aphyllus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Amegilla,Amegilla quadrifasciata,,,,,"Asensio, E.",Lonicera,Lonicera periclymenum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Amegilla,Amegilla quadrifasciata,,,,,"Asensio, E.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthophora,Anthophora acervorum,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthophora,Anthophora dispar,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthophora,Anthophora dispar,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthophora,Anthophora,,,,,"Asensio, E.",Stauracanthus,Stauracanthus genistoides,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Epeolus,Epeolus fallax,,,,,"Asensio, E.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eucera,Eucera hispaliensis,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Myrtus,Myrtus communis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cucurbitina,,,,,"Asensio, E.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cyanea,,,,,"Asensio, E.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cyanea,,,,,"Asensio, E.",Asparagus,Asparagus aphyllus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cyanea,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina cyanea,,,,,"Asensio, E.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina mocsaryi,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina mocsaryi,,,,,"Asensio, E.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Ceratina,Ceratina mocsaryi,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Nomada,Nomada mutabilis,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Tetralonia,Tetralonia berlandi,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Tetralonia,Tetralonia berlandi,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Lonicera,Lonicera periclymenum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa cantabrita,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Xylocopa,Xylocopa violacea,,,,,"Asensio, E.",Lonicera,Lonicera periclymenum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Ulex,Ulex parviflorus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Stauracanthus,Stauracanthus genistoides,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Phillyrea,Phillyrea angustifolia,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Osyris,Osyris quadripartita,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Cytisus,Cytisus grandiflorus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Apis,Apis mellifera,,,,,"Asensio, E.",Ulex,Ulex minor,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombus,Bombus lucorum,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombus,Bombus lucorum,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes acutus,,,,,"Asensio, E.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes acutus,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes acutus,,,,,"Asensio, E.",Osyris,Osyris quadripartita,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes caspicus,,,,,"Asensio, E.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. dusmeti. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes caspicus,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. dusmeti. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes caspicus,,,,,"Asensio, E.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. dusmeti. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes caspicus,,,,,"Asensio, E.",Asparagus,Asparagus aphyllus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. dusmeti. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes fodiens,,,,,"Asensio, E.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,subsp. hispanicus. Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes succintus,,,,,"Asensio, E.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes succintus,,,,,"Asensio, E.",Ulex,Ulex minor,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes succintus,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes,,,,,"Asensio, E.",Smilax,Smilax aspera,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Colletes,Colletes,,,,,"Asensio, E.",Stauracanthus,Stauracanthus genistoides,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum aegyptiellum,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum albocinctum,,,,,"Asensio, E.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum albocinctum,,,,,"Asensio, E.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum albocinctum,,,,,"Asensio, E.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum albocinctum,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum callizonium,,,,,"Asensio, E.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum immunitum,,,,,"Asensio, E.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum immunitum,,,,,"Asensio, E.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lasioglossum,Lasioglossum immunitum,,,,,"Asensio, E.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
