"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","rm","original_species","accepted_name"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1966,NA,NA,"","7/1/1966","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6163","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaLaguna",28.51573,-16.2774,NA,1931,NA,NA,"","11/30/1930","","PAULY A",0,0,0,1,"Bl�thgen 1937","","","Compiled by T. Wood","","; ; ; ","Wood_etal33100","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LosCristianos",28.06012,-16.67895,NA,1964,NA,NA,"","04/00/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33447","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Tafira",28.06963,-15.45797,NA,1903,NA,NA,"","4/13/1903","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1077","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaArenasNegrasladeradePNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","6/30/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21512","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1935,NA,NA,"","5/9/1935","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; IRSNB; ; ","Wood_etal2508","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,1902,NA,NA,"","6/7/1902","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1050","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ElPuertito",28.51473,-16.37957,NA,1971,NA,NA,"","3/22/1971","","PAULY A",0,1,0,1,"Ebmer 1972","","","Compiled by T. Wood","","; ; ; ","Wood_etal8566","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Aguamansa",28.33318,-16.47922,NA,1964,NA,NA,"","6/5/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5543","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Betancura",28.42801,-14.02996,NA,1964,NA,NA,"","05/00/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33452","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ElPuertito",28.51473,-16.37957,NA,1971,NA,NA,"","3/22/1971","","PAULY A",8,0,0,1,"Ebmer 1972","","","Compiled by T. Wood","","; ; ; ","Wood_etal8565","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Buenavista",28.32815,-16.88712,NA,1964,NA,NA,"","12/28/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5823","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019960629GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal42240","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","CruzdeTejeda",27.97898,-15.55927,NA,1966,NA,NA,"","06/00/1966","","PAULY A",0,3,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33488","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Hara",29.14528,-13.50929,NA,1964,NA,NA,"","05/00/1964","","PAULY A",0,4,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33455","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"lativentre/sexnotatum/laterale",NA,"Spain","Huelva","Lucena",37.292,-6.7533,"<1km",2011,4,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach595","Remove","Lasioglossum lativentre/sexnotatum/laterale","Remove"
"Lasioglossum",NA,"lativentre/sexnotatum/laterale",NA,"Spain","Huelva","Lucena",37.292,-6.7533,"<1km",2011,4,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach597","Remove","Lasioglossum lativentre/sexnotatum/laterale","Remove"
"Lasioglossum",NA,"lativentre/sexnotatum/laterale",NA,"Spain","Huelva","Lucena",37.292,-6.7533,"<1km",2011,4,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach589","Remove","Lasioglossum lativentre/sexnotatum/laterale","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Leontodon_longirostris",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach443","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach428","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach433","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Leontodon_longirostris",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach442","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach432","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach430","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach429","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Leontodon_longirostris",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach446","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"leucoleucozonium/immunitum",NA,"Spain","Huelva","Curva",37.2908,-7.2865,"<1km",2011,4,7,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach427","Remove","Lasioglossum leucoleucozonium/immunitum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Redondela",37.2192,-7.262,"<1km",2012,4,9,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach2450","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Redondela",37.2192,-7.262,"<1km",2012,4,9,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach2449","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Rociana",37.3004,-6.5631,"<1km",2011,4,28,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Galactites_tomentosa",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach1103","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach168","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach169","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Viso",37.439,-5.7408,"<1km",2011,3,31,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach1216","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach166","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Rociana",37.3004,-6.5631,"<1km",2011,4,28,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach1098","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach172","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach159","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach164","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Lucena",37.292,-6.7533,"<1km",2012,3,28,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach1907","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach163","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach170","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Rociana",37.3004,-6.5631,"<1km",2011,4,28,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Galactites_tomentosa",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach1102","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Bonares",37.332,-6.668,"<1km",2011,3,25,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach158","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"malachurum/mediterraneum",NA,"Spain","Huelva","Rociana",37.3004,-6.5631,"<1km",2011,4,28,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach1099","Remove","Lasioglossum malachurum/mediterraneum","Remove"
"Lasioglossum",NA,"marginellum",NA,"Spain","","SABINANIGO",42.4647,-0.2633,"<1km",1965,NA,NA,"","7/13/1965","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BESANCON; ; ","Wood_etal5911","Remove","Lasioglossum marginellum","Remove"
"Lasioglossum",NA,"semilucens???",NA,"Portugal","Aveiro","Eixo e Eirol",40.598941,-8.543732,"<1km",2019,4,2,"2019-04-02","2019-04-03","H. Gaspar","H. Gaspar",1,0,0,1,NA,NA,"131 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN \A\ BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar","Castro212","Remove","Lasioglossum semilucens???","Remove"
"Lasioglossum",NA,"subhirtum???",NA,"Portugal","Leiria","Vérigo",39.942505,-8.58152,"<1km",2018,3,25,"2018-03-25","2018-03-25","H.Gaspar","H. Gaspar ",1,0,0,1,NA,"Chamelaucium uncinatum","208","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar","Castro218","Remove","Lasioglossum subhirtum???","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","ElPaso",28.67084,-17.9162,NA,1947,NA,NA,"","5/26/1947","","PAULY A",3,0,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2794","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","//","","PAULY A",0,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal42922","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,1966,NA,NA,"","07/00/1966","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33499","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,2002,NA,NA,"","3/23/2002","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal22506","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1964,NA,NA,"","5/29/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5539","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","Garafa",28.85113,-17.92122,NA,1990,NA,NA,"","4/29/1990","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal19190","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","LaLaguna",28.51573,-16.2774,NA,NA,NA,NA,"","//","","PAULY A",1,0,0,1,"Cockerell 1922","","","Compiled by T. Wood","","; ; ; ","Wood_etal42920","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","cabrerai","Spain","Canary Islands","Betancura",28.42801,-14.02996,NA,1964,NA,NA,"","5/3/1964","","PAULY A",0,6,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5489","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","unicolor","Spain","Canary Islands","Tafira",28.06963,-15.45797,NA,1903,NA,NA,"","4/3/1903","Lesn�","PAULY A",2,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1073","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","Tamaimo",28.2393,-16.78365,NA,1950,NA,NA,"","2/22/1950","","PAULY A",3,0,0,1,"Bl�thgen 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2913","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","Bajamar",28.51473,-16.37957,NA,2004,NA,NA,"","11/27/2004","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal23228","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","LosLlanosdeAridane",28.67084,-17.9162,NA,1947,NA,NA,"","5/23/1947","","PAULY A",0,1,0,1,"Bl�thgen 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2791","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","SanAndrs",27.76714,-17.97124,NA,1964,NA,NA,"","4/9/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5466","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1975,NA,NA,"","3/5/1975","","PAULY A",2,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal10821","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","LaPalmaIslade",28.67084,-17.9162,NA,1950,NA,NA,"","6/20/1950","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal2955","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","LaGalga",28.76525,-17.71408,NA,1990,NA,NA,"","5/4/1990","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal19240","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","LaLaguna",28.51573,-16.2774,NA,1902,NA,NA,"","3/15/1902","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal1044","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","CostadePuntallana",28.14476,-17.08751,NA,1990,NA,NA,"","5/4/1990","","PAULY A",2,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal19239","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","cabrerai","Spain","Canary Islands","LanzaroteIslade",28.96693,-13.7171,NA,NA,NA,NA,"","//","","PAULY A",0,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal42914","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","unicolor","Spain","Canary Islands","SantaBrgida",28.06963,-15.45797,NA,1903,NA,NA,"","3/26/1903","Lesn�","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1068","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","LosSilos",28.32952,-16.78516,NA,1971,NA,NA,"","4/24/1971","","PAULY A",0,1,0,1,"Ebmer 1972","","","Compiled by T. Wood","","; ; ; ","Wood_etal8703","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","Puntagorda",28.76098,-17.91871,NA,1976,NA,NA,"","5/28/1976","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal11685","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","GranReyValle",28.1415,-17.29105,NA,1971,NA,NA,"","4/16/1971","","PAULY A",0,3,0,1,"Ebmer 1972","","","Compiled by T. Wood","","; ; ; ","Wood_etal8701","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1947,NA,NA,"","5/30/1947","","PAULY A",1,0,0,1,"Bl�thgen 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2797","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","ElPaso",28.67084,-17.9162,NA,1947,NA,NA,"","5/26/1947","","PAULY A",17,0,0,1,"Bl�thgen 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2792","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","cabrerai","Spain","Canary Islands","Tahiche",28.96482,-13.51189,NA,1964,NA,NA,"","5/23/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5532","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,1909,NA,NA,"","11/30/1908","","PAULY A",3,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal32908","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","unicolor","Spain","Canary Islands","MontanadeTafira",28.06963,-15.45797,NA,1903,NA,NA,"","2/6/1903","Lesn�","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1063","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","Puntagorda",28.76098,-17.91871,NA,1990,NA,NA,"","5/1/1990","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal19208","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","Puntagorda",28.76098,-17.91871,NA,1990,NA,NA,"","5/1/1990","","PAULY A",0,1,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal19209","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","viride","Spain","Canary Islands","Gimar",28.33425,-16.37723,NA,NA,NA,NA,"","//","","PAULY A",1,0,0,1,"Bl�thgen 1937","","","Compiled by T. Wood","","; ; ; ","Wood_etal42918","Remove","Lasioglossum viride","Remove"
"Lasioglossum",NA,"viride","palmae","Spain","Canary Islands","Puntagorda",28.76098,-17.91871,NA,1976,NA,NA,"","5/28/1976","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal11684","Remove","Lasioglossum viride","Remove"
