"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","rm","original_species","accepted_name"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeAdejeBarrancodelInfierno",28.1288,-16.7199,"<10km",1972,2,23,"2/23/1972","2/23/1972","J. v. d. Vecht","T. Wood",0,1,0,1,"","","ZMA.INS.5088060","Compiled by T. Wood","","; ; ; ","Wood_etal8997","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifePuertodeErjos",28.3181,-16.8045,"<10km",1975,2,28,"2/28/1975","2/28/1975","J. v. d. Vecht","T. Wood",1,0,0,1,"","","ZMA.INS.5088065","Compiled by T. Wood","","; ; ; ","Wood_etal10814","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088271","Compiled by T. Wood","","; ; ; ","Wood_etal15087","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088272","Compiled by T. Wood","","; ; ; ","Wood_etal15088","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088273","Compiled by T. Wood","","; ; ; ","Wood_etal15089","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088274","Compiled by T. Wood","","; ; ; ","Wood_etal15090","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088275","Compiled by T. Wood","","; ; ; ","Wood_etal15091","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088276","Compiled by T. Wood","","; ; ; ","Wood_etal15092","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088277","Compiled by T. Wood","","; ; ; ","Wood_etal15093","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088286","Compiled by T. Wood","","; ; ; ","Wood_etal15094","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeBuenavista",28.3717,-16.8542,"<10km",1983,3,27,"3/27/1983","3/27/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088287","Compiled by T. Wood","","; ; ; ","Wood_etal15095","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","LaGomeraElCedro800m",28.1376,-17.2161,"<10km",1983,4,2,"4/2/1983","4/2/1983","A. Aptroot & R. Hensen","T. Wood",0,1,0,1,"","","ZMA.INS.5088278","Compiled by T. Wood","","; ; ; ","Wood_etal15124","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","LaGomeraElCedro800m",28.1376,-17.2161,"<10km",1983,4,2,"4/2/1983","4/2/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088291","Compiled by T. Wood","","; ; ; ","Wood_etal15125","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","LaGomeraElCedro800m",28.1376,-17.2161,"<10km",1983,4,2,"4/2/1983","4/2/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088292","Compiled by T. Wood","","; ; ; ","Wood_etal15126","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeLaderadeGuimar400m",28.2829,-16.4322,"<10km",1983,4,5,"4/5/1983","4/5/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088288","Compiled by T. Wood","","; ; ; ","Wood_etal15137","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeLaderadeGuimar400m",28.2829,-16.4322,"<10km",1983,4,5,"4/5/1983","4/5/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088289","Compiled by T. Wood","","; ; ; ","Wood_etal15138","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeLaderadeGuimar400m",28.2829,-16.4322,"<10km",1983,4,5,"4/5/1983","4/5/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088290","Compiled by T. Wood","","; ; ; ","Wood_etal15139","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeLaderadeGuimar400m",28.2829,-16.4322,"<10km",1983,4,5,"4/5/1983","4/5/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088363","Compiled by T. Wood","","; ; ; ","Wood_etal15140","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyroca","Spain","Canary Islands","TenerifeElBailadero",28.5498,-16.2054,"<10km",1984,3,25,"3/25/1984","3/25/1984","M.J. Gijswijt","T. Wood",1,0,0,1,"","","ZMA.INS.5088252","Compiled by T. Wood","","; ; ; ","Wood_etal15577","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaSanBartolomeDeTirajana",27.9223,-15.5735,"<10km",1987,3,24,"3/24/1987","3/24/1987","A.C. & W.N. Ellis","T. Wood",1,0,0,1,"","","ZMA.INS.5088185","Compiled by T. Wood","","; ; ; ","Wood_etal17110","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaSanBartolomeDeTirajana",27.9223,-15.5735,"<10km",1987,3,24,"3/24/1987","3/24/1987","A.C. & W.N. Ellis","T. Wood",1,0,0,1,"","","ZMA.INS.5088187","Compiled by T. Wood","","; ; ; ","Wood_etal17112","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaAndenVerde5kmNESanNicolas",28.0346,-15.7582,"<10km",1987,3,27,"3/27/1987","3/27/1987","A.C. & W.N. Ellis","T. Wood",1,0,0,1,"","","ZMA.INS.5088184","Compiled by T. Wood","","; ; ; ","Wood_etal17124","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaAndenVerde5kmNESanNicolas",28.0346,-15.7582,"<10km",1987,3,27,"3/27/1987","3/27/1987","A.C. & W.N. Ellis","T. Wood",0,1,0,1,"","","ZMA.INS.5088355","Compiled by T. Wood","","; ; ; ","Wood_etal17125","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaAndenVerde5kmNESanNicolas",28.0346,-15.7582,"<10km",1987,3,27,"3/27/1987","3/27/1987","A.C. & W.N. Ellis","T. Wood",0,1,0,1,"","","ZMA.INS.5088356","Compiled by T. Wood","","; ; ; ","Wood_etal17126","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaLasCasas2kmNArguineguin",27.7873,-15.6771,"<10km",1987,3,29,"3/29/1987","3/29/1987","A.C. & W.N. Ellis","T. Wood",0,1,0,1,"","","ZMA.INS.5088357","Compiled by T. Wood","","; ; ; ","Wood_etal17140","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaAriez",28.0177,-15.5688,"<10km",1987,3,31,"3/31/1987","3/31/1987","A.C. & W.N. Ellis","T. Wood",1,0,0,1,"","","ZMA.INS.5088319","Compiled by T. Wood","","; ; ; ","Wood_etal17159","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaElRincondeTejeda2kmNWTejeda",28.0142,-15.6251,"<10km",1987,4,2,"4/2/1987","4/2/1987","A.C. & W.N. Ellis","T. Wood",1,0,0,1,"","","ZMA.INS.5088183","Compiled by T. Wood","","; ; ; ","Wood_etal17181","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyrona","Spain","Canary Islands","LaOrotavaArenasNegrasladeradePNTeide",28.2418,-16.57987,NA,1995,NA,NA,"","6/3/1995","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21054","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","TenerifeRuigmez",28.3389,-16.7932,"<10km",2002,2,24,"2/24/2002","2/24/2002","R. Zarre","T. Wood",1,0,0,1,"","","","Compiled by T. Wood","","; O�LM; ; ","Wood_etal22504","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","GranCanariaCalderadeBandama",28.0337,-15.4571,"<10km",2003,1,16,"1/16/2003","1/16/2003","R. Sejkora","T. Wood",1,0,0,1,"","","","Compiled by T. Wood","","; O�LM; ; ","Wood_etal22635","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","TenerifeErjos",28.3284,-16.8061,"<10km",2015,3,5,"3/5/2015","3/5/2015","T. Wood","T. Wood",1,0,0,1,"","","","Compiled by T. Wood","","; TJW Colln.; ; ","Wood_etal26959","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","TenerifeLosSilos",28.358,-16.8233,"<10km",2015,3,9,"3/9/2015","3/9/2015","T. Wood","T. Wood",0,4,0,1,"","","","Compiled by T. Wood","","; TJW Colln.; ; ","Wood_etal26997","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","GranCanariaSanBartolomedeTirajana",27.92,-15.582,"<10km",2018,4,7,"4/7/2018","4/8/2018","M. Kafka","T. Wood",1,0,0,1,"","","","Compiled by T. Wood","","; TJW Colln.; ; ","Wood_etal31334","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","GranCanariaSanBartolomedeTirajana",27.92,-15.582,"<10km",2018,4,10,"4/10/2018","4/10/2018","M. Kafka","T. Wood",0,2,0,1,"","","","Compiled by T. Wood","","; O�LM; ; ","Wood_etal31337","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana",NA,"Spain","Canary Islands","GranCanariaSanBartolomedeTirajana",27.92,-15.582,"<10km",2018,4,10,"4/10/2018","4/10/2018","M. Kafka","T. Wood",0,1,0,1,"","","","Compiled by T. Wood","","; TJW Colln.; ; ","Wood_etal31340","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","ferina","Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33972","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","nyrona","Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33973","Remove","Andrena vulcana","Andrena vulcana"
"Andrena",NA,"vulcana","zumboa","Spain","Canary Islands","PalmaseeLaPalmaIslade",28.67084,-17.9162,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33974","Remove","Andrena vulcana","Andrena vulcana"
"Anthaxia",NA,"dimidiata",NA,"Spain","Huelva","Doñana National Park",36.9625755,-6.42035071,NA,1983,NA,NA,NA,NA,"","Cobos, A.",0,0,0,2,"","Halimium halimifolium",NA,"Herrera, J.","Journal of Ecology (1988), 76, 274-287","Year from 1982-1984","Historical4","Remove","Anthaxia dimidiata","Anthaxia dimidiata"
"Anthaxia",NA,"dimidiata",NA,"Spain","Huelva","Doñana National Park",36.9625755,-6.42035071,NA,1983,NA,NA,NA,NA,"","Cobos, A.",0,0,0,2,"","Halimium commutatum",NA,"Herrera, J.","Journal of Ecology (1988), 76, 274-287","Year from 1982-1984","Historical5","Remove","Anthaxia dimidiata","Anthaxia dimidiata"
"Anthaxia",NA,"parallela",NA,"Spain","Huelva","Doñana National Park",36.9625755,-6.42035071,NA,1983,NA,NA,NA,NA,"","Cobos, A.",0,0,0,2,"","Cistus libanotis",NA,"Herrera, J.","Journal of Ecology (1988), 76, 274-287","Year from 1982-1984","Historical3","Remove","Anthaxia parallela","Anthaxia parallela"
"Anthidium",NA,"manicatum",NA,"Spain","Canary Islands","LaOrotavaArenasNegrasladeradePNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","6/30/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21510","Remove","Anthidium manicatum","Anthidium manicatum"
"Anthidium",NA,"manicatum",NA,"Spain","Canary Islands","LaOrotavaRoquedelPeralproximidadesPNTei204019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40751","Remove","Anthidium manicatum","Anthidium manicatum"
"Anthophora",NA,"bimaculata",NA,"Portugal","Beira Alta","GuardaValedeAsponsinho",40.535,7.273,"<1km",2015,9,3,"9/3/2015","9/3/2015","R.Andrade","T.Wood",1,0,0,1,"","","","Compiled by T. Wood","","; R.Andrade Colln.; ; ","Wood_etal28285","Remove","Anthophora bimaculata","Anthophora bimaculata"
"Anthophora",NA,"mucida",NA,"Portugal","Tr�s-os-Montes","ParqueNaturaldoDouroInternacionalMirandadoDouro",41.498,6.273,"<1km",2017,4,7,"4/7/2017","4/7/2017","M.Jenner","G.LeGoff",0,1,0,1,"","","","Compiled by T. Wood","","; M.Jenner Colln.; ; ","Wood_etal30679","Remove","Anthophora mucida","Anthophora mucida"
"Anthophora",NA,"plumipes",NA,"Spain","","PlayaVellila",34.7451,-3.7101,"<1km",2007,NA,NA,"","5/7/2007","","Le Goff G",0,1,0,1,"","","","Compiled by T. Wood","","; LE GOFF G; ; ","Wood_etal23870","Remove","Anthophora plumipes","Anthophora plumipes"
"Anthophora",NA,"plumipes",NA,"Spain","","PlayaVellila",34.7451,-3.7101,"<1km",2009,NA,NA,"","5/9/2009","","Le Goff G",1,0,0,1,"","","","Compiled by T. Wood","","; LE GOFF G; ; ","Wood_etal24524","Remove","Anthophora plumipes","Anthophora plumipes"
"Anthophora",NA,"retusa",NA,"Portugal","Tr�s-os-Montes","DouroInternationalParkBemposta",41.31,6.505,"<1km",2017,4,8,"4/8/2017","4/8/2017","M.Jenner","M.Jenner",0,1,0,1,"","","","Compiled by T. Wood","","; M.Jenner Colln.; ; ","Wood_etal30696","Remove","Anthophora retusa","Anthophora retusa"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7592787724305,-27.2426901447392,"<3km",2013,7,3,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11526","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco4","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7611864279751,-27.1851474281194,"<3km",2013,7,23,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11523","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco1","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7611864279751,-27.1851474281194,"<3km",2014,9,22,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11524","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco2","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7494784316933,-27.1805139998975,"<3km",2013,7,23,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11525","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco3","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7592787724305,-27.2426901447392,"<3km",2013,7,3,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11527","Prunella vulgaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco5","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7592787724305,-27.2426901447392,"<3km",2014,10,3,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11528","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco6","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7540047928239,-27.1667149737436,"<3km",2013,7,23,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11529","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Exotic forest",NA,"Vanapicanco7","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.6798853971758,-27.2826605615077,"<3km",2013,7,1,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11530","Crepis capillaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco8","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.6798853971758,-27.2826605615077,"<3km",2014,8,5,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11531","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco9","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7333166650813,-27.136752912121,"<3km",2014,9,24,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11532","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco10","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7756619959845,-27.1448922549436,"<3km",2014,9,22,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11533","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco11","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7735812156323,-27.2933905976521,"<3km",2013,7,16,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11534","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco12","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7735812156323,-27.2933905976521,"<3km",2014,9,26,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11535","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco13","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7306579115955,-27.0907280512411,"<3km",2013,7,4,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11536","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco14","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.7306579115955,-27.0907280512411,"<3km",2014,9,24,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11537","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco15","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.6987551572281,-27.3045844517711,"<3km",2013,7,1,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11538","Rumex conglomeratus","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco16","Remove","Apis mellifera","Apis mellifera"
"Apis",NA,"mellifera",NA,"Portugal","Azores","Terceira Island",38.6987551572281,-27.3045844517711,"<3km",2014,10,2,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11539","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Intensively managed pasture",NA,"Vanapicanco17","Remove","Apis mellifera","Apis mellifera"
