"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","subspecies"
"37801","Bombus terrestris",37.609140978,-8.7725709575,NA,2017,2,22,"jpmalves","jpmalves",NA,NA
"37821","Apis mellifera",37.7632777778,-6.2001333333,NA,2017,3,5,"fjsolis","fjsolis",NA,NA
"37831","Xylocopa violacea",42.8951296461,-2.3111844063,NA,NA,NA,NA,"adnarregui","adnarregui",NA,NA
"37841","Bombus terrestris",43.7749999256,3.9537620536,NA,2017,3,11,"tkoffel","tkoffel",NA,NA
"37851","Apis mellifera",36.839156,-4.643891,NA,2017,3,8,"liesvanrompaey","liesvanrompaey",NA,NA
"37861","Apis mellifera",36.76356,-4.44875,NA,2017,2,26,"dcapillae","dcapillae",NA,NA
"37881","Xylocopa violacea",39.4672377875,-0.3396751868,NA,2017,2,21,"dlozazquez","dlozazquez",NA,NA
"37911","Xylocopa violacea",37.1293922329,-8.4011077881,NA,2016,5,1,"v_s_","v_s_",NA,NA
"37921","Bombus terrestris",36.77054,-4.40462,NA,2017,2,9,"dcapillae","dcapillae",NA,NA
"37941","Apis mellifera",43.709871,3.55287,NA,2011,7,2,"joemdo","joemdo",NA,NA
"37951","Apis mellifera",39.51314802,-0.43712573,NA,2016,12,31,"rmedina","rmedina",NA,NA
"37961","Xylocopa cantabrita",40.9021088,-4.0071683,NA,2016,9,8,"guisauco","guisauco",NA,NA
"37981","Xylocopa violacea",43.601502,1.713175,NA,2008,10,21,"magne","magne",NA,NA
"37991","Apis mellifera",37.7636304964,-6.1997874174,NA,2016,11,1,"fjsolis","fjsolis",NA,NA
"38001","Apis mellifera",40.03602905,3.97802853,NA,2016,10,29,"strenado","strenado",NA,NA
"38011","Bombus terrestris",42.3597814164,-3.6858084798,NA,2016,10,21,"raquel-l","raquel-l",NA,NA
"38051","Amegilla quadrifasciata",37.1009862896,-8.4679323435,NA,2016,9,21,"loarie","loarie",NA,NA
"38071","Bombus pascuorum",43.6096047222,2.972165,NA,2016,4,17,"tkoffel","tkoffel",NA,NA
"38101","Bombus terrestris",40.741160589,-8.572769165,NA,2016,8,19,"gonzo","gonzo",NA,NA
"38111","Bombus terrestris",39.2218816667,-8.8864983333,NA,2016,8,8,"brunopais","brunopais",NA,NA
"38221","Apis mellifera",42.6180678,1.0820917,NA,2016,7,2,"ivetpalomera","ivetpalomera",NA,NA
"38231","Apis mellifera",42.617978,1.082148,NA,2016,7,2,"paolo_lammens","paolo_lammens",NA,NA
"38241","Bombus terrestris",42.617978,1.082148,NA,2016,7,2,"paolo_lammens","paolo_lammens",NA,NA
"38251","Bombus terrestris",40.564386,-8.762031,NA,2016,6,25,"duarte","duarte",NA,NA
"38271","Apis mellifera",36.7836,-4.4029,NA,2016,6,6,"dcapillae","dcapillae",NA,NA
"38281","Apis mellifera",42.053067,1.089879,NA,2016,6,3,"eduardomartnez","eduardomartnez",NA,NA
"38301","Bombus pascuorum",41.416,2.1106666667,NA,2012,8,11,"gchavarri","gchavarri",NA,NA
"38311","Apis mellifera",38.663047361,-9.1678832844,NA,2016,5,16,"rip3r","rip3r",NA,NA
"38321","Apis mellifera",39.79360388,3.06549525,NA,2016,5,10,"strenado","strenado",NA,NA
"38331","Nomada alboguttata",37.298612,-7.553369,NA,2016,4,23,"valter","valter",NA,NA
"38341","Apis mellifera",41.1467946,-8.5324777,NA,2016,4,26,"mariana_castro","mariana_castro",NA,NA
"38351","Apis mellifera",38.476163,-9.089605,NA,2004,10,23,"jpsilva","jpsilva",NA,NA
"38361","Apis mellifera",41.60408304,1.77263498,NA,2016,4,19,"andreideulofeu","andreideulofeu",NA,NA
"38371","Apis mellifera",41.1469726563,-8.533788681,NA,2016,4,20,"ricardoferreira","ricardoferreira",NA,NA
"38381","Apis mellifera",41.1484947205,-8.5335865021,NA,2016,4,19,"ricardoferreira","ricardoferreira",NA,NA
"38391","Apis mellifera",41.1485481262,-8.5335416794,NA,2016,4,19,"ricardoferreira","ricardoferreira",NA,NA
"38411","Apis mellifera",41.1468128,-8.5325294,NA,2016,4,12,"mariana_castro","mariana_castro",NA,NA
"38421","Bombus terrestris",38.663712055,-9.1681665927,NA,2016,4,13,"rip3r","rip3r",NA,NA
"38431","Bombus pascuorum",42.0399,2.237096,NA,2016,4,11,"eduardomartnez","eduardomartnez",NA,NA
"38441","Bombus terrestris",41.028057,0.724604,NA,2015,6,20,"xavimm75","xavimm75",NA,NA
"38451","Bombus pascuorum",41.027928,0.724432,NA,2015,6,20,"xavimm75","xavimm75",NA,NA
"38461","Bombus terrestris",40.690547,-8.735043,NA,2016,3,29,"limede","limede",NA,NA
"38471","Apis mellifera",36.75436,-4.42587,NA,2015,4,16,"dcapillae","dcapillae",NA,NA
"38481","Apis mellifera",41.040861,0.733086,NA,2016,2,21,"xavimm75","xavimm75",NA,NA
"38491","Apis mellifera",41.059437,0.739313,NA,2016,3,28,"xavimm75","xavimm75",NA,NA
"38501","Bombus terrestris",36.7609,-4.4261,NA,2015,6,21,"dcapillae","dcapillae",NA,NA
"38511","Xylocopa violacea",43.741317,3.707161,NA,2016,2,20,"jujurenoult","jujurenoult",NA,NA
"38521","Bombus terrestris",43.741315,3.706915,NA,2016,2,20,"jujurenoult","jujurenoult",NA,NA
"38531","Apis mellifera",43.741315,3.706915,NA,2016,2,20,"jujurenoult","jujurenoult",NA,NA
"38541","Xylocopa violacea",36.6701447392,-3.9990638499,NA,2016,2,10,"liesvanrompaey","liesvanrompaey",NA,NA
"38551","Bombus ruderatus",41.1469421387,-8.5340108871,NA,2016,1,12,"ricardoferreira","ricardoferreira",NA,NA
"38561","Apis mellifera",36.772099,-3.887068,NA,2015,12,20,"liesvanrompaey","liesvanrompaey",NA,NA
"38571","Apis mellifera",39.330799,-0.315256,NA,2015,12,21,"enricoschifani","enricoschifani",NA,NA
"38591","Apis mellifera",39.828208,-0.137329,NA,2015,10,17,"enricoschifani","enricoschifani",NA,"iberiensis"
"38601","Xylocopa cantabrita",39.330429,-0.36542,NA,2015,10,5,"enricoschifani","enricoschifani",NA,NA
"38611","Apis mellifera",42.363286,-4.313733,NA,2015,8,16,"cesarpollo5","cesarpollo5",NA,NA
"38621","Apis mellifera",40.3506933556,-7.8110868956,NA,2015,10,6,"premasagar","premasagar",NA,NA
"38641","Xylocopa violacea",40.231745,-7.94579,NA,NA,NA,NA,"premasagar","premasagar",NA,NA
"38651","Bombus pascuorum",43.624868,-5.877171,NA,2015,7,11,"cesarpollo5","cesarpollo5",NA,NA
"38661","Apis mellifera",36.6835860838,-3.8385979256,NA,2015,8,28,"liesvanrompaey","liesvanrompaey",NA,NA
"38681","Xylocopa violacea",39.374945,-0.323348,NA,2014,7,16,"dlozazquez","dlozazquez",NA,NA
"38701","Xylocopa violacea",41.5404156356,2.166145552,NA,NA,NA,NA,"albag","albag",NA,NA
"38711","Ceratina cyanea",37.296827,-7.560868,NA,2012,6,9,"valter","valter",NA,NA
"38721","Bombus terrestris",37.291194,-7.54898,NA,2004,6,12,"valter","valter",NA,NA
"38751","Apis mellifera",42.617898,1.080491,NA,2015,6,26,"huple","huple",NA,NA
"38761","Nomada fucata",37.254251,-8.112893,NA,2009,5,22,"valter","valter",NA,NA
"38781","Anthophora quadricolor",37.02588,-8.992781,NA,2012,5,22,"valter","valter",NA,NA
"38791","Xylocopa violacea",40.42468707,-3.70415041,NA,2015,6,15,"javiertabernerourbieta","javiertabernerourbieta",NA,NA
"38801","Nomada integra",37.29092,-7.548851,NA,2012,5,13,"valter","valter",NA,NA
"38841","Bombus terrestris",41.651447,2.693053,NA,2015,6,3,"jorditb","jorditb",NA,NA
"38851","Apis mellifera",36.6236019187,-3.8948277761,NA,2015,5,23,"liesvanrompaey","liesvanrompaey",NA,NA
"38861","Apis mellifera",37.18817,-3.60667,NA,2015,4,20,"peparinfante","peparinfante",NA,NA
"38871","Apis mellifera",41.146173,-8.624917,NA,2015,4,29,"duarte","duarte",NA,NA
"38881","Apis mellifera",40.30336,-8.229595,NA,2015,4,4,"duarte","duarte",NA,NA
"38901","Bombus pascuorum",40.38771,-8.822815,NA,2014,8,31,"duarte","duarte",NA,NA
"38941","Apis mellifera",41.355426,1.979352,NA,2013,7,6,"spliff","spliff",NA,NA
"38951","Apis mellifera",40.304238,-8.166599,NA,2014,8,26,"duarte","duarte",NA,"iberiensis"
"38961","Apis mellifera",38.296838,-3.606736,NA,2014,4,9,"inmukila","inmukila",NA,NA
"38971","Apis mellifera",41.2581716667,0.9325866667,NA,2014,6,16,"patpucela","patpucela",NA,NA
"38981","Bombus terrestris",40.564379,-8.762188,NA,2014,7,12,"duarte","duarte",NA,NA
"39001","Bombus pratorum",42.313321,2.633198,NA,2014,5,24,"xbejard","xbejard",NA,NA
"39021","Apis mellifera",36.77478,-3.888865,NA,2014,5,11,"liesvanrompaey","liesvanrompaey",NA,NA
"39031","Bombus terrestris",36.77478,-3.888865,NA,2014,5,11,"liesvanrompaey","liesvanrompaey",NA,NA
"39041","Bombus terrestris",41.4680438645,2.224724661,NA,2014,4,30,"robertosaez","robertosaez",NA,NA
"39051","Xylocopa violacea",41.4489858085,2.2443980724,NA,2014,4,29,"robertosaez","robertosaez",NA,NA
"39061","Xylocopa violacea",41.4613191923,2.2442850843,NA,2014,4,26,"robertosaez","robertosaez",NA,NA
"39071","Bombus terrestris",41.4612766542,2.2443419136,NA,2014,4,26,"robertosaez","robertosaez",NA,NA
"39081","Bombus terrestris",41.4648025017,2.2258458193,NA,2014,4,13,"robertosaez","robertosaez",NA,NA
"39091","Xylocopa violacea",41.4575734874,2.2527622059,NA,2014,4,10,"robertosaez","robertosaez",NA,NA
"39101","Xylocopa violacea",41.4575593639,2.2527656425,NA,2014,4,7,"robertosaez","robertosaez",NA,NA
"39111","Bombus terrestris",41.4497656189,2.2451401222,NA,2014,3,26,"robertosaez","robertosaez",NA,NA
"39121","Xylocopa violacea",41.4549429528,2.2517540306,NA,2014,3,17,"robertosaez","robertosaez",NA,NA
"39131","Bombus terrestris",41.68816182,2.63319473,NA,2014,3,9,"davidfernandez","davidfernandez",NA,NA
"39151","Xylocopa violacea",41.4613061165,2.2442545742,NA,2014,3,8,"robertosaez","robertosaez",NA,NA
"39161","Xylocopa violacea",41.438637,2.147449,NA,2014,3,7,"patriciagr","patriciagr",NA,NA
"39171","Xylocopa violacea",41.4575251658,2.2528834082,NA,2014,3,6,"robertosaez","robertosaez",NA,NA
"39181","Xylocopa violacea",41.4613729203,2.244237056,NA,2014,3,2,"robertosaez","robertosaez",NA,NA
"39191","Apis mellifera",41.4612220461,2.2442306858,NA,2014,3,2,"robertosaez","robertosaez",NA,NA
"39211","Apis mellifera",39.590537,2.703758,NA,2014,2,16,"xisco","xisco",NA,NA
"39221","Apis mellifera",39.6513939516,2.6439713375,NA,2014,2,9,"xisco","xisco",NA,NA
"39281","Xylocopa violacea",37.371253,-8.639273,NA,2013,8,21,"zoe_jewell","zoe_jewell",NA,NA
"39301","Bombus terrestris",37.371222,-8.642031,NA,2013,8,3,"zoe_jewell","zoe_jewell",NA,NA
"39311","Xylocopa cantabrita",40.3606104,-7.4786827,NA,2013,6,9,"fernandoromao","fernandoromao",NA,NA
"39321","Bombus terrestris",36.717346,-4.964706,NA,2013,5,25,"torwart","torwart",NA,"lusitanicus"
"39341","Apis mellifera",38.9940452738,1.5696555376,NA,2012,4,17,"gennita","gennita",NA,NA
"39351","Bombus hortorum",42.580734,1.000983,NA,2012,8,15,"llus","llus",NA,NA
"39361","Bombus pascuorum",40.5086094,-7.371896,NA,2011,8,28,"fernandoromao","fernandoromao",NA,NA
"39381","Apis mellifera",37.0407981873,-7.9700198174,NA,2006,1,22,"rvidal","rvidal",NA,NA
"39421","Andrena flavipes",42.243994512,2.6922908319,NA,2019,3,24,"rafael_carbonell","rafael_carbonell",NA,NA
"39431","Andrena florea",42.2444275862,2.6908698551,NA,2019,5,12,"rafael_carbonell","rafael_carbonell",NA,NA
"39441","Andrena hesperia",42.243169,2.691546,NA,2017,4,14,"rafael_carbonell","rafael_carbonell",NA,NA
"39461","Andrena senecionis",42.244034,2.692298,NA,2019,5,10,"rafael_carbonell","rafael_carbonell",NA,NA
"39511","Andrena flavipes",42.2444074167,2.6920610782,NA,2019,7,12,"rafael_carbonell","rafael_carbonell",NA,NA
"39751","Andrena haemorrhoa",43.27969157,-8.3068786,NA,2020,3,13,"manucernadas","manucernadas",NA,NA
"40051","Andrena thoracica",41.1238758928,-8.6117852479,NA,2020,3,10,"daniel1844","daniel1844",NA,NA
"40131","Andrena fulva",41.3879966736,2.11576581,NA,2020,3,6,"erictoro","erictoro",NA,NA
"40251","Andrena thoracica",43.71349248,3.8604946858,NA,2020,3,1,"jpiolain","jpiolain",NA,NA
"40341","Andrena clarkella",41.9346734661,2.4468767146,NA,2020,2,28,"jinuno","jinuno",NA,NA
"40421","Andrena pilipes",41.3217331855,2.0933833315,NA,2020,2,26,"noeliria","noeliria",NA,NA
"40451","Andrena thoracica",40.7169504396,-8.0661904067,NA,2020,2,23,"ruimvs","ruimvs",NA,NA
"40631","Andrena fulva",43.52303026,1.4201396144,NA,2020,2,13,"martin_galli","martin_galli",NA,NA
"40691","Andrena thoracica",43.6437590134,3.810584284,NA,2010,3,17,"yvesbas","yvesbas",NA,NA
"40701","Andrena fulva",41.79354167,1.63325833,NA,2020,2,9,"peresol","peresol",NA,NA
"40771","Andrena lagopus",43.5538522513,3.8753677099,NA,2016,3,26,"benoitnabholz","benoitnabholz",NA,NA
"40821","Andrena bicolor",37.300522,-7.562423,NA,2011,1,7,"valter","valter",NA,NA
"40831","Andrena thoracica",37.030162,-7.944842,NA,2008,2,6,"valter","valter",NA,NA
"40841","Andrena sardoa",37.191463,-7.989442,NA,2009,5,7,"valter","valter",NA,NA
"40851","Andrena asperrima",37.294113,-7.547607,NA,2010,4,4,"valter","valter",NA,NA
"40871","Andrena agilissima",40.7066001892,-3.6186015606,NA,2018,4,16,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA
"40881","Andrena hesperia",42.2431867466,2.6915565006,NA,2017,4,14,"rafael_carbonell","rafael_carbonell",NA,NA
"40901","Andrena humilis",42.2434163972,2.6919239632,NA,2019,4,15,"rafael_carbonell","rafael_carbonell",NA,NA
"40981","Andrena bicolor",41.320528,-8.735417,NA,2016,3,23,"rui_andrade","rui_andrade",NA,NA
"40991","Andrena cineraria",42.8771758822,1.177408956,NA,2019,4,29,"lucile09","lucile09",NA,NA
"41141","Andrena thoracica",41.2902781156,-8.6522513383,NA,2019,3,12,"hugogaspar","hugogaspar",NA,NA
"41211","Andrena thoracica",41.1454294222,-8.011526131,NA,2019,3,16,"hugogaspar","hugogaspar",NA,NA
"41401","Andrena colletiformis",39.8442664524,-8.6421085717,NA,2019,7,19,"hugogaspar","hugogaspar",NA,NA
"41411","Andrena albopunctata",39.9416356183,-8.581750525,NA,2019,6,29,"hugogaspar","hugogaspar",NA,NA
"41421","Andrena labialis",39.9418051024,-8.5820824877,NA,2019,5,18,"hugogaspar","hugogaspar",NA,NA
"41431","Andrena rhyssonota",39.8443449114,-8.6419583156,NA,2019,4,27,"hugogaspar","hugogaspar",NA,NA
"41441","Andrena albopunctata",39.9423180079,-8.5817246406,NA,2019,4,22,"hugogaspar","hugogaspar",NA,NA
"41451","Andrena similis",39.9417489932,-8.5817849287,NA,2019,4,20,"hugogaspar","hugogaspar",NA,NA
"41461","Andrena fulvicornis",39.9417680709,-8.5819363908,NA,2019,4,12,"hugogaspar","hugogaspar",NA,NA
"41471","Andrena flavipes",39.9420376077,-8.5818125045,NA,2019,3,2,"hugogaspar","hugogaspar",NA,NA
"41481","Andrena leucophaea",39.9427740755,-8.5813701239,NA,2019,2,24,"hugogaspar","hugogaspar",NA,NA
"41491","Andrena nigroaenea",39.9423342776,-8.5811184204,NA,2019,2,24,"hugogaspar","hugogaspar",NA,NA
"41501","Andrena flavipes",39.9429283437,-8.5815404362,NA,2019,2,19,"hugogaspar","hugogaspar",NA,NA
"41511","Andrena leucophaea",39.9424360486,-8.5815061674,NA,2019,1,26,"hugogaspar","hugogaspar",NA,NA
"41521","Andrena similis",39.94922311,-8.5764518651,NA,2018,5,10,"hugogaspar","hugogaspar",NA,NA
"41551","Andrena livens",39.9422160772,-8.5815318193,NA,2019,4,22,"hugogaspar","hugogaspar",NA,NA
"41571","Andrena limata",39.8442583779,-8.6419361017,NA,2019,3,24,"hugogaspar","hugogaspar",NA,NA
"41581","Andrena pilipes",39.8443461051,-8.6419352647,NA,2019,3,24,"hugogaspar","hugogaspar",NA,NA
"41591","Andrena trimmerana",39.9421582886,-8.5816641556,NA,2019,3,10,"hugogaspar","hugogaspar",NA,NA
"41611","Andrena leucophaea",39.9424016199,-8.5814600059,NA,2019,3,2,"hugogaspar","hugogaspar",NA,NA
"41631","Andrena propinqua",39.9424902294,-8.5815205575,NA,2018,3,25,"hugogaspar","hugogaspar",NA,NA
"41681","Andrena thoracica",41.3069691174,2.1191358939,NA,2019,3,15,"noeliria","noeliria",NA,NA
"41731","Andrena thoracica",40.905352,0.278778,NA,2015,6,22,"sandy_rae","sandy_rae",NA,NA
"41741","Andrena agilissima",41.492901,0.042305,NA,2015,6,19,"sandy_rae","sandy_rae",NA,NA
"41841","Andrena hattorfiana",43.4346788922,3.4253946347,NA,2013,6,9,"pierrehenrifabre","pierrehenrifabre",NA,NA
"41921","Andrena flavipes",43.1098733333,-4.6418966667,NA,2019,7,3,"yni","yni",NA,NA
"42141","Andrena bicolor",43.6390743781,3.863469295,NA,2019,6,14,"anasacuta","anasacuta",NA,NA
"42161","Andrena vaga",41.9070579278,2.3857554005,NA,2019,5,6,"jinuno","jinuno",NA,NA
"42191","Andrena thoracica",40.1568796864,-7.3337052909,NA,2019,5,19,"gnomad","gnomad",NA,NA
"42261","Andrena thoracica",38.5579766667,-8.0215016667,NA,2019,5,17,"ivo17","ivo17",NA,NA
"42331","Panurgus calcaratus",41.9707191766,2.7964049227,NA,2019,5,9,"orlandof","orlandof",NA,NA
"42471","Andrena flavipes",38.6643909,-9.1656614,NA,2019,4,30,"llourenco92","llourenco92",NA,NA
"42501","Andrena sardoa",36.9592968359,-4.5224312359,NA,2019,4,28,"susanne-kasimir","susanne-kasimir",NA,NA
"42571","Andrena haemorrhoa",42.63707767,-8.64455243,NA,2019,4,12,"verdelareu","verdelareu",NA,NA
"42581","Andrena agilissima",43.6928847666,1.8256998882,NA,2019,4,20,"sambricole","sambricole",NA,NA
"42641","Andrena orbitalis",36.723625,-3.7276472222,NA,2019,4,10,"v_s_","v_s_",NA,NA
"42731","Andrena ranunculi",41.9118880223,2.717860783,NA,2019,4,7,"orlandof","orlandof",NA,NA
"42771","Andrena thoracica",43.7162282933,3.8494556786,NA,2019,4,5,"benoitnabholz","benoitnabholz",NA,NA
"42781","Andrena cineraria",43.7165220325,3.8519828999,NA,2019,4,5,"benoitnabholz","benoitnabholz",NA,NA
"42891","Andrena flavipes",39.5961545433,-8.9698165381,NA,2019,3,28,"jloureiro","jloureiro",NA,NA
"42901","Andrena flavipes",39.5957335453,-8.9702320139,NA,2019,3,28,"jloureiro","jloureiro",NA,NA
"42911","Andrena flavipes",39.5950219835,-8.9689980052,NA,2019,3,30,"jloureiro","jloureiro",NA,NA
"42921","Andrena wilkella",43.7463490462,3.7053622319,NA,2019,3,30,"christopheporcel","christopheporcel",NA,NA
"43021","Andrena fulva",39.7155357461,-8.7739848951,NA,2019,3,16,"romuloarrais","romuloarrais",NA,NA
"43031","Andrena thoracica",40.1982157051,-8.4143791798,NA,2019,3,10,"perspektus","perspektus",NA,NA
"43151","Andrena marginata",41.884305304,2.5467644975,NA,2018,7,13,"orlandof","orlandof",NA,NA
"43301","Andrena lagopus",41.7417715753,2.5413044262,NA,2017,3,17,"orlandof","orlandof",NA,NA
"43311","Andrena flavipes",41.9356834286,2.7993009618,NA,2017,3,2,"orlandof","orlandof",NA,NA
"43321","Andrena flavipes",41.8805548551,2.6693508703,NA,2017,2,6,"orlandof","orlandof",NA,NA
"43351","Andrena thoracica",42.471388,1.883455,NA,2018,8,8,"annesorbes","annesorbes",NA,NA
"43471","Andrena ranunculi",37.324948,-7.557847,NA,2018,3,29,"valter","valter",NA,NA
"43511","Andrena cineraria",42.6436148464,2.1003477395,NA,2018,7,28,"jujurenoult","jujurenoult",NA,NA
"43841","Andrena flavipes",39.16555492,-9.05528046,NA,2017,3,20,"francisco100","francisco100",NA,NA
"44281","Andrena florea",41.8653147868,2.8499635274,NA,2018,6,18,"orlandof","orlandof",NA,NA
"44311","Flavipanurgus flavus",37.301273,-7.551405,NA,2011,4,21,"valter","valter",NA,NA
"44331","Andrena agilissima",38.6598083,-9.1704908,NA,2018,5,27,"hermnia","hermnia",NA,NA
"44341","Andrena macrocephala",38.6607377818,-9.1691177073,NA,2018,5,27,"patriciatiago","patriciatiago",NA,NA
"44351","Andrena agilissima",38.6609017128,-9.1687743546,NA,2018,5,27,"patriciatiago","patriciatiago",NA,NA
"44361","Panurginus albopilosus",38.6628019008,-9.1667250373,NA,2018,5,27,"patriciatiago","patriciatiago",NA,NA
"44451","Andrena flavipes",37.15228,-8.189847,NA,2018,5,4,"valter","valter",NA,NA
"44541","Andrena senecionis",37.0942972,-7.8948772,NA,2018,4,27,"valter","valter",NA,NA
"44551","Andrena agilissima",37.0189749548,-4.560376592,NA,2018,4,22,"enriquemanuelmalacitano","enriquemanuelmalacitano",NA,NA
"44561","Andrena pilipes",42.7971417832,3.0291768909,NA,2018,4,16,"benoitnabholz","benoitnabholz",NA,NA
"44581","Andrena florea",36.839617,-4.644894,NA,2018,4,24,"liesvanrompaey","liesvanrompaey",NA,NA
"44621","Andrena dorsata",41.9054122653,2.6590814815,NA,2018,4,23,"orlandof","orlandof",NA,NA
"44681","Panurgus calcaratus",41.8138457485,2.7822865429,NA,2014,5,22,"orlandof","orlandof",NA,NA
"44711","Andrena agilissima",41.8268944856,2.7053373056,NA,2017,6,28,"orlandof","orlandof",NA,NA
"44731","Andrena florea",41.9527291612,2.6087132182,NA,2017,6,15,"orlandof","orlandof",NA,NA
"44741","Andrena thoracica",41.9667769029,2.6681081036,NA,2016,6,30,"orlandof","orlandof",NA,NA
"44751","Andrena labiata",41.9717511701,2.7329823352,NA,2017,5,5,"orlandof","orlandof",NA,NA
"44771","Andrena fulvago",41.8538714066,2.7816879459,NA,2017,5,16,"orlandof","orlandof",NA,NA
"44781","Andrena lagopus",41.8153947918,2.7857693348,NA,2017,2,17,"orlandof","orlandof",NA,NA
"44801","Andrena agilissima",41.9054638203,2.7076483929,NA,2017,6,14,"orlandof","orlandof",NA,NA
"44821","Andrena florea",41.9956833902,2.6268192258,NA,2017,5,20,"orlandof","orlandof",NA,NA
"44831","Andrena flavipes",41.8730990315,2.6265562429,NA,2018,3,27,"orlandof","orlandof",NA,NA
"44841","Andrena flavipes",41.8065133912,2.7667274272,NA,2017,3,17,"orlandof","orlandof",NA,NA
"44851","Andrena labialis",41.8634190228,2.7259717948,NA,2017,5,17,"orlandof","orlandof",NA,NA
"44861","Andrena similis",37.024295,-8.012659,NA,2017,3,31,"valter","valter",NA,NA
"44881","Andrena ranunculi",41.9234913965,2.7391361411,NA,2018,4,11,"orlandof","orlandof",NA,NA
"44931","Andrena lagopus",41.870248959,2.6719969386,NA,2018,3,26,"orlandof","orlandof",NA,NA
"45001","Andrena florea",41.9465801238,2.6695183921,NA,2017,5,8,"orlandof","orlandof",NA,NA
"45021","Andrena nigroaenea",41.152778,-8.643083,NA,2017,2,5,"rui_andrade","rui_andrade",NA,NA
"45051","Andrena pilipes",39.9425275305,-8.5815292597,NA,2017,9,7,"hugogaspar","hugogaspar",NA,NA
"45211","Andrena hispania",37.009132,-8.947688,NA,2010,4,9,"valter","valter",NA,NA
"45221","Andrena dorsata",37.292645,-7.548058,NA,2012,4,3,"valter","valter",NA,NA
"45261","Flavipanurgus flavus",37.292525,-7.548562,NA,2011,4,21,"valter","valter",NA,NA
"45271","Flavipanurgus ibericus",37.298,-7.5526,NA,2011,5,17,"valter","valter",NA,NA
"45531","Halictus scabiosae",37.0963252981,-8.1804667174,NA,2018,5,23,"sylvester_k","sylvester_k",NA,NA
"45541","Halictus scabiosae",37.0963252981,-8.1804667174,NA,2018,5,23,"sylvester_k","sylvester_k",NA,NA
"45651","Lasioglossum xanthopus",42.0880852855,2.8812975911,NA,2020,3,13,"mammal","mammal",NA,NA
"45741","Lasioglossum prasinum",36.7311625106,-3.9555111932,NA,2019,4,17,"v_s_","v_s_",NA,NA
"45791","Halictus scabiosae",40.1452764435,-8.4114253448,NA,2019,8,8,"perspektus","perspektus",NA,NA
"45801","Halictus scabiosae",40.1452764435,-8.4114253448,NA,2019,8,8,"perspektus","perspektus",NA,NA
"45871","Halictus scabiosae",37.4129300798,-5.9968453646,NA,2014,4,9,"dobroide","dobroide",NA,NA
"45921","Halictus scabiosae",43.611297,3.812357,NA,2019,2,21,"romainspeller","romainspeller",NA,NA
"45961","Halictus scabiosae",43.6172647485,3.7978785485,NA,2019,2,18,"romainspeller","romainspeller",NA,NA
"46021","Halictus scabiosae",43.5991083636,1.7310949709,NA,2004,8,11,"yvesbas","yvesbas",NA,NA
"46041","Halictus scabiosae",39.9001988109,4.0788275454,NA,2019,6,22,"cheonggaegori","cheonggaegori",NA,NA
"46071","Halictus scabiosae",37.0365,-7.951955,NA,2007,5,27,"valter","valter",NA,NA
"46081","Halictus fulvipes",37.289955,-7.548545,NA,2016,6,25,"valter","valter",NA,NA
"46161","Sphecodes olivieri",37.045124,-7.957824,NA,2017,5,17,"valter","valter",NA,NA
"46231","Halictus scabiosae",41.3253950973,-8.7348947301,NA,2019,6,1,"pedroandrade","pedroandrade",NA,NA
"46271","Nomioides minutissimus",41.320528,-8.735417,NA,2016,8,5,"rui_andrade","rui_andrade",NA,NA
"46571","Halictus quadricinctus",41.0760607991,-8.1996897447,NA,2019,5,30,"hugogaspar","hugogaspar",NA,NA
"46661","Halictus seladonius",41.325111314,-8.2249501106,NA,2019,5,25,"hugogaspar","hugogaspar",NA,NA
"46671","Halictus maculatus",41.3251573684,-8.2251432748,NA,2019,5,25,"hugogaspar","hugogaspar",NA,NA
"46691","Halictus rubicundus",41.328982654,-8.2271309994,NA,2019,5,23,"hugogaspar","hugogaspar",NA,NA
"46731","Halictus smaragdulus",40.3695770241,-8.6214059919,NA,2019,4,29,"hugogaspar","hugogaspar",NA,NA
"46741","Halictus subauratus",40.3695474819,-8.6215439553,NA,2019,4,29,"hugogaspar","hugogaspar",NA,NA
"46751","Halictus scabiosae",40.794527101,-8.369069727,NA,2019,4,30,"hugogaspar","hugogaspar",NA,NA
"47411","Halictus scabiosae",43.6613883972,3.8713889122,NA,2019,10,27,"thomasauffray","thomasauffray",NA,NA
"47451","Halictus scabiosae",38.6054061184,-0.0415986173,NA,2019,7,14,"angelmm","angelmm",NA,NA
"47491","Halictus rubicundus",41.6355595717,2.6990680397,NA,2019,8,8,"ant-toniscla","ant-toniscla",NA,NA
"47501","Halictus scabiosae",43.50677521,1.56579981,NA,2019,10,2,"circus666","circus666",NA,NA
"47611","Halictus scabiosae",42.787499,-0.711278,NA,2015,6,15,"sandy_rae","sandy_rae",NA,NA
"47711","Halictus scabiosae",38.6463955302,-9.1867628134,NA,2019,8,29,"llourenco92","llourenco92",NA,NA
"47771","Halictus scabiosae",38.6462933827,-9.1868003644,NA,2019,8,28,"llourenco92","llourenco92",NA,NA
"47811","Halictus scabiosae",38.9384,-8.551525,NA,2019,7,30,"ocea1","ocea1",NA,NA
"47891","Halictus scabiosae",38.6838843925,-9.1596361486,NA,2019,8,17,"llourenco92","llourenco92",NA,NA
