"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..GPS;.~10km)","Year","month","day","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Notes.and.queries.(2)"
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2014,4,23,"M.Miñarro","O.Aguado",1,0,0,0,NA,"Bellis perennis","14-174","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2014,4,24,"M.Miñarro","O.Aguado",1,0,0,0,NA,"Malus domestica","14-179","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2014,4,24,"M.Miñarro","O.Aguado",1,0,0,0,NA,"Malus domestica","14-182","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2014,4,24,"M.Miñarro","O.Aguado",1,0,0,0,NA,"Malus domestica","14-186","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.propinqua","Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2014,5,16,"M.Miñarro","O.Aguado",1,0,0,0,NA,"Malus domestica","14-259","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2013,4,7,"M.Miñarro","O.Aguado",1,0,0,0,NA,NA,"14-33","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.propinqua","Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2013,6,4,"M.Miñarro","O.Aguado",1,0,0,0,NA,"Malus domestica","14-43","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.propinqua","Spain","Asturias","La Cuesta",43.415889,-5.546642,"0,1 km",2013,6,5,"M.Miñarro","O.Aguado",1,0,0,0,NA,NA,"14-45","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","La Rasa",43.514807,-5.347964,"0,1 km",2016,4,19,NA,"O.Aguado",1,0,0,0,NA,"Vaccinium ashei","16-1684","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2016,5,25,NA,"O.Aguado",1,0,0,0,NA,"Malus domestica","16-1730","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","El Rebollar",43.402181,-5.532994,"0,1 km",2016,5,16,NA,"O.Aguado",1,0,0,0,NA,"Malus domestica","16-1731","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.propinqua","Spain","Asturias","El Rebollar",43.402181,-5.532994,"0,1 km",2016,5,18,NA,"O.Aguado",1,0,0,0,NA,"Malus domestica","16-1732","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Collao",43.388955,-5.583157,"0,1 km",2016,5,23,NA,"O.Aguado",1,0,0,0,NA,"Malus domestica","16-237","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-1090","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","La Rasa",43.514807,-5.347964,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,"Scilla verna","PRE-118","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-125","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","La Camocha",43.490044,-5.668344,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-1272","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Collao",43.388955,-5.583157,"0,1 km",2016,4,11,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-146","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","La Espuncia",43.491797,-5.419347,"0,1 km",2016,4,11,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-170","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Quintana",43.454017,-5.628486,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-191","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-2","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-217","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-265","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2016,4,11,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-27","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Tiñana",43.3637,-5.763696,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Raphanus raphanistrum","PRE-327","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-330","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-373","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-394","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-403","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-409","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,4,25,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-479","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,25,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-488","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Fozana",43.371551,-5.752601,"0,1 km",2016,4,25,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-562","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,25,NA,"O.Aguado",1,0,0,0,NA,"Bellis perennis","PRE-575","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,25,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-689","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,"Ranunculus bulbosus","PRE-70","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,"Taraxacum officinale","PRE-73","M. Miñarro & A. Núñez",NA,NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,4,12,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-760","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-791","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-792","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-793","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-795","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","dorsata","spp.dorsata","Spain","Asturias","Quintana",43.454017,-5.628486,"0,1 km",2016,4,25,NA,"O.Aguado",1,0,0,0,NA,NA,"PRE-894","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","falsifica",NA,"Spain","Asturias","Tiñana",43.3637,-5.763696,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,NA,"16-1633","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2016,5,27,NA,NA,1,0,0,0,NA,NA,"16-733","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,6,7,NA,NA,1,0,0,0,NA,NA,"16-986","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,6,20,NA,NA,1,0,0,0,NA,NA,"POST-608","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,6,20,NA,NA,1,0,0,0,NA,NA,"POST-609","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,7,14,NA,NA,1,0,0,0,NA,NA,"POST-655","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Fozana",43.371551,-5.752601,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-1210","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,NA,0,1,0,0,NA,NA,"PRE-669","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","falsifica",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,4,18,NA,NA,0,1,0,0,NA,NA,"PRE-769","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","ferrugineicrus",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,6,1,NA,"O.Aguado",0,1,0,0,NA,NA,"16-942","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,7,6,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-280","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2014,3,20,"M.Miñarro",NA,1,0,0,0,NA,"Brassica oleracea","14-120","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2014,4,22,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-160","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa - El Ricu",43.477415,-5.441535,"0,1 km",2014,4,30,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-194","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,5,8,"M.Miñarro",NA,1,0,0,0,NA,"Plantago lanceolata","14-211","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-234","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-235","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2013,4,7,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-30","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2013,4,7,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-31","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2014,3,20,"M.Miñarro",NA,1,0,0,0,NA,"Brassica oleracea","14-40","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Villaviciosa",43.473858,-5.442292,"0,1 km",2014,6,13,"M.Miñarro",NA,1,0,0,0,NA,"Bellis perennis","14-550","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Malus domestica","15-046","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2015,5,8,NA,NA,1,0,0,0,NA,"Malus domestica","15-057","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Malus domestica","15-067","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Malus domestica","15-070","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Malus domestica","15-071","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Malus domestica","15-072","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","15-084","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Taraxacum officinale","15-100","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Quintana",43.454017,-5.628486,"0,1 km",2015,5,6,NA,NA,1,0,0,0,NA,"Bellis perennis","15-149","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Quintana",43.454017,-5.628486,"0,1 km",2015,5,5,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","15-161","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","La Quemada",43.497989,-5.65385,"0,1 km",2015,5,7,NA,NA,1,0,0,0,NA,"Malus domestica","15-186","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2015,5,8,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","15-211","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2015,5,5,NA,NA,1,0,0,0,NA,"Malus domestica","15-266","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2015,5,5,NA,NA,1,0,0,0,NA,"Malus domestica","15-267","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2015,5,5,NA,NA,1,0,0,0,NA,"Malus domestica","15-268","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2015,5,7,NA,NA,1,0,0,0,NA,"Centaurea nigra","15-305","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2015,5,7,NA,NA,1,0,0,0,NA,"Centaurea nigra","15-306","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2015,5,8,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","15-364","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2015,5,11,NA,NA,1,0,0,0,NA,"Malus domestica","15-403","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2015,5,10,NA,NA,1,0,0,0,NA,"Malus domestica","15-438","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2015,5,7,NA,NA,1,0,0,0,NA,"Bellis perennis","15-447","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2015,5,7,NA,NA,0,1,0,0,NA,"Bellis perennis","15-599","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,6,7,NA,NA,0,1,0,0,NA,NA,"16-1039","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,6,2,NA,NA,0,1,0,0,NA,NA,"16-1549","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","La Camocha",43.490044,-5.668344,"0,1 km",2016,6,1,NA,NA,0,1,0,0,NA,"Malus domestica","16-91","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2015,5,6,NA,NA,0,1,0,0,NA,NA,"C-571","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,7,14,NA,NA,1,0,0,0,NA,"Hypochaeris radicata","POST-173","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-1176","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2016,4,12,NA,NA,1,0,0,0,NA,"Crepis sp.","PRE-122","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-137","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Collao",43.388955,-5.583157,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-145","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Lavandera",43.468483,-5.648872,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-154","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Lavandera",43.468483,-5.648872,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-159","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Lavandera",43.468483,-5.648872,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-160","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,"Plantago lanceolata","PRE-204","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-216","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-218","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Andrena","flavipes",NA,"Spain","Asturias","Fozana",43.371551,-5.752601,"0,1 km",2016,4,18,NA,NA,0,1,0,0,NA,"Taraxacum officinale","PRE-269","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
